"bx","by","V","BV","VR","BR","galaxy_name","host_galaxy_group_type","host_galaxy_mass","galcen_radius","90percent"
2768.87,3727.67,22.298,0.611,0.412,1.023,"NGC 5846","E",11.744,1.76683,1
781.61,3729.9,23.215,0.709,0.552,1.261,"NGC 5846","E",11.744,10.3049,0
2564.92,3740.63,22.54,0.637,0.485,1.122,"NGC 5846","E",11.744,2.58976,1
2693.44,3745.41,22.99,0.653,0.467,1.12,"NGC 5846","E",11.744,2.04623,0
1589.73,3749.46,23.331,0.783,0.504,1.287,"NGC 5846","E",11.744,6.78515,0
52.45,3750.53,22.513,0.631,0.429,1.06,"NGC 5846","E",11.744,13.4743,0
65.65,3762.03,22.547,0.667,0.406,1.073,"NGC 5846","E",11.744,13.4146,0
716.55,3762.52,23.346,0.517,0.399,0.916,"NGC 5846","E",11.744,10.5793,0
5794.86,3763.18,23.466,0.613,0.544,1.157,"NGC 5846","E",11.744,11.5945,0
5309.07,3764.81,23.289,1.054,0.611,1.665,"NGC 5846","E",11.744,9.47876,0
2805.32,3765.81,23.474,0.939,0.46,1.399,"NGC 5846","E",11.744,1.55648,0
3432.12,3767.14,23.049,0.675,0.416,1.091,"NGC 5846","E",11.744,1.38906,0
3466.66,3769.36,21.902,0.753,0.415,1.168,"NGC 5846","E",11.744,1.52531,1
2988.48,3773.59,22.373,0.676,0.534,1.21,"NGC 5846","E",11.744,0.836031,1
1977.21,3775.58,22.231,0.846,0.544,1.39,"NGC 5846","E",11.744,5.09228,1
3371.37,3779.15,22.279,0.602,0.465,1.067,"NGC 5846","E",11.744,1.12624,1
300.79,3780.22,22.928,0.564,0.48,1.044,"NGC 5846","E",11.744,12.3868,0
3078.26,3771.51,22.026,0.598,0.482,1.08,"NGC 5846","E",11.744,0.589291,1
6812.29,3785.61,21.979,0.714,0.537,1.251,"NGC 5846","E",11.744,16.0243,0
2801.28,3789.5,22.125,0.782,0.537,1.319,"NGC 5846","E",11.744,1.5398,1
3019.04,3789.49,23.311,0.644,0.57,1.214,"NGC 5846","E",11.744,0.688982,0
2792.54,3794.28,23.02,0.75,0.539,1.289,"NGC 5846","E",11.744,1.57051,0
3240.65,3793.66,22.939,0.664,0.543,1.207,"NGC 5846","E",11.744,0.61681,0
2612.23,3797.58,22.046,0.562,0.418,0.98,"NGC 5846","E",11.744,2.3344,1
2913.16,3798.76,21.55,0.945,0.608,1.553,"NGC 5846","E",11.744,1.06625,1
3723.32,3798.82,22.302,0.571,0.481,1.052,"NGC 5846","E",11.744,2.5798,1
5157.45,3798.8,21.887,0.709,0.363,1.072,"NGC 5846","E",11.744,8.81075,1
3193.55,3801.24,23.117,0.572,0.378,0.95,"NGC 5846","E",11.744,0.462054,0
3403.41,3803.18,23.247,0.572,0.468,1.04,"NGC 5846","E",11.744,1.21601,0
2031.6,3803.99,22.694,0.554,0.463,1.017,"NGC 5846","E",11.744,4.84492,1
2870.94,3805.63,22.179,0.831,0.539,1.37,"NGC 5846","E",11.744,1.22887,1
5947.8,3804.41,23.1,0.833,0.51,1.343,"NGC 5846","E",11.744,12.2538,0
3106.34,3810.19,23.019,0.807,0.586,1.393,"NGC 5846","E",11.744,0.384971,0
7287.47,3811.41,21.574,0.749,0.5,1.249,"NGC 5846","E",11.744,18.0931,0
3264.93,3811.73,22.468,1.015,0.437,1.452,"NGC 5846","E",11.744,0.651111,1
3686.63,3812.75,22.718,0.503,0.403,0.906,"NGC 5846","E",11.744,2.41249,1
2948.01,3821.71,22.164,0.607,0.451,1.058,"NGC 5846","E",11.744,0.888223,1
3243.01,3824.77,21.623,0.933,0.547,1.48,"NGC 5846","E",11.744,0.53997,1
1321.99,3834.03,23.249,1.092,0.5,1.592,"NGC 5846","E",11.744,7.92806,0
4848.14,3838.98,23.405,0.764,0.37,1.134,"NGC 5846","E",11.744,7.45617,0
781.74,3841.98,22.362,1.077,0.513,1.59,"NGC 5846","E",11.744,10.2822,1
2180.69,3854.47,21.511,0.769,0.606,1.375,"NGC 5846","E",11.744,4.18268,1
3264.45,3862.89,22.684,0.993,0.638,1.631,"NGC 5846","E",11.744,0.561245,1
3074.04,3866.52,22.134,1.093,0.483,1.576,"NGC 5846","E",11.744,0.305007,1
2479.04,3868.11,23.322,0.709,0.447,1.156,"NGC 5846","E",11.744,2.88032,0
1584.31,3874.31,22.994,0.664,0.424,1.088,"NGC 5846","E",11.744,6.78051,0
3026.7,3886.51,23.457,0.784,0.618,1.402,"NGC 5846","E",11.744,0.490815,0
3355.28,3896.88,22.088,0.985,0.485,1.47,"NGC 5846","E",11.744,0.942888,1
3006.15,3899.11,21.458,0.864,0.458,1.322,"NGC 5846","E",11.744,0.58059,1
3040.19,3897.48,23.433,1.477,0.632,2.109,"NGC 5846","E",11.744,0.431984,0
2395.91,3904.56,22.939,0.686,0.548,1.234,"NGC 5846","E",11.744,3.24133,0
2888.01,3905.41,22.56,0.73,0.472,1.202,"NGC 5846","E",11.744,1.09649,1
278.07,3912.56,23.223,0.869,0.702,1.571,"NGC 5846","E",11.744,12.4764,0
5115.9,3923.18,23.145,0.649,0.434,1.083,"NGC 5846","E",11.744,8.62134,0
3460.86,3928.93,22.781,0.76,0.578,1.338,"NGC 5846","E",11.744,1.41224,1
440.91,3931.19,23.45,0.886,0.626,1.512,"NGC 5846","E",11.744,11.7672,0
2277.8,3933.7,22.514,0.754,0.534,1.288,"NGC 5846","E",11.744,3.76026,1
3213.51,3937.81,23.389,1.217,0.384,1.601,"NGC 5846","E",11.744,0.380689,0
6439.35,3941.25,21.634,0.872,0.499,1.371,"NGC 5846","E",11.744,14.3931,0
2650.22,3944.52,22.837,0.892,0.608,1.5,"NGC 5846","E",11.744,2.14406,1
7508.43,3951.31,22.794,1.014,0.63,1.644,"NGC 5846","E",11.744,19.0551,0
1164.83,3953.31,23.034,0.644,0.385,1.029,"NGC 5846","E",11.744,8.61334,0
3379.99,3954.13,22.688,1.029,0.504,1.533,"NGC 5846","E",11.744,1.08468,1
6477.11,3953.51,22.377,0.947,0.536,1.483,"NGC 5846","E",11.744,14.5586,0
6659.64,3953.75,22.076,0.825,0.458,1.283,"NGC 5846","E",11.744,15.3545,0
3359.69,3958.07,22.796,0.816,0.635,1.451,"NGC 5846","E",11.744,1.00398,1
6308.83,3965.73,23.23,0.419,0.389,0.808,"NGC 5846","E",11.744,13.8261,0
6406.45,3971.44,23.491,0.921,0.741,1.662,"NGC 5846","E",11.744,14.2522,0
2671.95,3973.92,23.423,0.936,0.617,1.553,"NGC 5846","E",11.744,2.06804,0
2692.73,3974.63,21.612,0.736,0.543,1.279,"NGC 5846","E",11.744,1.97941,1
3032.42,3975.47,23.395,1.09,0.766,1.856,"NGC 5846","E",11.744,0.590229,0
1721.67,3979,23.265,0.808,0.569,1.377,"NGC 5846","E",11.744,6.19256,0
2422.81,3980.35,23.39,1.01,0.597,1.607,"NGC 5846","E",11.744,3.14709,0
2259.06,3980.47,22.691,0.985,0.603,1.588,"NGC 5846","E",11.744,3.85684,1
2845.41,3984.24,22.824,1.023,0.478,1.501,"NGC 5846","E",11.744,1.34213,1
3325.16,3986.56,23.192,0.954,0.62,1.574,"NGC 5846","E",11.744,0.909867,0
3460.01,3988.08,22.73,1.12,0.514,1.634,"NGC 5846","E",11.744,1.46063,1
2070.78,3989.36,21.935,0.575,0.491,1.066,"NGC 5846","E",11.744,4.67784,1
3987.82,3990.29,23.13,0.846,0.497,1.343,"NGC 5846","E",11.744,3.72575,0
6965.73,3990.16,22.42,0.547,0.406,0.953,"NGC 5846","E",11.744,16.6924,0
3381.43,3990.64,22.036,0.886,0.459,1.345,"NGC 5846","E",11.744,1.14072,1
2270.28,3992.59,21.323,0.817,0.571,1.388,"NGC 5846","E",11.744,3.81386,1
3265.69,3992.83,23.359,1.279,0.606,1.885,"NGC 5846","E",11.744,0.705356,0
3222.05,3993.65,23.048,0.899,0.542,1.441,"NGC 5846","E",11.744,0.571638,0
3011.36,3998.61,22.027,0.742,0.549,1.291,"NGC 5846","E",11.744,0.725066,1
2936.52,4002.88,21.138,0.81,0.542,1.352,"NGC 5846","E",11.744,1.00668,1
2311.6,4004.64,23.067,0.596,0.389,0.985,"NGC 5846","E",11.744,3.64162,0
3485.37,4005.35,22.683,0.871,0.63,1.501,"NGC 5846","E",11.744,1.58869,1
4635.66,4007.02,23.236,0.618,0.389,1.007,"NGC 5846","E",11.744,6.54537,0
4826.7,4013.13,22.736,0.625,0.405,1.03,"NGC 5846","E",11.744,7.37813,1
2249.61,4015.07,23.106,0.799,0.596,1.395,"NGC 5846","E",11.744,3.9156,0
2422.49,4018.18,22.824,0.626,0.517,1.143,"NGC 5846","E",11.744,3.17281,1
2943.62,4017.55,22.607,0.902,0.63,1.532,"NGC 5846","E",11.744,1.01267,1
4407.92,4018.6,22.666,0.749,0.421,1.17,"NGC 5846","E",11.744,5.56048,1
1166.81,4018.98,22.937,0.693,0.482,1.175,"NGC 5846","E",11.744,8.61827,0
5675.74,4024.82,22.814,0.676,0.324,1,"NGC 5846","E",11.744,11.0768,0
3011.88,4027.5,22.58,0.934,0.555,1.489,"NGC 5846","E",11.744,0.80994,1
5210.4,4029.18,23.274,0.836,0.381,1.217,"NGC 5846","E",11.744,9.05222,0
3938.74,4030.51,22.648,0.552,0.409,0.961,"NGC 5846","E",11.744,3.53892,1
2413.91,4031.92,22.394,0.623,0.451,1.074,"NGC 5846","E",11.744,3.22045,1
2928.54,4031.72,23.172,0.784,0.604,1.388,"NGC 5846","E",11.744,1.1015,0
1965,4032.74,23.308,0.438,0.433,0.871,"NGC 5846","E",11.744,5.1564,0
3062.43,4032.74,23.369,1.191,0.418,1.609,"NGC 5846","E",11.744,0.698244,0
3554.19,4037.9,23.068,0.833,0.448,1.281,"NGC 5846","E",11.744,1.91853,0
2426.86,4041.7,23.11,0.839,0.545,1.384,"NGC 5846","E",11.744,3.1735,0
2903.57,4042.38,22.845,0.727,0.485,1.212,"NGC 5846","E",11.744,1.21812,1
3541.16,4041.83,23.423,0.706,0.393,1.099,"NGC 5846","E",11.744,1.87092,0
2916.05,4045.38,22.585,0.575,0.366,0.941,"NGC 5846","E",11.744,1.17996,1
6684.15,4044.54,22.828,0.808,0.465,1.273,"NGC 5846","E",11.744,15.4734,0
3139.29,4046.72,23.254,0.787,0.42,1.207,"NGC 5846","E",11.744,0.674013,0
3322.26,4048.47,22.045,0.89,0.518,1.408,"NGC 5846","E",11.744,1.05012,1
2520.78,4050.33,22.424,0.647,0.434,1.081,"NGC 5846","E",11.744,2.78304,1
2014.86,4050.59,23.068,0.539,0.532,1.071,"NGC 5846","E",11.744,4.95083,0
1908.13,4054.12,23.116,0.86,0.568,1.428,"NGC 5846","E",11.744,5.41406,0
2827.65,4056.02,21.559,0.713,0.541,1.254,"NGC 5846","E",11.744,1.53455,1
4228.77,4055.54,22.526,0.951,0.664,1.615,"NGC 5846","E",11.744,4.805,1
1873.75,4056.54,23.112,0.749,0.517,1.266,"NGC 5846","E",11.744,5.56408,0
2671.56,4058.1,22.299,0.914,0.565,1.479,"NGC 5846","E",11.744,2.16331,1
3103.86,4069.39,23.256,0.694,0.443,1.137,"NGC 5846","E",11.744,0.787973,0
3360.2,4068.98,23.292,1.079,0.463,1.542,"NGC 5846","E",11.744,1.23468,0
2505.18,4075.34,22.896,0.733,0.572,1.305,"NGC 5846","E",11.744,2.87732,1
3552.51,4078.57,22.807,0.822,0.466,1.288,"NGC 5846","E",11.744,1.9777,1
6233,4083.89,22.789,0.691,0.521,1.212,"NGC 5846","E",11.744,13.5177,0
4913.36,4086.38,23.435,0.514,0.492,1.006,"NGC 5846","E",11.744,7.78344,0
6663.71,4089.78,21.477,0.775,0.556,1.331,"NGC 5846","E",11.744,15.3941,0
3757.68,4094.52,22.097,0.826,0.577,1.403,"NGC 5846","E",11.744,2.83829,1
3122.78,4096.44,22.403,0.708,0.452,1.16,"NGC 5846","E",11.744,0.893653,1
3208.26,4100.31,23.177,0.565,0.588,1.153,"NGC 5846","E",11.744,0.956547,0
1275.99,4100.75,23.201,0.74,0.412,1.152,"NGC 5846","E",11.744,8.17508,0
3428.15,4105.16,21.767,0.806,0.54,1.346,"NGC 5846","E",11.744,1.56588,1
3281.68,4106.42,22.898,0.63,0.489,1.119,"NGC 5846","E",11.744,1.12241,0
3409.71,4113.52,22.28,0.603,0.456,1.059,"NGC 5846","E",11.744,1.52472,1
4418.41,4113.66,23.427,0.75,0.331,1.081,"NGC 5846","E",11.744,5.66191,0
1700.25,4119.76,22.112,0.795,0.504,1.299,"NGC 5846","E",11.744,6.35225,1
2875.18,4123.47,23.203,0.898,0.604,1.502,"NGC 5846","E",11.744,1.53022,0
6995.11,4126.73,23.35,0.656,0.309,0.965,"NGC 5846","E",11.744,16.8462,0
2843.66,4129.73,21.434,0.783,0.509,1.292,"NGC 5846","E",11.744,1.65305,1
2643.81,4136.32,22.854,0.61,0.57,1.18,"NGC 5846","E",11.744,2.40782,1
5308.7,4140.78,22.801,0.616,0.398,1.014,"NGC 5846","E",11.744,9.52317,0
1027.32,4146.22,22.845,0.626,0.479,1.105,"NGC 5846","E",11.744,9.27505,1
3448.25,4150.05,22.225,0.503,0.438,0.941,"NGC 5846","E",11.744,1.75578,1
6818.41,4151.7,23.356,0.796,0.504,1.3,"NGC 5846","E",11.744,16.0845,0
2334.18,4160.55,22.771,0.816,0.516,1.332,"NGC 5846","E",11.744,3.69981,1
4212.14,4161.21,23.301,0.486,0.5,0.986,"NGC 5846","E",11.744,4.82432,0
2083.48,4161.66,23.041,1.071,0.588,1.659,"NGC 5846","E",11.744,4.7507,0
2251.68,4167.03,22.839,0.864,0.477,1.341,"NGC 5846","E",11.744,4.05096,1
1385.59,4169.59,22.738,0.771,0.364,1.135,"NGC 5846","E",11.744,7.74144,0
3661.45,4169.52,22.556,0.541,0.507,1.048,"NGC 5846","E",11.744,2.57925,1
2633.07,4179.36,22.372,0.855,0.443,1.298,"NGC 5846","E",11.744,2.53709,1
2837.81,4179.59,23.427,1.175,0.531,1.706,"NGC 5846","E",11.744,1.81565,0
2328.35,4183.87,22.652,0.709,0.553,1.262,"NGC 5846","E",11.744,3.75711,1
3367.44,4186.15,21.591,0.825,0.585,1.41,"NGC 5846","E",11.744,1.62345,1
2783.94,4202.09,21.576,0.595,0.455,1.05,"NGC 5846","E",11.744,2.05535,1
3063.68,4202.17,21.492,0.956,0.567,1.523,"NGC 5846","E",11.744,1.39125,1
3253.8,4202.22,22.574,0.732,0.55,1.282,"NGC 5846","E",11.744,1.44175,1
6908.1,4203.84,22.954,0.773,0.542,1.315,"NGC 5846","E",11.744,16.4919,0
3061.84,4210.7,22.409,0.837,0.592,1.429,"NGC 5846","E",11.744,1.42929,1
6055.86,4213.11,22.604,0.746,0.591,1.337,"NGC 5846","E",11.744,12.7962,0
1357.46,4218.17,23.322,0.765,0.464,1.229,"NGC 5846","E",11.744,7.89794,0
3287.12,4220.86,22.674,0.974,0.502,1.476,"NGC 5846","E",11.744,1.57214,1
4786.34,4221.07,21.31,0.592,0.356,0.948,"NGC 5846","E",11.744,7.32526,1
3035.41,4225.98,21.326,0.819,0.528,1.347,"NGC 5846","E",11.744,1.52424,1
7201.63,4237.16,22.432,0.596,0.372,0.968,"NGC 5846","E",11.744,17.7796,0
4953.69,4240.24,23.365,0.7,0.273,0.973,"NGC 5846","E",11.744,8.05752,0
5043.3,4245.49,22.048,0.7,0.494,1.194,"NGC 5846","E",11.744,8.44576,1
63.8,4249.2,22.932,0.886,0.659,1.545,"NGC 5846","E",11.744,13.5002,0
2836.22,4249.89,22.797,0.832,0.479,1.311,"NGC 5846","E",11.744,2.04381,1
6496.08,4251.22,23.435,0.646,0.413,1.059,"NGC 5846","E",11.744,14.7227,0
7102.36,4252.51,21.689,0.685,0.531,1.216,"NGC 5846","E",11.744,17.3543,0
1967.9,4253.14,23.49,0.741,0.59,1.331,"NGC 5846","E",11.744,5.34406,0
3094.78,4267.33,22.818,0.848,0.631,1.479,"NGC 5846","E",11.744,1.64737,1
7420.77,4270.33,22.975,0.593,0.465,1.058,"NGC 5846","E",11.744,18.7441,0
6601.66,4276.31,22.36,0.609,0.375,0.984,"NGC 5846","E",11.744,15.1922,0
3668.5,4278.32,22.831,0.785,0.507,1.292,"NGC 5846","E",11.744,2.85777,1
2076.48,4283.23,22.792,0.696,0.563,1.259,"NGC 5846","E",11.744,4.93731,1
1501.95,4284.19,21.167,0.782,0.49,1.272,"NGC 5846","E",11.744,7.34063,1
1610.83,4283.77,23.441,0.739,0.49,1.229,"NGC 5846","E",11.744,6.87933,0
1582.37,4289.06,23.433,0.66,0.402,1.062,"NGC 5846","E",11.744,7.00528,0
3983.34,4292.84,23.289,0.448,0.425,0.873,"NGC 5846","E",11.744,4.07543,0
4074.41,4294.14,21.583,0.719,0.443,1.162,"NGC 5846","E",11.744,4.43972,1
4831.31,4300.44,22.742,0.892,0.395,1.287,"NGC 5846","E",11.744,7.59138,1
2742.36,4303.59,22,0.525,0.376,0.901,"NGC 5846","E",11.744,2.49216,1
3291.98,4315.58,23.003,0.632,0.59,1.222,"NGC 5846","E",11.744,1.96324,0
1785.89,4318.09,23.44,0.784,0.652,1.436,"NGC 5846","E",11.744,6.18601,0
2164.37,4321.6,20.989,0.653,0.437,1.09,"NGC 5846","E",11.744,4.64442,1
3193.65,4321.55,22.268,0.696,0.407,1.103,"NGC 5846","E",11.744,1.88757,1
4670.23,4324.14,23.373,1.106,0.538,1.644,"NGC 5846","E",11.744,6.93788,0
3027.29,4327.3,22.143,0.795,0.456,1.251,"NGC 5846","E",11.744,1.95909,1
3072.62,4331.36,23.121,0.86,0.594,1.454,"NGC 5846","E",11.744,1.93701,0
2905.3,4331.81,22.345,0.641,0.46,1.101,"NGC 5846","E",11.744,2.17125,1
1846.69,4338.39,21.884,0.577,0.411,0.988,"NGC 5846","E",11.744,5.96193,1
1266.32,4340.62,22.68,0.828,0.591,1.419,"NGC 5846","E",11.744,8.39714,1
3446.91,4342.22,22.621,0.846,0.4,1.246,"NGC 5846","E",11.744,2.37795,1
3121.8,4347.43,22.637,0.73,0.473,1.203,"NGC 5846","E",11.744,1.98674,1
2722.22,4351.86,21.886,0.849,0.553,1.402,"NGC 5846","E",11.744,2.70589,1
1644.03,4363.94,23.029,0.913,0.65,1.563,"NGC 5846","E",11.744,6.83606,0
3830.74,4364.24,21.636,0.693,0.519,1.212,"NGC 5846","E",11.744,3.65201,1
698.11,4378.37,23.072,1.043,0.679,1.722,"NGC 5846","E",11.744,10.8531,0
3364.85,4380.96,22.644,0.768,0.464,1.232,"NGC 5846","E",11.744,2.34808,1
3492.53,4383.71,23.093,0.783,0.574,1.357,"NGC 5846","E",11.744,2.64036,0
4553.93,4397.83,23.472,0.852,0.616,1.468,"NGC 5846","E",11.744,6.55236,0
3221.76,4399.5,22.833,0.579,0.467,1.046,"NGC 5846","E",11.744,2.24164,1
2964.59,4404.66,23.008,0.815,0.546,1.361,"NGC 5846","E",11.744,2.36075,0
170.56,4413.46,22.445,0.957,0.675,1.632,"NGC 5846","E",11.744,13.1425,0
5177.61,4415.95,22.47,0.954,0.443,1.397,"NGC 5846","E",11.744,9.17863,1
3046.27,4424.78,22.158,0.554,0.428,0.982,"NGC 5846","E",11.744,2.35756,1
5650.85,4425.52,21.471,0.698,0.451,1.149,"NGC 5846","E",11.744,11.1978,1
6597.33,4438.45,21.778,0.602,0.45,1.052,"NGC 5846","E",11.744,15.2679,0
2959.43,4439.1,23.167,0.842,0.609,1.451,"NGC 5846","E",11.744,2.51031,0
2639.1,4443.65,21.444,0.684,0.493,1.177,"NGC 5846","E",11.744,3.24582,1
2745.76,4449.24,22.755,0.849,0.567,1.416,"NGC 5846","E",11.744,2.97351,1
2206.27,4452.85,22.465,0.642,0.455,1.097,"NGC 5846","E",11.744,4.74563,1
1776.55,4454.08,20.886,0.96,0.638,1.598,"NGC 5846","E",11.744,6.42666,1
4875.58,4457.82,22.921,0.94,0.498,1.438,"NGC 5846","E",11.744,7.96447,0
4437.92,4463.72,22.408,0.777,0.569,1.346,"NGC 5846","E",11.744,6.18846,1
4604.89,4464.19,23.18,0.577,0.392,0.969,"NGC 5846","E",11.744,6.86192,0
2894.03,4466.88,22.804,0.613,0.473,1.086,"NGC 5846","E",11.744,2.72434,1
3344.18,4473.02,22.347,0.716,0.39,1.106,"NGC 5846","E",11.744,2.68641,1
2586.53,4474.29,22.956,0.619,0.52,1.139,"NGC 5846","E",11.744,3.49967,0
2271.97,4476.77,23.333,0.74,0.361,1.101,"NGC 5846","E",11.744,4.55997,0
1719.04,4484.85,22.962,0.701,0.541,1.242,"NGC 5846","E",11.744,6.70969,0
6892.36,4488.43,22.632,0.825,0.485,1.31,"NGC 5846","E",11.744,16.5727,0
3480.51,4490.94,23.239,0.696,0.541,1.237,"NGC 5846","E",11.744,3.00603,0
2768.7,4492.07,23.407,0.653,0.556,1.209,"NGC 5846","E",11.744,3.07423,0
5735.25,4496.43,22.173,0.977,0.697,1.674,"NGC 5846","E",11.744,11.6243,1
3580.43,4496.36,22.694,0.828,0.598,1.426,"NGC 5846","E",11.744,3.26313,1
450.6,4497.49,21.066,0.654,0.423,1.077,"NGC 5846","E",11.744,12.0167,1
2870.83,4501.7,23.184,0.799,0.406,1.205,"NGC 5846","E",11.744,2.90387,0
2138.99,4507.24,21.229,0.657,0.4,1.057,"NGC 5846","E",11.744,5.1195,1
864,4509.47,21.147,0.585,0.392,0.977,"NGC 5846","E",11.744,10.2792,1
5143.8,4512.81,23.001,0.609,0.43,1.039,"NGC 5846","E",11.744,9.1519,0
1919.32,4517.68,21.904,0.621,0.393,1.014,"NGC 5846","E",11.744,5.97723,1
6407.98,4518.23,23.106,0.461,0.402,0.863,"NGC 5846","E",11.744,14.5143,0
4325.77,4522.3,21.776,0.742,0.536,1.278,"NGC 5846","E",11.744,5.85962,1
3109.63,4526.47,23.443,0.606,0.468,1.074,"NGC 5846","E",11.744,2.76903,0
6491.22,4527.44,21.095,0.834,0.574,1.408,"NGC 5846","E",11.744,14.8784,0
7372.69,4544.44,22.887,0.786,0.467,1.253,"NGC 5846","E",11.744,18.6799,0
7099.65,4549.19,22.917,0.834,0.532,1.366,"NGC 5846","E",11.744,17.5075,0
2237.66,4551.44,22.892,0.637,0.442,1.079,"NGC 5846","E",11.744,4.86956,0
349.13,4553.56,23.083,0.684,0.592,1.276,"NGC 5846","E",11.744,12.5028,0
3025.46,4554.6,22.764,0.656,0.406,1.062,"NGC 5846","E",11.744,2.93083,1
5140.29,4566.38,23.402,1.086,0.797,1.883,"NGC 5846","E",11.744,9.20923,0
2724.61,4574.42,22.678,0.721,0.511,1.232,"NGC 5846","E",11.744,3.48084,1
6955.74,4575.22,20.903,0.67,0.456,1.126,"NGC 5846","E",11.744,16.9084,0
1679.63,4576.69,23.035,0.779,0.424,1.203,"NGC 5846","E",11.744,7.02901,0
2691.34,4578.48,22.206,0.644,0.445,1.089,"NGC 5846","E",11.744,3.57312,1
775.53,4579.98,22.856,0.717,0.443,1.16,"NGC 5846","E",11.744,10.7338,0
4446.81,4587.26,23.082,0.469,0.458,0.927,"NGC 5846","E",11.744,6.4587,0
3205.8,4590.83,23.181,0.722,0.487,1.209,"NGC 5846","E",11.744,3.06065,0
666.88,4593.33,22.461,0.632,0.391,1.023,"NGC 5846","E",11.744,11.2052,1
3690.86,4601.04,23.231,0.801,0.531,1.332,"NGC 5846","E",11.744,3.91769,0
4647.61,4602.46,22.114,0.88,0.648,1.528,"NGC 5846","E",11.744,7.27158,1
6375.25,4603.91,23.301,0.883,0.555,1.438,"NGC 5846","E",11.744,14.4499,0
4307.29,4620.38,22.698,0.921,0.638,1.559,"NGC 5846","E",11.744,6.0035,1
3880.16,4620.78,22.523,0.576,0.483,1.059,"NGC 5846","E",11.744,4.53244,1
2388.53,4625.82,22.305,0.718,0.397,1.115,"NGC 5846","E",11.744,4.57643,1
4164.95,4626.93,22.729,0.664,0.419,1.083,"NGC 5846","E",11.744,5.50316,1
2761.43,4627.77,21.958,0.667,0.525,1.192,"NGC 5846","E",11.744,3.60556,1
4395.73,4633.96,23.194,1.118,0.663,1.781,"NGC 5846","E",11.744,6.36398,0
4550.38,4634.6,23.321,0.929,0.501,1.43,"NGC 5846","E",11.744,6.95451,0
2636.51,4641.9,22.403,0.594,0.463,1.057,"NGC 5846","E",11.744,3.93565,1
3156.38,4642.59,22.854,0.563,0.406,0.969,"NGC 5846","E",11.744,3.27332,0
716.19,4643.61,22.279,0.883,0.573,1.456,"NGC 5846","E",11.744,11.0614,1
3043.34,4643.98,22.653,0.775,0.576,1.351,"NGC 5846","E",11.744,3.3049,1
4019.54,4646.35,23.476,0.493,0.414,0.907,"NGC 5846","E",11.744,5.05596,0
2084.15,4648.8,23.381,0.537,0.439,0.976,"NGC 5846","E",11.744,5.66068,0
3601.08,4664.05,23.117,0.986,0.641,1.627,"NGC 5846","E",11.744,3.92321,0
3034.22,4677.56,22.656,0.726,0.457,1.183,"NGC 5846","E",11.744,3.45524,1
1646.43,4680.44,22.535,0.669,0.356,1.025,"NGC 5846","E",11.744,7.36036,1
3401.05,4684.81,23.202,0.537,0.439,0.976,"NGC 5846","E",11.744,3.64065,0
2884.52,4687.16,22.212,0.588,0.381,0.969,"NGC 5846","E",11.744,3.63998,1
6910.54,4697.74,21.33,0.624,0.434,1.058,"NGC 5846","E",11.744,16.8179,0
5216.54,4699.52,22.639,0.854,0.583,1.437,"NGC 5846","E",11.744,9.71996,1
1978.37,4699.48,22.069,0.59,0.476,1.066,"NGC 5846","E",11.744,6.16491,1
2166.09,4706.31,22.851,0.586,0.383,0.969,"NGC 5846","E",11.744,5.53184,0
2302.55,4713.64,21.703,0.692,0.434,1.126,"NGC 5846","E",11.744,5.11219,1
6453.06,4715.74,23.421,0.786,0.408,1.194,"NGC 5846","E",11.744,14.8916,0
2714.83,4719.41,22.998,0.838,0.625,1.463,"NGC 5846","E",11.744,4.05383,0
2958.19,4723.66,21.988,0.772,0.516,1.288,"NGC 5846","E",11.744,3.71062,1
876.36,4729.35,23.13,0.682,0.523,1.205,"NGC 5846","E",11.744,10.5201,0
3340.21,4734.1,22.063,0.547,0.455,1.002,"NGC 5846","E",11.744,3.77497,1
2605.09,4740.48,21.604,0.727,0.528,1.255,"NGC 5846","E",11.744,4.37079,1
7273.65,4742.55,22.767,0.682,0.4,1.082,"NGC 5846","E",11.744,18.4078,0
887.22,4743.55,22.496,0.938,0.66,1.598,"NGC 5846","E",11.744,10.4974,1
3721.89,4744.25,23.344,0.522,0.408,0.93,"NGC 5846","E",11.744,4.50219,0
346.97,4745.15,23.306,0.575,0.43,1.005,"NGC 5846","E",11.744,12.7303,0
2688.39,4747.65,22.468,0.592,0.424,1.016,"NGC 5846","E",11.744,4.21626,1
5548.48,4751.39,22,0.86,0.602,1.462,"NGC 5846","E",11.744,11.1555,1
312.72,4755.87,23.283,0.832,0.418,1.25,"NGC 5846","E",11.744,12.8868,0
4108.81,4757.14,23.066,0.688,0.501,1.189,"NGC 5846","E",11.744,5.66712,0
2441.61,4759.79,23.475,0.564,0.569,1.133,"NGC 5846","E",11.744,4.85396,0
4216.55,4763.36,23.209,0.48,0.491,0.971,"NGC 5846","E",11.744,6.0429,0
5773.9,4763.82,21.584,0.721,0.519,1.24,"NGC 5846","E",11.744,12.1029,1
2258.63,4769.13,21.451,0.748,0.457,1.205,"NGC 5846","E",11.744,5.41848,1
3502.17,4772.42,22.41,0.71,0.546,1.256,"NGC 5846","E",11.744,4.15261,1
7181.87,4773.04,22.5,0.899,0.466,1.365,"NGC 5846","E",11.744,18.0438,0
7204.94,4789.8,23.358,0.782,0.435,1.217,"NGC 5846","E",11.744,18.1578,0
