"bx","by","V","BV","VR","BR","galaxy_name","host_galaxy_group_type","host_galaxy_mass","galcen_radius","90percent"
2034.24,6903.36,23.033,0.525,0.363,0.888,"NGC4762","S0",11.3,16.1209,0
450.48,6907.82,20.505,0.976,0.648,1.624,"NGC4762","S0",11.3,19.4543,0
2362.44,6966.44,20.393,0.736,0.466,1.202,"NGC4762","S0",11.3,15.9863,0
3831.93,6990.95,20.963,0.747,0.481,1.228,"NGC4762","S0",11.3,15.8482,0
3693.49,7009.52,22.691,0.802,0.499,1.301,"NGC4762","S0",11.3,15.8423,0
7725.58,7044.68,21.616,0.84,0.537,1.377,"NGC4762","S0",11.3,25.0586,0
6008.5,7063.2,22.994,0.932,0.478,1.41,"NGC4762","S0",11.3,19.9455,0
2307.56,7076.5,22.328,0.61,0.402,1.012,"NGC4762","S0",11.3,16.5063,0
4215.3,7121.81,22.707,0.842,0.431,1.273,"NGC4762","S0",11.3,16.7485,0
4562.99,7126.18,22.821,0.617,0.34,0.957,"NGC4762","S0",11.3,17.207,0
3769.91,7132.81,22.468,0.684,0.46,1.144,"NGC4762","S0",11.3,16.4164,0
179.92,7138.1,22.043,0.656,0.454,1.11,"NGC4762","S0",11.3,20.9623,0
6362.72,7162.35,20.901,0.589,0.423,1.012,"NGC4762","S0",11.3,21.2312,0
6771.17,7175.68,21.594,0.538,0.408,0.946,"NGC4762","S0",11.3,22.4376,0
7295.37,7191.34,23.245,0.991,0.594,1.585,"NGC4762","S0",11.3,24.083,0
4585.12,7197.53,20.424,0.915,0.597,1.512,"NGC4762","S0",11.3,17.5311,0
3393.13,7205.22,20.463,0.639,0.406,1.045,"NGC4762","S0",11.3,16.5821,0
6133.55,7224.02,22.99,0.904,0.631,1.535,"NGC4762","S0",11.3,20.8294,0
5040.38,7226.64,21.238,0.597,0.421,1.018,"NGC4762","S0",11.3,18.3936,0
5560.11,7232.35,22.908,0.84,0.563,1.403,"NGC4762","S0",11.3,19.4728,0
2133.44,7252.85,22.435,0.705,0.453,1.158,"NGC4762","S0",11.3,17.4391,0
7073.36,7352.45,23.073,0.76,0.49,1.25,"NGC4762","S0",11.3,23.894,0
524.05,7359.64,22.398,0.633,0.422,1.055,"NGC4762","S0",11.3,20.8441,0
3253.43,7359.91,22.341,0.761,0.593,1.354,"NGC4762","S0",11.3,17.2396,0
2799.42,7424.28,22.279,0.896,0.5,1.396,"NGC4762","S0",11.3,17.62,0
4978.52,7461.16,22.546,0.757,0.427,1.184,"NGC4762","S0",11.3,19.2153,0
2003.32,7478.42,21.868,0.573,0.341,0.914,"NGC4762","S0",11.3,18.535,0
6280.45,7479.91,23.257,0.781,0.517,1.298,"NGC4762","S0",11.3,22.1012,0
3213.3,7512.5,23.173,1.018,0.544,1.562,"NGC4762","S0",11.3,17.9017,0
5396.02,7516.91,21.73,0.625,0.467,1.092,"NGC4762","S0",11.3,20.2057,0
2624.89,7519.03,23.061,0.887,0.477,1.364,"NGC4762","S0",11.3,18.1229,0
4631.12,7521.96,22.725,0.595,0.34,0.935,"NGC4762","S0",11.3,18.9284,0
6368.79,7521.9,20.472,0.609,0.525,1.134,"NGC4762","S0",11.3,22.476,0
5212.9,7530.97,22.649,0.654,0.399,1.053,"NGC4762","S0",11.3,19.9078,0
7096.9,7531.74,22.659,1.018,0.664,1.682,"NGC4762","S0",11.3,24.5311,0
6669.03,7533.7,21.84,0.788,0.525,1.313,"NGC4762","S0",11.3,23.3199,0
2557.19,7542.72,22.037,0.886,0.538,1.424,"NGC4762","S0",11.3,18.2692,0
7462.82,7545.62,23.008,0.5,0.421,0.921,"NGC4762","S0",11.3,25.675,0
7850.04,7548.03,23.01,0.698,0.343,1.041,"NGC4762","S0",11.3,26.8978,0
6616.72,7551.36,21.804,0.633,0.404,1.037,"NGC4762","S0",11.3,23.2365,0
2935.07,7574.81,21.405,0.65,0.381,1.031,"NGC4762","S0",11.3,18.218,0
4080.04,7582.44,22.473,0.792,0.484,1.276,"NGC4762","S0",11.3,18.567,0
576.07,7632.64,22.615,0.866,0.584,1.45,"NGC4762","S0",11.3,21.7115,0
1852.21,7633.01,22.298,0.748,0.435,1.183,"NGC4762","S0",11.3,19.369,0
446.64,7635.51,21.359,0.667,0.442,1.109,"NGC4762","S0",11.3,22.0229,0
7779.31,7644.16,22.499,0.806,0.569,1.375,"NGC4762","S0",11.3,26.9573,0
6143.63,7693.2,21.168,0.779,0.552,1.331,"NGC4762","S0",11.3,22.5182,0
2312.08,7705.49,22.114,0.755,0.445,1.2,"NGC4762","S0",11.3,19.1582,0
1622.41,7718.95,20.701,0.681,0.456,1.137,"NGC4762","S0",11.3,20.0466,0
5323.47,7758.13,22.57,0.841,0.59,1.431,"NGC4762","S0",11.3,21.0045,0
6633.19,7761.19,22.828,0.508,0.436,0.944,"NGC4762","S0",11.3,23.9968,0
1114.4,7882.5,21.496,0.942,0.585,1.527,"NGC4762","S0",11.3,21.5498,0
2413.55,7891.48,20.781,0.698,0.425,1.123,"NGC4762","S0",11.3,19.8645,0
6307.97,7893.63,20.781,0.841,0.584,1.425,"NGC4762","S0",11.3,23.6381,0
6802.08,7896.15,22.543,0.86,0.588,1.448,"NGC4762","S0",11.3,24.9087,0
3770.35,187.34,22.793,0.832,0.577,1.409,"NGC4754","S0",11.1,20.1849,0
3220.58,195.25,22.862,1.051,0.585,1.636,"NGC4754","S0",11.1,21.1275,0
1487.46,201.8,23.261,0.782,0.494,1.276,"NGC4754","S0",11.1,25.4164,0
3913,203.24,22.293,0.757,0.436,1.193,"NGC4754","S0",11.1,19.9057,0
7862.48,216.36,20.707,0.637,0.373,1.01,"NGC4754","S0",11.1,21.3964,0
5133.03,256.5,21.451,0.835,0.48,1.315,"NGC4754","S0",11.1,18.5779,0
6414.58,266.9,22.935,1.047,0.514,1.561,"NGC4754","S0",11.1,18.9393,0
2729.74,276.27,21.082,0.576,0.33,0.906,"NGC4754","S0",11.1,21.8795,0
3364.57,308.83,22.646,0.609,0.424,1.033,"NGC4754","S0",11.1,20.4067,0
2740.76,365.6,21.864,0.726,0.514,1.24,"NGC4754","S0",11.1,21.5271,0
4997.66,376.6,22.548,0.619,0.336,0.955,"NGC4754","S0",11.1,18.1127,0
6612.52,385.9,20.417,0.901,0.555,1.456,"NGC4754","S0",11.1,18.6473,0
874.9,405.2,20.314,0.702,0.456,1.158,"NGC4754","S0",11.1,26.6699,0
1660.45,409.82,22.368,0.567,0.352,0.919,"NGC4754","S0",11.1,24.2438,0
6303.8,424.5,22.104,0.924,0.568,1.492,"NGC4754","S0",11.1,18.1708,0
4857.36,428.66,22.897,0.854,0.397,1.251,"NGC4754","S0",11.1,17.9652,0
3460.82,428.48,22.457,0.833,0.432,1.265,"NGC4754","S0",11.1,19.7569,0
7575.65,436.54,22.806,0.827,0.596,1.423,"NGC4754","S0",11.1,19.9707,0
7537.67,471.36,22.761,0.753,0.437,1.19,"NGC4754","S0",11.1,19.7616,0
2301.14,483.04,22.239,0.656,0.423,1.079,"NGC4754","S0",11.1,22.2123,0
1279.66,541.34,21.051,0.654,0.458,1.112,"NGC4754","S0",11.1,24.9856,0
4307.22,555.91,22.645,0.603,0.486,1.089,"NGC4754","S0",11.1,17.9255,0
874.92,554.03,22.976,0.573,0.48,1.053,"NGC4754","S0",11.1,26.2395,0
2790.53,598.07,22.325,0.892,0.501,1.393,"NGC4754","S0",11.1,20.5654,0
2379.03,619.72,22.267,0.603,0.441,1.044,"NGC4754","S0",11.1,21.5364,0
819.67,622.51,22.176,0.715,0.435,1.15,"NGC4754","S0",11.1,26.2262,0
4918.55,627.34,20.366,0.656,0.397,1.053,"NGC4754","S0",11.1,17.0743,0
6558.73,629.95,22.326,0.693,0.369,1.062,"NGC4754","S0",11.1,17.5663,0
3932.78,630.88,23.11,0.985,0.509,1.494,"NGC4754","S0",11.1,18.1346,0
3054.07,655.47,22.1,0.846,0.628,1.474,"NGC4754","S0",11.1,19.7378,0
5849.16,672.81,23.123,0.577,0.304,0.881,"NGC4754","S0",11.1,16.8065,0
5383.61,705.99,22.805,0.644,0.344,0.988,"NGC4754","S0",11.1,16.5784,0
3921.73,716.25,22.992,0.839,0.641,1.48,"NGC4754","S0",11.1,17.8071,0
6255.36,730.28,23.068,1.023,0.676,1.699,"NGC4754","S0",11.1,16.8305,0
4870.11,795.09,22.03,0.715,0.376,1.091,"NGC4754","S0",11.1,16.3841,0
2160.36,802.12,22.659,0.707,0.409,1.116,"NGC4754","S0",11.1,21.5298,0
4530.1,805.47,20.132,0.867,0.534,1.401,"NGC4754","S0",11.1,16.6297,0
2817.01,812.33,21.635,0.689,0.38,1.069,"NGC4754","S0",11.1,19.7336,0
6377.51,839.52,21.215,0.67,0.418,1.088,"NGC4754","S0",11.1,16.4872,0
2258.28,837.76,22.325,0.935,0.441,1.376,"NGC4754","S0",11.1,21.1349,0
6117.57,846.58,20.374,0.563,0.405,0.968,"NGC4754","S0",11.1,16.2217,0
2446.15,861.6,21.831,0.774,0.386,1.16,"NGC4754","S0",11.1,20.5334,0
4371.58,864.83,23.014,0.644,0.418,1.062,"NGC4754","S0",11.1,16.5596,0
3534.01,869.42,21.902,0.877,0.532,1.409,"NGC4754","S0",11.1,17.9027,0
6532.31,878.13,20.816,0.848,0.512,1.36,"NGC4754","S0",11.1,16.5013,0
4680.16,896.01,23.243,1.001,0.641,1.642,"NGC4754","S0",11.1,16.1014,0
5171.2,955.88,20.303,0.754,0.446,1.2,"NGC4754","S0",11.1,15.5393,0
1838.93,986.9,22.718,0.644,0.439,1.083,"NGC4754","S0",11.1,21.9002,0
2696.05,1001.32,21.469,0.867,0.504,1.371,"NGC4754","S0",11.1,19.3848,0
3038.57,1045.57,20.524,0.785,0.512,1.297,"NGC4754","S0",11.1,18.3537,0
3844.12,1054.44,23.126,0.882,0.441,1.323,"NGC4754","S0",11.1,16.5895,0
678.39,1066,22.908,0.523,0.35,0.873,"NGC4754","S0",11.1,25.512,0
7243.48,1075.51,23.159,0.893,0.427,1.32,"NGC4754","S0",11.1,16.8541,0
1631.99,1091.45,22.632,0.561,0.321,0.882,"NGC4754","S0",11.1,22.2387,0
3993.72,1101.71,22.548,0.828,0.584,1.412,"NGC4754","S0",11.1,16.1401,0
5302.12,1112.07,20.892,0.673,0.401,1.074,"NGC4754","S0",11.1,14.8282,0
4614.91,1126.73,21.419,0.897,0.585,1.482,"NGC4754","S0",11.1,15.1875,0
5276.88,1144.95,23.113,0.691,0.576,1.267,"NGC4754","S0",11.1,14.6909,0
6510.37,1183.58,22.197,0.692,0.444,1.136,"NGC4754","S0",11.1,15.2076,0
171.88,1185.69,22.279,0.666,0.405,1.071,"NGC4754","S0",11.1,27.028,0
5241.64,1224.26,20.847,0.583,0.384,0.967,"NGC4754","S0",11.1,14.3561,0
451.65,1233.18,23.208,0.946,0.417,1.363,"NGC4754","S0",11.1,25.901,0
4534.12,1237.68,21.713,0.561,0.402,0.963,"NGC4754","S0",11.1,14.8097,0
3534.27,1253.51,22.64,0.809,0.47,1.279,"NGC4754","S0",11.1,16.4403,0
1136.86,1262.16,21.53,0.711,0.44,1.151,"NGC4754","S0",11.1,23.412,0
7263.15,1271.65,22.763,0.767,0.391,1.158,"NGC4754","S0",11.1,16.1456,0
2626.97,1293.24,22.128,0.99,0.598,1.588,"NGC4754","S0",11.1,18.5935,0
4347,1306.24,21.803,0.658,0.349,1.007,"NGC4754","S0",11.1,14.7642,0
1558.17,1342.75,23.016,0.616,0.407,1.023,"NGC4754","S0",11.1,21.7656,0
2839.45,1360.15,21.479,0.567,0.358,0.925,"NGC4754","S0",11.1,17.7784,0
5215.55,1380.4,22.393,0.53,0.373,0.903,"NGC4754","S0",11.1,13.6879,0
7018,1392.08,22.019,0.952,0.584,1.536,"NGC4754","S0",11.1,15.191,0
2684.26,1394.34,22.112,0.757,0.432,1.189,"NGC4754","S0",11.1,18.0993,0
2646.07,1405.39,22.561,0.679,0.393,1.072,"NGC4754","S0",11.1,18.1729,0
1352.15,1425.78,22.813,1.02,0.475,1.495,"NGC4754","S0",11.1,22.2398,0
6830.03,1436.46,22.519,0.964,0.477,1.441,"NGC4754","S0",11.1,14.6711,0
4786.22,1439.45,23.069,0.688,0.45,1.138,"NGC4754","S0",11.1,13.6983,0
6799.7,1470.61,21.745,0.869,0.566,1.435,"NGC4754","S0",11.1,14.4828,0
2792.28,1502.2,22.893,0.554,0.317,0.871,"NGC4754","S0",11.1,17.4386,0
5171.79,1511.05,22.95,0.566,0.41,0.976,"NGC4754","S0",11.1,13.1386,0
6846.35,1511.94,23.184,0.685,0.391,1.076,"NGC4754","S0",11.1,14.4023,0
7552.04,1515.04,21.742,0.91,0.574,1.484,"NGC4754","S0",11.1,15.9104,0
5058.49,1570.91,22.681,0.803,0.449,1.252,"NGC4754","S0",11.1,12.9349,0
7943.35,1572.43,22.294,0.737,0.407,1.144,"NGC4754","S0",11.1,16.7414,0
3760.81,1597.62,23.059,0.725,0.396,1.121,"NGC4754","S0",11.1,14.6551,0
4924.13,1626.3,20.348,0.623,0.406,1.029,"NGC4754","S0",11.1,12.7869,0
4259.08,1630.75,22.651,0.553,0.412,0.965,"NGC4754","S0",11.1,13.5771,0
7186.16,1666.65,23.004,0.603,0.451,1.054,"NGC4754","S0",11.1,14.499,0
5456.24,1667.23,21.806,0.639,0.441,1.08,"NGC4754","S0",11.1,12.4057,0
7738.51,1695.51,22.065,0.664,0.342,1.006,"NGC4754","S0",11.1,15.7681,0
2205.13,1753.16,22.895,0.837,0.501,1.338,"NGC4754","S0",11.1,18.4747,0
7746.31,1755.56,22.614,0.582,0.322,0.904,"NGC4754","S0",11.1,15.5881,0
4058.94,1769.26,21.071,0.628,0.441,1.069,"NGC4754","S0",11.1,13.3874,0
937.59,1785.59,22.349,0.601,0.47,1.071,"NGC4754","S0",11.1,22.8356,0
1205.13,1870.15,22.503,1.084,0.505,1.589,"NGC4754","S0",11.1,21.6586,0
1403.22,1872.9,20.715,0.844,0.485,1.329,"NGC4754","S0",11.1,20.9323,0
4625.92,1876.18,22.561,0.8,0.429,1.229,"NGC4754","S0",11.1,12.0369,0
3814.66,1900.81,22.387,0.728,0.442,1.17,"NGC4754","S0",11.1,13.4038,0
5955.73,1947.69,22.775,0.583,0.307,0.89,"NGC4754","S0",11.1,11.4011,0
7632.16,1962.02,22.421,0.716,0.454,1.17,"NGC4754","S0",11.1,14.5868,0
6272.5,1965.36,22.345,0.803,0.397,1.2,"NGC4754","S0",11.1,11.668,0
4535.75,1964.6,22.799,0.917,0.632,1.549,"NGC4754","S0",11.1,11.7951,0
1275.85,1969.91,20.636,0.633,0.399,1.032,"NGC4754","S0",11.1,21.1692,0
7686.39,1991.42,23.196,1.053,0.57,1.623,"NGC4754","S0",11.1,14.6437,0
6873.96,2031.43,22.07,0.911,0.511,1.422,"NGC4754","S0",11.1,12.4544,0
1557.57,2055.73,22.894,0.802,0.514,1.316,"NGC4754","S0",11.1,19.9388,0
5673.69,2065.35,23.166,0.551,0.33,0.881,"NGC4754","S0",11.1,10.7227,0
4279.45,2085.12,21.9,0.727,0.484,1.211,"NGC4754","S0",11.1,11.7354,0
2880.11,2093.69,22.318,0.795,0.393,1.188,"NGC4754","S0",11.1,15.3154,0
4432.53,2096.09,22.684,0.579,0.396,0.975,"NGC4754","S0",11.1,11.4223,0
2424.45,2125.16,21.845,0.894,0.588,1.482,"NGC4754","S0",11.1,16.7109,0
7043.8,2166.9,22.731,0.616,0.411,1.027,"NGC4754","S0",11.1,12.3426,0
4159.05,2175.09,22.502,0.666,0.465,1.131,"NGC4754","S0",11.1,11.6238,0
4981.71,2178.5,22.278,0.783,0.506,1.289,"NGC4754","S0",11.1,10.3851,0
6859.64,2180.04,21.987,0.845,0.488,1.333,"NGC4754","S0",11.1,11.8677,0
803.24,2179.81,22.75,0.767,0.495,1.262,"NGC4754","S0",11.1,22.5039,0
7076.44,2191.03,21.589,0.81,0.409,1.219,"NGC4754","S0",11.1,12.336,0
5415.33,2223.72,23.259,0.838,0.673,1.511,"NGC4754","S0",11.1,9.99249,0
6432.74,2225.67,23.069,0.775,0.399,1.174,"NGC4754","S0",11.1,10.8519,0
5154.89,2243.96,20.772,0.734,0.41,1.144,"NGC4754","S0",11.1,9.98429,0
7267.03,2259.57,23.102,0.842,0.531,1.373,"NGC4754","S0",11.1,12.5906,0
4941.12,2275.82,21.968,1.009,0.571,1.58,"NGC4754","S0",11.1,10.0078,0
6161.13,2285.11,22.416,0.993,0.586,1.579,"NGC4754","S0",11.1,10.2019,0
1095.55,2283.75,22.941,0.611,0.352,0.963,"NGC4754","S0",11.1,21.1728,0
6531.39,2302.5,22.806,0.994,0.701,1.695,"NGC4754","S0",11.1,10.7257,0
7499.88,2307.6,22.739,0.544,0.346,0.89,"NGC4754","S0",11.1,13.0884,0
7778.55,2326.24,22.037,0.698,0.41,1.108,"NGC4754","S0",11.1,13.8767,0
915.75,2339.27,21.229,0.855,0.538,1.393,"NGC4754","S0",11.1,21.7587,0
735.18,2403.22,23.144,0.59,0.534,1.124,"NGC4754","S0",11.1,22.3465,0
6735.63,2410.48,23.258,0.93,0.623,1.553,"NGC4754","S0",11.1,10.7369,0
5127.13,2418.28,21.394,0.772,0.467,1.239,"NGC4754","S0",11.1,9.25144,0
1457.09,2424.26,21.003,0.545,0.452,0.997,"NGC4754","S0",11.1,19.5041,0
1513.44,2450.79,20.657,0.653,0.466,1.119,"NGC4754","S0",11.1,19.2347,0
203.5,2496.89,22.612,0.805,0.52,1.325,"NGC4754","S0",11.1,24.3061,0
4342.49,2578.62,21.849,0.732,0.39,1.122,"NGC4754","S0",11.1,9.70529,0
2066.16,2606.13,22.916,0.775,0.417,1.192,"NGC4754","S0",11.1,16.815,0
5532.2,2613.54,21.651,0.569,0.372,0.941,"NGC4754","S0",11.1,8.30863,0
1677.58,2626.64,22.788,0.793,0.499,1.292,"NGC4754","S0",11.1,18.2515,0
448.51,2664.25,22.803,0.892,0.625,1.517,"NGC4754","S0",11.1,23.0557,0
1343.82,2678.56,22.885,0.8,0.412,1.212,"NGC4754","S0",11.1,19.4542,0
4511.26,2717.95,22.125,0.876,0.521,1.397,"NGC4754","S0",11.1,8.8259,0
359.45,2764.94,21.221,0.956,0.632,1.588,"NGC4754","S0",11.1,23.2678,0
1475.61,2784.87,23.001,0.785,0.351,1.136,"NGC4754","S0",11.1,18.7446,0
624.13,2826.26,22.667,0.626,0.353,0.979,"NGC4754","S0",11.1,22.0997,0
7502.58,2835.24,21.275,0.86,0.539,1.399,"NGC4754","S0",11.1,11.5254,0
5375.1,2850.3,23.11,0.952,0.533,1.485,"NGC4754","S0",11.1,7.27965,0
5085.61,2859.9,22.45,0.713,0.473,1.186,"NGC4754","S0",11.1,7.39697,0
1637.74,2880.25,20.912,0.711,0.428,1.139,"NGC4754","S0",11.1,17.9356,0
7227.81,2900.24,22.177,0.574,0.349,0.923,"NGC4754","S0",11.1,10.4451,0
1553.35,2901.03,20.646,0.757,0.489,1.246,"NGC4754","S0",11.1,18.2353,0
7013.65,2905.35,23.201,0.581,0.299,0.88,"NGC4754","S0",11.1,9.76698,0
444.3,2912.52,23.189,0.699,0.452,1.151,"NGC4754","S0",11.1,22.7141,0
1812.58,2929.16,20.597,0.803,0.519,1.322,"NGC4754","S0",11.1,17.1578,0
1380.59,2935.16,20.41,0.588,0.397,0.985,"NGC4754","S0",11.1,18.8706,0
7725.8,2948.28,21.053,0.68,0.449,1.129,"NGC4754","S0",11.1,11.9994,0
470.7,2961.83,22.827,0.87,0.525,1.395,"NGC4754","S0",11.1,22.5395,0
6195.34,2966.5,23.227,0.607,0.346,0.953,"NGC4754","S0",11.1,7.50513,0
6070.17,2982.51,23.146,1.02,0.691,1.711,"NGC4754","S0",11.1,7.22355,0
192.74,2981.16,22.101,0.628,0.38,1.008,"NGC4754","S0",11.1,23.6632,0
5738.02,3022.4,20.525,0.631,0.38,1.011,"NGC4754","S0",11.1,6.64836,0
867.3,3025.03,23.257,0.913,0.676,1.589,"NGC4754","S0",11.1,20.8235,0
6098.25,3039.33,22.669,0.778,0.532,1.31,"NGC4754","S0",11.1,7.04364,0
1076.43,3061.07,23.013,0.6,0.545,1.145,"NGC4754","S0",11.1,19.9163,0
5282.18,3108.71,22.127,0.784,0.486,1.27,"NGC4754","S0",11.1,6.19214,0
6232.42,3123.69,21.766,0.672,0.479,1.151,"NGC4754","S0",11.1,6.97436,0
1176.3,3134.57,20.82,0.63,0.393,1.023,"NGC4754","S0",11.1,19.4051,0
4481.07,3143.28,21.124,0.612,0.352,0.964,"NGC4754","S0",11.1,7.30437,0
6780.77,3183.29,22.319,0.68,0.414,1.094,"NGC4754","S0",11.1,8.20453,0
6487.42,3195.5,22.661,0.722,0.386,1.108,"NGC4754","S0",11.1,7.32606,0
7418.77,3213.61,22.393,0.632,0.468,1.1,"NGC4754","S0",11.1,10.2586,0
7757.5,3221.33,23.076,0.951,0.545,1.496,"NGC4754","S0",11.1,11.4879,0
4645.74,3244.09,23.159,0.742,0.457,1.199,"NGC4754","S0",11.1,6.54728,0
6343.64,3292.47,23.228,0.681,0.348,1.029,"NGC4754","S0",11.1,6.61722,0
1122.44,3297.73,21.498,0.735,0.577,1.312,"NGC4754","S0",11.1,19.4177,0
6482.52,3322.45,21.258,0.608,0.428,1.036,"NGC4754","S0",11.1,6.88775,0
6912.35,3332.5,20.551,0.558,0.372,0.93,"NGC4754","S0",11.1,8.19189,0
1723.18,3368.66,22.983,0.6,0.511,1.111,"NGC4754","S0",11.1,16.8415,0
6281.64,3369.67,22.969,0.944,0.432,1.376,"NGC4754","S0",11.1,6.18961,0
5148.12,3378.84,22.901,0.986,0.575,1.561,"NGC4754","S0",11.1,5.14136,0
7795.68,3437.11,21.29,0.875,0.523,1.398,"NGC4754","S0",11.1,11.209,0
287.95,3439.68,23.163,0.762,0.623,1.385,"NGC4754","S0",11.1,22.7682,0
5617.64,3490.63,23.03,0.825,0.428,1.253,"NGC4754","S0",11.1,4.55815,0
1774.39,3493.44,22.783,0.942,0.469,1.411,"NGC4754","S0",11.1,16.473,0
6971.59,3522.66,20.341,0.649,0.431,1.08,"NGC4754","S0",11.1,7.91163,0
1052.77,3533.55,21.688,0.6,0.411,1.011,"NGC4754","S0",11.1,19.4517,0
1492.48,3559.6,20.26,0.872,0.523,1.395,"NGC4754","S0",11.1,17.5764,0
5899.86,3592.8,22.159,0.813,0.445,1.258,"NGC4754","S0",11.1,4.50777,0
7842.75,3593.35,22.178,0.617,0.405,1.022,"NGC4754","S0",11.1,11.132,0
5361.58,3602.52,22.155,0.841,0.473,1.314,"NGC4754","S0",11.1,4.02528,0
864.7,3629.57,22.532,0.588,0.405,0.993,"NGC4754","S0",11.1,20.1587,0
7032.13,3634.5,22.606,0.99,0.454,1.444,"NGC4754","S0",11.1,7.88356,0
6434.3,3636.18,21.284,0.892,0.571,1.463,"NGC4754","S0",11.1,5.76963,0
6199.14,3647.51,21.601,0.769,0.497,1.266,"NGC4754","S0",11.1,5.02374,0
7068.66,3680.38,20.345,0.684,0.444,1.128,"NGC4754","S0",11.1,7.92795,0
7421.49,3690.18,20.346,0.594,0.391,0.985,"NGC4754","S0",11.1,9.28925,0
5971.43,3706.79,21.584,0.862,0.543,1.405,"NGC4754","S0",11.1,4.22876,0
897.64,3707.52,22.327,0.559,0.354,0.913,"NGC4754","S0",11.1,19.9549,0
6698.52,3794.26,20.651,0.951,0.612,1.563,"NGC4754","S0",11.1,6.29073,0
6665.19,3833.01,22.127,0.661,0.462,1.123,"NGC4754","S0",11.1,6.08251,0
5859.14,3857.55,22.446,0.551,0.337,0.888,"NGC4754","S0",11.1,3.41801,1
615.85,3893.62,21.37,0.658,0.431,1.089,"NGC4754","S0",11.1,21.0304,0
6085.69,3908.89,21.988,0.823,0.576,1.399,"NGC4754","S0",11.1,3.8642,0
5815.6,3915.38,22.738,1.054,0.502,1.556,"NGC4754","S0",11.1,3.10626,1
1777.01,3916.23,23.019,0.716,0.488,1.204,"NGC4754","S0",11.1,16.053,0
4472.05,3933.34,22.798,0.948,0.603,1.551,"NGC4754","S0",11.1,4.91662,0
1094.78,3952.01,21.163,0.608,0.356,0.964,"NGC4754","S0",11.1,18.9448,0
4548.99,3971.66,22.325,0.913,0.477,1.39,"NGC4754","S0",11.1,4.54595,0
467.64,4031.39,22.939,0.526,0.434,0.96,"NGC4754","S0",11.1,21.5955,0
6306.95,4040.98,23.09,0.867,0.617,1.484,"NGC4754","S0",11.1,4.29406,0
7191.49,4059.68,22.802,0.593,0.449,1.042,"NGC4754","S0",11.1,7.82998,0
1781.46,4110.25,22.805,0.846,0.397,1.243,"NGC4754","S0",11.1,15.9135,0
6429.7,4143.5,23.264,0.739,0.328,1.067,"NGC4754","S0",11.1,4.58539,0
7403.4,4218.23,22.741,0.746,0.426,1.172,"NGC4754","S0",11.1,8.58635,0
6589.94,4254.12,21.218,0.811,0.519,1.33,"NGC4754","S0",11.1,5.10628,0
5807.89,4271.6,21.146,0.67,0.402,1.072,"NGC4754","S0",11.1,1.93654,1
5527.67,4275.2,21.597,0.741,0.482,1.223,"NGC4754","S0",11.1,1.15534,1
6806.4,4285.57,22.88,0.925,0.518,1.443,"NGC4754","S0",11.1,5.99515,0
2081.68,4305.69,22.971,0.73,0.583,1.313,"NGC4754","S0",11.1,14.5419,0
5599.42,4316.35,22.54,1.047,0.487,1.534,"NGC4754","S0",11.1,1.14381,1
5731.56,4329.62,21.192,0.92,0.489,1.409,"NGC4754","S0",11.1,1.52295,1
7878.69,4346.14,23.161,0.735,0.571,1.306,"NGC4754","S0",11.1,10.566,0
7155.25,4382.59,22.833,0.906,0.645,1.551,"NGC4754","S0",11.1,7.43826,0
5463.81,4396.76,22.847,0.737,0.563,1.3,"NGC4754","S0",11.1,0.573907,1
6068.94,4401.12,22.946,0.928,0.593,1.521,"NGC4754","S0",11.1,2.7729,1
5176.93,4442.89,22.314,0.733,0.532,1.265,"NGC4754","S0",11.1,1.19164,1
7408.68,4452.01,22.222,0.67,0.386,1.056,"NGC4754","S0",11.1,8.51417,0
1783.62,4475.47,21.161,0.581,0.369,0.95,"NGC4754","S0",11.1,15.7968,0
7587.73,4484.56,20.802,0.956,0.593,1.549,"NGC4754","S0",11.1,9.28392,0
5968.33,4493.1,22.639,0.743,0.433,1.176,"NGC4754","S0",11.1,2.29022,1
303.64,4497.06,20.47,0.86,0.552,1.412,"NGC4754","S0",11.1,22.1895,0
4664.86,4522.71,21.29,0.562,0.4,0.962,"NGC4754","S0",11.1,3.34579,1
1551.38,4526.02,23.23,0.651,0.385,1.036,"NGC4754","S0",11.1,16.7978,0
1161.17,4580.64,22.376,0.568,0.385,0.953,"NGC4754","S0",11.1,18.4843,0
3963.37,4593.64,23.099,0.797,0.412,1.209,"NGC4754","S0",11.1,6.38202,0
1968.6,4596.82,21.957,0.712,0.444,1.156,"NGC4754","S0",11.1,14.9971,0
6257.54,4615.21,22.038,0.866,0.61,1.476,"NGC4754","S0",11.1,3.55781,0
5450.85,4631.52,22.528,0.728,0.405,1.133,"NGC4754","S0",11.1,0.45703,1
5317.52,4645.68,21.341,0.789,0.548,1.337,"NGC4754","S0",11.1,0.734939,1
1533.02,4645.52,22.127,0.718,0.387,1.105,"NGC4754","S0",11.1,16.883,0
5212.49,4651.79,23.089,0.721,0.417,1.138,"NGC4754","S0",11.1,1.11773,0
5286.35,4656.2,21.193,0.798,0.528,1.326,"NGC4754","S0",11.1,0.865027,1
5844.49,4661.35,20.544,0.685,0.42,1.105,"NGC4754","S0",11.1,1.84779,1
5664.63,4662.12,22.068,0.719,0.522,1.241,"NGC4754","S0",11.1,1.13896,1
6086.06,4662.91,23.031,0.973,0.468,1.441,"NGC4754","S0",11.1,2.8586,0
