bx,by,V,BV,VR,BR,galaxy_name,host_galaxy_group_type,host_galaxy_mass,galcen_radius
"4,398.52","5,189.07",23.247,0.777,0.507,1.284,NGC 4406,E,11.9,3.40036
"3,184.42","5,199.85",22.562,0.662,0.471,1.133,NGC 4406,E,11.9,6.25804
"5,018.26","5,200.47",20.953,0.735,0.451,1.186,NGC 4406,E,11.9,4.40307
"4,307.22","5,203.66",23.012,0.708,0.397,1.105,NGC 4406,E,11.9,3.48075
"3,667.43","5,214.25",23.209,0.755,0.434,1.189,NGC 4406,E,11.9,4.7001
"5,728.3","5,214.52",22.726,0.641,0.396,1.037,NGC 4406,E,11.9,6.7952
"5,137.98","5,220.96",22.968,0.726,0.377,1.103,NGC 4406,E,11.9,4.80815
"1,863.24","5,231.93",23.287,0.516,0.423,0.939,NGC 4406,E,11.9,11.5302
"6,609.7","5,228.43",21.721,0.723,0.404,1.127,NGC 4406,E,11.9,10.2836
633.71,"5,251.66",21.38,0.562,0.472,1.034,NGC 4406,E,11.9,16.7041
"5,067.24","5,243.76",21.765,0.65,0.414,1.064,NGC 4406,E,11.9,4.68169
"4,656.35","5,247.91",20.992,0.595,0.45,1.045,NGC 4406,E,11.9,3.83567
"3,763.54","5,249.84",23.405,0.849,0.613,1.462,NGC 4406,E,11.9,4.55664
"3,817.62","5,240.86",22.436,0.686,0.494,1.18,NGC 4406,E,11.9,4.38883
"3,911.04","5,258.1",22.602,0.605,0.461,1.066,NGC 4406,E,11.9,4.23859
"1,060.22","5,259.3",22.624,0.589,0.438,1.027,NGC 4406,E,11.9,14.9119
"4,374.15","5,253.7",22.505,0.752,0.414,1.166,NGC 4406,E,11.9,3.68002
"2,795.61","5,261.67",22.741,0.607,0.533,1.14,NGC 4406,E,11.9,7.84668
"4,605.5","5,262.76",22.018,0.929,0.588,1.517,NGC 4406,E,11.9,3.83665
"4,897.15","5,263.35",22.885,0.808,0.566,1.374,NGC 4406,E,11.9,4.32799
"3,438.57","5,277.22",22.959,0.586,0.418,1.004,NGC 4406,E,11.9,5.59324
"3,071.24","5,282.06",22.181,0.578,0.439,1.017,NGC 4406,E,11.9,6.86507
801.72,"5,290.1",21.539,0.938,0.576,1.514,NGC 4406,E,11.9,16.0331
"1,468.04","5,288.39",22.942,0.638,0.483,1.121,NGC 4406,E,11.9,13.2408
"4,464.61","5,285.47",20.906,0.633,0.423,1.056,NGC 4406,E,11.9,3.83134
888.22,"5,292.19",22.252,0.78,0.529,1.309,NGC 4406,E,11.9,15.671
"2,093.44","5,299.31",22.411,0.504,0.449,0.953,NGC 4406,E,11.9,10.6884
"4,789.37","5,294.17",23.451,0.634,0.529,1.163,NGC 4406,E,11.9,4.22972
"4,412.35","5,296.58",23.263,0.562,0.379,0.941,NGC 4406,E,11.9,3.86639
"5,870.01","5,295.74",23.042,0.573,0.451,1.024,NGC 4406,E,11.9,7.50219
"6,882.51","5,293.36",22.386,0.78,0.422,1.202,NGC 4406,E,11.9,11.4916
"4,198.86","5,296.79",22.923,0.967,0.487,1.454,NGC 4406,E,11.9,3.95223
686.14,"5,307.51",23.552,0.911,0.665,1.576,NGC 4406,E,11.9,16.5385
"8,269.65","5,295.02",23.023,0.623,0.328,0.951,NGC 4406,E,11.9,17.2841
"3,553.35","5,313.87",21.693,0.648,0.405,1.053,NGC 4406,E,11.9,5.35294
"3,122.6","5,316.73",23.107,0.864,0.658,1.522,NGC 4406,E,11.9,6.76751
"2,967.19","5,320.64",20.883,0.788,0.506,1.294,NGC 4406,E,11.9,7.3349
"4,188.52","5,326.87",22.654,0.716,0.398,1.114,NGC 4406,E,11.9,4.08894
"4,993.88","5,332.36",23.074,0.635,0.443,1.078,NGC 4406,E,11.9,4.80288
"6,816.33","5,332.31",22.3,0.837,0.458,1.295,NGC 4406,E,11.9,11.2796
"3,059.4","5,339.39",22.546,0.859,0.562,1.421,NGC 4406,E,11.9,7.04819
"3,673.03","5,347.58",21.901,0.642,0.441,1.083,NGC 4406,E,11.9,5.13148
"4,087.59","5,349.42",23.353,0.574,0.505,1.079,NGC 4406,E,11.9,4.29662
"5,281.69","5,346.46",22.697,0.994,0.635,1.629,NGC 4406,E,11.9,5.62923
"3,351.87","5,351.01",22.899,0.834,0.455,1.289,NGC 4406,E,11.9,6.08721
"3,542.24","5,350.88",22.573,0.689,0.367,1.056,NGC 4406,E,11.9,5.50427
"5,012.72","5,351.73",21.916,0.951,0.58,1.531,NGC 4406,E,11.9,4.91762
"3,645.62","5,365.84",22.342,0.866,0.567,1.433,NGC 4406,E,11.9,5.26673
"4,833.17","5,365.18",21.286,0.759,0.437,1.196,NGC 4406,E,11.9,4.5876
"4,456.83","5,367.3",22.01,0.584,0.42,1.004,NGC 4406,E,11.9,4.18135
"1,905.61","5,375.36",20.909,0.868,0.576,1.444,NGC 4406,E,11.9,11.5686
"3,789.78","5,366.6",21.665,0.702,0.492,1.194,NGC 4406,E,11.9,4.91146
"3,959.89","5,375.81",22.102,0.812,0.457,1.269,NGC 4406,E,11.9,4.60048
"3,445.73","5,384.44",23.374,0.682,0.483,1.165,NGC 4406,E,11.9,5.8962
"4,714.33","5,384.86",22.419,0.665,0.458,1.123,NGC 4406,E,11.9,4.47607
"3,133.3","5,387.11",22.541,0.639,0.378,1.017,NGC 4406,E,11.9,6.9139
"3,903.72","5,390.82",22.661,0.646,0.382,1.028,NGC 4406,E,11.9,4.76261
"6,764.13","5,391.26",22.648,0.878,0.467,1.345,NGC 4406,E,11.9,11.1624
"4,281.51","5,397.38",22.603,0.472,0.449,0.921,NGC 4406,E,11.9,4.3259
"3,473.23","5,401.58",22.791,0.76,0.464,1.224,NGC 4406,E,11.9,5.86852
"4,162.44","5,405.18",22.648,0.911,0.469,1.38,NGC 4406,E,11.9,4.44436
"3,808.56","5,418.28",21.119,0.788,0.476,1.264,NGC 4406,E,11.9,5.06188
"5,601.63","5,415.27",22.603,0.656,0.411,1.067,NGC 4406,E,11.9,6.84779
"2,218.74","5,440.34",21.642,0.594,0.41,1.004,NGC 4406,E,11.9,10.433
"2,768.71","5,444.27",21.766,0.634,0.487,1.121,NGC 4406,E,11.9,8.35043
"4,859.03","5,440.71",22.904,0.783,0.455,1.238,NGC 4406,E,11.9,4.93075
"3,854.42","5,446.55",22.374,0.693,0.487,1.18,NGC 4406,E,11.9,5.07451
"3,873.91","5,449.24",21.901,0.794,0.474,1.268,NGC 4406,E,11.9,5.04685
"3,511.43","5,455.96",21.646,0.689,0.439,1.128,NGC 4406,E,11.9,5.93658
"4,379.69","5,464.49",22.861,0.684,0.575,1.259,NGC 4406,E,11.9,4.59127
"7,849.58","5,459.8",22.288,0.922,0.48,1.402,NGC 4406,E,11.9,15.702
"4,949.66","5,482.78",22.505,0.658,0.463,1.121,NGC 4406,E,11.9,5.26651
720.11,"5,498.61",21.751,0.766,0.485,1.251,NGC 4406,E,11.9,16.6149
"3,606.05","5,493.75",20.636,0.766,0.493,1.259,NGC 4406,E,11.9,5.81404
"4,757.46","5,497.73",22.403,0.939,0.487,1.426,NGC 4406,E,11.9,4.99778
"5,468.51","5,506.28",23.083,0.641,0.368,1.009,NGC 4406,E,11.9,6.68794
826.38,"5,515.58",20.274,0.655,0.466,1.121,NGC 4406,E,11.9,16.1953
"4,101.44","5,516.76",22.964,1.06,0.496,1.556,NGC 4406,E,11.9,4.97622
"3,634.23","5,520.54",23.045,0.822,0.486,1.308,NGC 4406,E,11.9,5.83919
"5,064.6","5,523.7",23.074,0.516,0.48,0.996,NGC 4406,E,11.9,5.66517
750.15,"5,532.85",21.69,0.555,0.442,0.997,NGC 4406,E,11.9,16.5337
"3,100.71","5,545.91",22.836,0.906,0.566,1.472,NGC 4406,E,11.9,7.46395
"3,348.61","5,546.82",21.016,0.723,0.463,1.186,NGC 4406,E,11.9,6.69867
"4,061.14","5,550.72",21.976,0.685,0.466,1.151,NGC 4406,E,11.9,5.16412
"5,130.38","5,550.24",21.883,0.713,0.458,1.171,NGC 4406,E,11.9,5.91382
"3,858.73","5,555.49",23.071,0.738,0.586,1.324,NGC 4406,E,11.9,5.49065
"4,252.26","5,562.65",22.947,0.836,0.546,1.382,NGC 4406,E,11.9,5.05068
"4,985.32","5,564.64",23.181,0.941,0.5,1.441,NGC 4406,E,11.9,5.65142
"6,053.34","5,567.65",20.566,0.772,0.47,1.242,NGC 4406,E,11.9,8.80637
"5,013.02","5,575.37",22.555,0.58,0.474,1.054,NGC 4406,E,11.9,5.74828
"5,461.46","5,575.57",23.192,0.538,0.335,0.873,NGC 4406,E,11.9,6.88343
"4,264.63","5,580.89",23.022,0.562,0.493,1.055,NGC 4406,E,11.9,5.12311
"5,825.99","5,577.2",21.993,0.64,0.37,1.01,NGC 4406,E,11.9,8.0427
"3,570.15","5,590.32",21.542,0.778,0.499,1.277,NGC 4406,E,11.9,6.246
"5,840.12","5,588.4",22.939,0.679,0.418,1.097,NGC 4406,E,11.9,8.1207
"5,108.5","5,595.45",22.092,1.001,0.59,1.591,NGC 4406,E,11.9,6.02868
"6,887.55","5,591.37",23.061,0.793,0.417,1.21,NGC 4406,E,11.9,12.0005
"4,343.94","5,604.7",22.753,0.956,0.582,1.538,NGC 4406,E,11.9,5.20118
"5,802.89","5,616.17",20.775,0.686,0.428,1.114,NGC 4406,E,11.9,8.07321
"5,232.38","5,619.7",22.063,0.634,0.431,1.065,NGC 4406,E,11.9,6.40947
"4,460.5","5,626.61",23.068,0.932,0.503,1.435,NGC 4406,E,11.9,5.30119
"5,659.27","5,627.8",21.764,0.676,0.471,1.147,NGC 4406,E,11.9,7.64485
"7,911.35","5,637.27",21.103,0.721,0.444,1.165,NGC 4406,E,11.9,16.1924
"4,041.99","5,649.55",22.622,0.639,0.337,0.976,NGC 4406,E,11.9,5.59844
"4,752.84","5,648.32",22.561,0.631,0.536,1.167,NGC 4406,E,11.9,5.61225
"6,885.23","5,647.63",22.632,0.595,0.464,1.059,NGC 4406,E,11.9,12.0968
"5,624.71","5,661.38",23.145,0.91,0.592,1.502,NGC 4406,E,11.9,7.63977
"4,026.46","5,666.63",21.313,0.749,0.428,1.177,NGC 4406,E,11.9,5.68799
"4,489.83","5,671.32",23.389,0.877,0.488,1.365,NGC 4406,E,11.9,5.50278
"4,050.04","5,681.6",23.115,0.494,0.382,0.876,NGC 4406,E,11.9,5.72307
"3,207.88","5,677.32",22.239,0.729,0.415,1.144,NGC 4406,E,11.9,7.52911
"3,619.85","5,676.58",22.389,0.576,0.404,0.98,NGC 4406,E,11.9,6.44243
"2,676.46","5,703.15",22.626,0.754,0.489,1.243,NGC 4406,E,11.9,9.32321
"7,574.19","5,694.24",21.075,0.956,0.499,1.455,NGC 4406,E,11.9,14.9083
"4,758.09","5,704.81",22.198,0.571,0.434,1.005,NGC 4406,E,11.9,5.85304
"4,504.63","5,718.22",22.55,0.743,0.58,1.323,NGC 4406,E,11.9,5.71018
"4,813.46","5,730.75",23.138,0.545,0.434,0.979,NGC 4406,E,11.9,6.02981
"3,978.35","5,736.3",22.31,0.633,0.427,1.06,NGC 4406,E,11.9,6.03682
"3,983.97","5,744.09",23.132,1.074,0.619,1.693,NGC 4406,E,11.9,6.06191
"4,141.38","5,747.69",22.258,0.595,0.433,1.028,NGC 4406,E,11.9,5.91499
"3,148.28","5,758.91",22.928,0.921,0.488,1.409,NGC 4406,E,11.9,7.96472
"4,898.93","5,755.38",22.368,0.823,0.541,1.364,NGC 4406,E,11.9,6.25249
"6,620.33","5,756.1",22.847,0.642,0.41,1.052,NGC 4406,E,11.9,11.3128
"2,769.45","5,764.73",22.788,0.804,0.525,1.329,NGC 4406,E,11.9,9.17399
"6,761.54","5,788.65",21.151,0.678,0.473,1.151,NGC 4406,E,11.9,11.9113
"5,368.16","5,794.16",22.1,0.696,0.483,1.179,NGC 4406,E,11.9,7.3639
"7,966.61","5,795.77",21.272,0.692,0.394,1.086,NGC 4406,E,11.9,16.6521
"4,615.7","5,804.62",21.958,0.881,0.534,1.415,NGC 4406,E,11.9,6.14061
"2,821.21","5,816.46",22.699,0.714,0.508,1.222,NGC 4406,E,11.9,9.15143
"2,846.32","5,816.99",23.107,0.605,0.48,1.085,NGC 4406,E,11.9,9.07217
"4,002.01","5,826.29",21.651,0.51,0.44,0.95,NGC 4406,E,11.9,6.38214
"2,063.69","5,833.29",21.048,0.699,0.428,1.127,NGC 4406,E,11.9,11.8425
"4,643.97","5,831.92",23.548,0.985,0.695,1.68,NGC 4406,E,11.9,6.27748
"3,410.33","5,836.89",22.945,0.849,0.599,1.448,NGC 4406,E,11.9,7.51996
"7,084.69","5,829.49",23.229,0.815,0.519,1.334,NGC 4406,E,11.9,13.2233
"1,360.51","5,841.74",20.808,0.614,0.46,1.074,NGC 4406,E,11.9,14.5487
"3,505.95","5,842.27",22.274,0.8,0.515,1.315,NGC 4406,E,11.9,7.31309
"1,241.64","5,850.41",23.099,0.956,0.649,1.605,NGC 4406,E,11.9,15.0324
"3,121.42","5,851.44",21.839,0.582,0.456,1.038,NGC 4406,E,11.9,8.34129
"3,763.91","5,870.02",21.792,0.894,0.525,1.419,NGC 4406,E,11.9,6.90292
"2,825.51","5,882.45",21.614,0.636,0.447,1.083,NGC 4406,E,11.9,9.33168
"5,108.32","5,892.64",22.915,0.803,0.482,1.285,NGC 4406,E,11.9,7.15669
"3,611.51","5,898.59",20.306,0.783,0.492,1.275,NGC 4406,E,11.9,7.29874
"5,379.67","5,896.76",21.325,0.629,0.423,1.052,NGC 4406,E,11.9,7.75728
"3,561.45","5,901.79",21.686,0.984,0.572,1.556,NGC 4406,E,11.9,7.41402
"6,660.22","5,898.84",22.967,1.049,0.501,1.55,NGC 4406,E,11.9,11.7865
"3,015.5","5,911.3",23.233,0.761,0.56,1.321,NGC 4406,E,11.9,8.84166
"4,328.64","5,909.87",22.128,0.716,0.432,1.148,NGC 4406,E,11.9,6.5227
"1,759.62","5,919.45",23.257,0.707,0.407,1.114,NGC 4406,E,11.9,13.1691
"1,817.91","5,919.6",21.536,0.703,0.466,1.169,NGC 4406,E,11.9,12.9506
"6,629.44","5,912.47",23.46,1.072,0.587,1.659,NGC 4406,E,11.9,11.7076
"3,560.78","5,931.61",22.866,0.867,0.526,1.393,NGC 4406,E,11.9,7.52866
"5,858.82","5,943.41",23.326,0.73,0.455,1.185,NGC 4406,E,11.9,9.21952
"5,918.44","5,942.19",21.466,0.691,0.483,1.174,NGC 4406,E,11.9,9.39654
"5,994.57","5,944.16",22.234,0.673,0.475,1.148,NGC 4406,E,11.9,9.63847
"3,434.34","5,950.05",23.412,0.703,0.468,1.171,NGC 4406,E,11.9,7.87393
"5,644.06","5,953.31",20.476,0.795,0.466,1.261,NGC 4406,E,11.9,8.63466
"3,854.62","5,957.31",22.331,0.823,0.444,1.267,NGC 4406,E,11.9,7.11362
"4,311.69","5,962.21",22.584,0.939,0.585,1.524,NGC 4406,E,11.9,6.75223
"6,081.46","5,956.29",22.555,0.599,0.498,1.097,NGC 4406,E,11.9,9.94953
846.44,"5,969.22",23.067,0.726,0.452,1.178,NGC 4406,E,11.9,16.8095
"5,101.65","5,969.61",21.491,0.733,0.468,1.201,NGC 4406,E,11.9,7.44517
"3,731.76","5,973.85",23.121,0.713,0.499,1.212,NGC 4406,E,11.9,7.37143
"6,123.72","5,978.36",23.147,0.725,0.442,1.167,NGC 4406,E,11.9,10.1491
"6,024.77","5,979.99",22.781,0.645,0.458,1.103,NGC 4406,E,11.9,9.83991
"8,115.43","5,979.89",23.278,0.795,0.47,1.265,NGC 4406,E,11.9,17.5469
"5,116.5","5,987.87",23.272,0.888,0.56,1.448,NGC 4406,E,11.9,7.54367
"5,676.91","5,986.91",22.954,0.961,0.6,1.561,NGC 4406,E,11.9,8.83701
"2,485.45","6,002.42",22.196,0.599,0.431,1.03,NGC 4406,E,11.9,10.7821
"3,809.27","5,999.85",22.553,0.586,0.396,0.982,NGC 4406,E,11.9,7.35317
"5,538.28","6,000.57",20.693,0.699,0.46,1.159,NGC 4406,E,11.9,8.51744
"3,781.45","6,009.28",21.207,0.61,0.402,1.012,NGC 4406,E,11.9,7.43365
"5,809.45","6,008.81",22.865,0.788,0.397,1.185,NGC 4406,E,11.9,9.28166
"8,069.23","6,007.25",22.885,0.704,0.417,1.121,NGC 4406,E,11.9,17.4087
"4,118.92","6,015.51",21.953,0.653,0.424,1.077,NGC 4406,E,11.9,7.07323
"5,125.23","6,021.53",21.26,0.809,0.494,1.303,NGC 4406,E,11.9,7.69158
"4,668.47","6,023.13",22.096,0.662,0.487,1.149,NGC 4406,E,11.9,7.10979
"5,198.23","6,036.59",23.326,0.555,0.507,1.062,NGC 4406,E,11.9,7.88638
"4,226.23","6,039.81",21.19,0.566,0.413,0.979,NGC 4406,E,11.9,7.11513
"3,891.51","6,042.01",23.331,0.515,0.515,1.03,NGC 4406,E,11.9,7.41275
"3,928.27","6,055.54",21.794,0.676,0.439,1.115,NGC 4406,E,11.9,7.42404
"7,785.07","6,054.81",23.114,0.673,0.436,1.109,NGC 4406,E,11.9,16.3729
"5,119.07","6,061.31",21.881,0.975,0.598,1.573,NGC 4406,E,11.9,7.83738
"3,255.57","6,076.77",22.426,0.684,0.51,1.194,NGC 4406,E,11.9,8.75769
"3,481.98","6,079.61",22.323,0.664,0.42,1.084,NGC 4406,E,11.9,8.2555
"7,161.47","6,083.91",22.359,0.778,0.424,1.202,NGC 4406,E,11.9,14.0516
"3,904.95","6,091.93",23.004,0.702,0.377,1.079,NGC 4406,E,11.9,7.60329
"3,307.22",6105,20.819,0.681,0.48,1.161,NGC 4406,E,11.9,8.73637
"2,960.53","6,115.73",22.243,0.814,0.456,1.27,NGC 4406,E,11.9,9.66631
"4,415.19","6,115.43",22.411,0.839,0.57,1.409,NGC 4406,E,11.9,7.40686
"5,560.07","6,118.65",21.964,0.661,0.514,1.175,NGC 4406,E,11.9,8.98863
"2,935.79","6,127.87",22.237,0.708,0.449,1.157,NGC 4406,E,11.9,9.77579
"5,917.91","6,130.54",20.724,0.672,0.441,1.113,NGC 4406,E,11.9,9.98656
"4,207.3","6,161.73",22.621,0.744,0.56,1.304,NGC 4406,E,11.9,7.64823
479.04,"6,170.45",21.764,0.608,0.395,1.003,NGC 4406,E,11.9,18.6234
"1,502.03","6,168.52",21.457,0.896,0.536,1.432,NGC 4406,E,11.9,14.6835
"4,666.31","6,163.63",21.398,0.82,0.473,1.293,NGC 4406,E,11.9,7.70747
498.45,"6,174.26",22.937,0.923,0.619,1.542,NGC 4406,E,11.9,18.5534
"3,871.56","6,168.94",23.188,0.855,0.534,1.389,NGC 4406,E,11.9,7.96397
"5,325.71","6,171.62",23.13,0.802,0.473,1.275,NGC 4406,E,11.9,8.65756
"5,664.11","6,172.39",23.119,0.664,0.508,1.172,NGC 4406,E,11.9,9.43794
"5,131.44","6,174.69",23.021,0.704,0.488,1.192,NGC 4406,E,11.9,8.30833
"3,005.94","6,184.31",23.008,0.676,0.479,1.155,NGC 4406,E,11.9,9.77362
"4,551.19","6,183.48",23.097,0.543,0.495,1.038,NGC 4406,E,11.9,7.73154
"3,682.16","6,190.72",21.098,0.699,0.469,1.168,NGC 4406,E,11.9,8.32232
"4,190.07","6,195.5",21.724,0.82,0.468,1.288,NGC 4406,E,11.9,7.80158
"3,520.3","6,197.92",22.782,0.618,0.367,0.985,NGC 4406,E,11.9,8.63509
"5,032.7","6,197.75",23.105,0.805,0.514,1.319,NGC 4406,E,11.9,8.24591
"3,209.85","6,208.71",20.841,0.741,0.49,1.231,NGC 4406,E,11.9,9.34353
"3,299.42","6,210.73",23.356,0.975,0.579,1.554,NGC 4406,E,11.9,9.14335
"3,451.45","6,219.29",23.218,0.918,0.541,1.459,NGC 4406,E,11.9,8.85216
"4,731.89","6,217.7",22.228,0.674,0.394,1.068,NGC 4406,E,11.9,7.98614
"3,501.75","6,224.85",22.793,0.676,0.412,1.088,NGC 4406,E,11.9,8.77527
"5,913.35","6,227.29",22.51,0.562,0.473,1.035,NGC 4406,E,11.9,10.2896
"3,776.19","6,232.4",21.962,0.735,0.48,1.215,NGC 4406,E,11.9,8.3509
"5,106.55","6,230.06",21.218,0.599,0.359,0.958,NGC 4406,E,11.9,8.48924
"3,513.62","6,240.29",20.57,0.758,0.478,1.236,NGC 4406,E,11.9,8.81298
"3,371.01","6,242.37",22.778,0.54,0.499,1.039,NGC 4406,E,11.9,9.10571
"7,910.22","6,236.31",22.97,0.687,0.356,1.043,NGC 4406,E,11.9,17.2079
"6,895.99","6,242.08",23.352,0.816,0.418,1.234,NGC 4406,E,11.9,13.4692
"5,019.07","6,245.56",23.529,0.918,0.621,1.539,NGC 4406,E,11.9,8.42125
"5,064.51","6,251.27",23.317,0.616,0.507,1.123,NGC 4406,E,11.9,8.51023
"3,163.37","6,277.15",21.679,0.747,0.536,1.283,NGC 4406,E,11.9,9.7023
"3,704.26","6,281.31",22.945,0.537,0.304,0.841,NGC 4406,E,11.9,8.65447
"6,408.84","6,276.65",20.834,0.698,0.438,1.136,NGC 4406,E,11.9,11.9294
"3,605.2","6,295.55",23.037,0.715,0.575,1.29,NGC 4406,E,11.9,8.8689
"4,769.76","6,326.53",22.718,0.828,0.581,1.409,NGC 4406,E,11.9,8.47904
"4,870.24","6,333.57",22.569,0.794,0.544,1.338,NGC 4406,E,11.9,8.60357
"2,784.21","6,337.79",22.653,0.593,0.483,1.076,NGC 4406,E,11.9,10.8963
"4,288.84","6,341.25",22.545,0.539,0.438,0.977,NGC 4406,E,11.9,8.39468
"5,781.5","6,341.64",23.327,0.736,0.461,1.197,NGC 4406,E,11.9,10.328
"5,734.58","6,348.01",20.683,0.737,0.492,1.229,NGC 4406,E,11.9,10.233
"4,430.82","6,370.92",22.971,0.667,0.518,1.185,NGC 4406,E,11.9,8.51266
"6,032.11","6,380.57",21.725,0.794,0.422,1.216,NGC 4406,E,11.9,11.1272
"6,356.09","6,379.46",23.326,0.585,0.482,1.067,NGC 4406,E,11.9,12.0718
"6,407.36","6,382.98",21.998,0.736,0.449,1.185,NGC 4406,E,11.9,12.2406
"5,143.13","6,390.53",22.088,0.725,0.436,1.161,NGC 4406,E,11.9,9.19289
"3,148.03","6,394.47",23.12,0.63,0.538,1.168,NGC 4406,E,11.9,10.1662
"6,135.69","6,388.84",23.333,0.689,0.41,1.099,NGC 4406,E,11.9,11.4467
"2,918.16","6,403.89",23.023,0.599,0.487,1.086,NGC 4406,E,11.9,10.7625
"2,989.4","6,401.73",21.455,0.735,0.511,1.246,NGC 4406,E,11.9,10.5739
"4,381.68","6,407.76",20.538,0.74,0.548,1.288,NGC 4406,E,11.9,8.67045
"8,373.18","6,406.91",23.352,0.774,0.508,1.282,NGC 4406,E,11.9,19.3307
"6,724.63","6,411.46",22.417,0.599,0.493,1.092,NGC 4406,E,11.9,13.3392
"5,777.46","6,429.42",23.014,0.684,0.475,1.159,NGC 4406,E,11.9,10.6277
"6,231.88","6,433.96",22.465,0.738,0.412,1.15,NGC 4406,E,11.9,11.8701
"4,438.2","6,445.64",22.646,0.551,0.454,1.005,NGC 4406,E,11.9,8.83636
"2,877.64","6,450.39",23.12,0.672,0.477,1.149,NGC 4406,E,11.9,11.0292
"4,734.18","6,459.86",22.14,0.727,0.473,1.2,NGC 4406,E,11.9,9.01837
"3,443.31","6,476.39",22.967,0.699,0.447,1.146,NGC 4406,E,11.9,9.86859
"6,261.66","6,473.92",21.826,0.603,0.406,1.009,NGC 4406,E,11.9,12.0845
"8,020.35","6,483.05",20.378,0.567,0.347,0.914,NGC 4406,E,11.9,18.1349
"6,011.71","6,490.27",21.735,0.646,0.375,1.021,NGC 4406,E,11.9,11.4401
"7,864.18","6,499.39",22.848,0.786,0.42,1.206,NGC 4406,E,11.9,17.5856
"5,842.15","6,508.79",22.507,0.866,0.462,1.328,NGC 4406,E,11.9,11.069
"5,882.17","6,516.3",22.952,0.549,0.336,0.885,NGC 4406,E,11.9,11.195
"7,214.06","6,516.49",22.592,0.546,0.305,0.851,NGC 4406,E,11.9,15.2812
"7,925.4","6,514.77",22.52,0.934,0.47,1.404,NGC 4406,E,11.9,17.8476
682.27,"6,574.5",22.766,0.955,0.561,1.516,NGC 4406,E,11.9,18.6448
"1,114.82","6,755.1",21.504,0.63,0.469,1.099,NGC 4406,E,11.9,17.4939
374.49,"6,871.47",21.467,0.561,0.375,0.936,NGC 4406,E,11.9,20.4546
"1,124.12","7,052.33",21.222,0.595,0.495,1.09,NGC 4406,E,11.9,18.2436
808.04,"7,090.82",21.488,0.659,0.495,1.154,NGC 4406,E,11.9,19.4301
"1,012.5","7,564.53",23.296,0.673,0.452,1.125,NGC 4406,E,11.9,20.0682
649.53,"7,573.41",21.303,0.664,0.508,1.172,NGC 4406,E,11.9,21.2735
455.02,"7,704.96",21.792,0.593,0.431,1.024,NGC 4406,E,11.9,22.2876
"2,208.29","7,715.29",22.567,0.661,0.504,1.165,NGC 4406,E,11.9,17.1897
"1,087.98","7,729.65",20.361,0.659,0.466,1.125,NGC 4406,E,11.9,20.3305
"1,820.88","7,769.83",21.422,0.812,0.543,1.355,NGC 4406,E,11.9,18.3603
"1,448.83","7,858.1",21.889,0.839,0.6,1.439,NGC 4406,E,11.9,19.6757
"1,355.45","7,874.11",20.246,0.692,0.49,1.182,NGC 4406,E,11.9,19.9938
"2,038.52","7,925.88",22.981,0.546,0.466,1.012,NGC 4406,E,11.9,18.3582
516.89,"7,943.07",23.197,0.963,0.543,1.506,NGC 4406,E,11.9,22.7644
"2,091.72","8,053.89",22.799,0.622,0.527,1.149,NGC 4406,E,11.9,18.6966
"1,786.43","8,110.94",22.567,0.515,0.402,0.917,NGC 4406,E,11.9,19.64
"1,562.63","8,229.09",20.969,0.532,0.417,0.949,NGC 4406,E,11.9,20.6252
"1,778.69","8,397.34",22.492,0.785,0.472,1.257,NGC 4406,E,11.9,20.6847
"2,868.3",125.33,20.515,0.724,0.456,1.18,NGC 4157,Spiral,10.9,7.21899
"2,392.59",378.95,21.845,0.878,0.588,1.466,NGC 4157,Spiral,10.9,5.96759
360.96,692.79,21.708,0.78,0.466,1.246,NGC 4157,Spiral,10.9,2.86419
"1,843.25","1,548.06",21.622,0.606,0.441,1.047,NGC 4157,Spiral,10.9,3.57549
"3,801.61","1,950.24",21.863,0.622,0.39,1.012,NGC 4157,Spiral,10.9,8.06477
489.6,"3,395.85",21.5,0.613,0.43,1.043,NGC 4157,Spiral,10.9,3.48029
"1,827.59","3,435.17",21.997,0.842,0.54,1.382,NGC 4157,Spiral,10.9,4.94514
"1,322.44",133.74,22.01,0.711,0.448,1.159,NGC 4013,Spiral,10.9,4.18171
"1,197.89",186.98,23.436,0.836,0.414,1.25,NGC 4013,Spiral,10.9,4.18881
"2,432.71",264.71,23.423,0.772,0.455,1.227,NGC 4013,Spiral,10.9,3.70595
"2,445.16",528.21,22.191,0.678,0.384,1.062,NGC 4013,Spiral,10.9,3.12636
"1,307.53",536.7,21.771,0.685,0.447,1.132,NGC 4013,Spiral,10.9,3.34413
"1,293.35",644.99,21.954,0.858,0.527,1.385,NGC 4013,Spiral,10.9,3.14194
"2,533.8",678.84,23.259,0.774,0.428,1.202,NGC 4013,Spiral,10.9,2.88032
"1,748.67",861.67,23.191,0.621,0.32,0.941,NGC 4013,Spiral,10.9,2.24253
1885,864.63,23.675,0.756,0.427,1.183,NGC 4013,Spiral,10.9,2.1741
"2,123.54","1,134.79",21.824,0.778,0.472,1.25,NGC 4013,Spiral,10.9,1.55236
"1,998.31","1,290.94",23.372,0.674,0.403,1.077,NGC 4013,Spiral,10.9,1.15876
"3,150.43","1,430.18",23.193,0.841,0.465,1.306,NGC 4013,Spiral,10.9,2.82296
"2,137.13","1,459.31",22.388,0.684,0.41,1.094,NGC 4013,Spiral,10.9,0.829788
