bx,by,V,BV,VR,BR,galaxy_name,host_galaxy_group_type,host_galaxy_mass,galcen_radius
"6,330.4","3,813.19",20.973,0.908,0.531,1.439,NGC 4621,NULL,NULL,"9,863.36"
"6,641.72","3,839.66",21.961,0.923,0.556,1.479,NGC 4621,NULL,NULL,"9,864.19"
"6,898.17","3,853.58",20.589,0.656,0.391,1.047,NGC 4621,NULL,NULL,"9,864.9"
"6,025.51","3,860.38",20.864,0.736,0.47,1.206,NGC 4621,NULL,NULL,"9,862.31"
"6,263.98","3,873.34",21.356,0.917,0.482,1.399,NGC 4621,NULL,NULL,"9,862.97"
"6,814.13","3,874.27",21.424,0.701,0.446,1.147,NGC 4621,NULL,NULL,"9,864.59"
"6,151.13","3,910.87",21.573,0.914,0.532,1.446,NGC 4621,NULL,NULL,"9,862.52"
"5,813.34","3,927.31",22.265,1.019,0.464,1.483,NGC 4621,NULL,NULL,"9,861.47"
"5,962.41","3,944.65",20.65,0.69,0.427,1.117,NGC 4621,NULL,NULL,"9,861.86"
"6,147.67","3,953.18",21.773,0.717,0.471,1.188,NGC 4621,NULL,NULL,"9,862.38"
"6,803.07","3,980.4",21.227,0.672,0.423,1.095,NGC 4621,NULL,NULL,"9,864.21"
"7,015.24","3,987.15",22.019,0.737,0.439,1.176,NGC 4621,NULL,NULL,"9,864.81"
"6,980.6","3,990.88",22.039,1.073,0.534,1.607,NGC 4621,NULL,NULL,"9,864.7"
"7,235.09","3,994.75",22.101,0.749,0.403,1.152,NGC 4621,NULL,NULL,"9,865.43"
"6,714.98","4,001.45",22.058,0.874,0.476,1.35,NGC 4621,NULL,NULL,"9,863.89"
"6,043.06","4,014.19",22.16,1.029,0.492,1.521,NGC 4621,NULL,NULL,"9,861.87"
"6,404.9","4,028.59",22.041,0.861,0.512,1.373,NGC 4621,NULL,NULL,"9,862.89"
"6,986.53","4,029.2",21.744,0.657,0.455,1.112,NGC 4621,NULL,NULL,"9,864.59"
"6,501.53","4,038.4",22.026,0.956,0.492,1.448,NGC 4621,NULL,NULL,"9,863.14"
"6,283.5","4,044.47",22.282,0.861,0.572,1.433,NGC 4621,NULL,NULL,"9,862.48"
"6,491.99","4,055.16",20.302,0.842,0.535,1.377,NGC 4621,NULL,NULL,"9,863.06"
"7,106.16","4,086.64",21.955,0.588,0.402,0.99,NGC 4621,NULL,NULL,"9,864.76"
"6,569.2","4,109.25",21.705,0.891,0.526,1.417,NGC 4621,NULL,NULL,"9,863.11"
"5,721.17","4,109.58",21.858,0.973,0.524,1.497,NGC 4621,NULL,NULL,"9,860.62"
"6,048.23","4,111.45",21.736,0.832,0.481,1.313,NGC 4621,NULL,NULL,"9,861.57"
"6,595.8","4,121.51",21.896,0.802,0.487,1.289,NGC 4621,NULL,NULL,"9,863.15"
"5,917.92","4,135.05",22.081,1.074,0.508,1.582,NGC 4621,NULL,NULL,"9,861.11"
"7,551.93","4,139.74",22.2,0.691,0.398,1.089,NGC 4621,NULL,NULL,"9,865.89"
"6,657.3","4,198.78",22.185,0.954,0.46,1.414,NGC 4621,NULL,NULL,"9,863.08"
"6,361.82","4,206.72",20.688,0.907,0.517,1.424,NGC 4621,NULL,NULL,"9,862.19"
"6,936.29","4,211.45",21.778,0.715,0.435,1.15,NGC 4621,NULL,NULL,"9,863.86"
"6,398.57","4,213.83",22.044,0.922,0.463,1.385,NGC 4621,NULL,NULL,"9,862.27"
"6,384.41","4,215.47",20.441,0.74,0.457,1.197,NGC 4621,NULL,NULL,"9,862.23"
"6,286.68","4,224.02",21.883,0.765,0.445,1.21,NGC 4621,NULL,NULL,"9,861.91"
"6,360.1","4,225.4",19.956,0.906,0.563,1.469,NGC 4621,NULL,NULL,"9,862.12"
"6,342.58","4,227.12",21.774,1.097,0.634,1.731,NGC 4621,NULL,NULL,"9,862.07"
"5,830.87","4,263.04",21.429,0.775,0.48,1.255,NGC 4621,NULL,NULL,"9,860.45"
"6,534.68","4,280.83",21.239,0.727,0.455,1.182,NGC 4621,NULL,NULL,"9,862.46"
"5,633.31","4,283.93",21.199,0.747,0.451,1.198,NGC 4621,NULL,NULL,"9,859.8"
"6,420.64","4,309.33",20.945,0.815,0.425,1.24,NGC 4621,NULL,NULL,"9,862.03"
"5,530.24","4,317.85",22.158,0.695,0.428,1.123,NGC 4621,NULL,NULL,"9,859.39"
"6,735.92","4,324.28",21.397,0.888,0.524,1.412,NGC 4621,NULL,NULL,"9,862.91"
"6,118.02","4,337.64",22.222,0.773,0.461,1.234,NGC 4621,NULL,NULL,"9,861.05"
"6,578.48","4,339.59",21.602,0.875,0.485,1.36,NGC 4621,NULL,NULL,"9,862.4"
"6,282.34","4,336.14",22.038,0.819,0.556,1.375,NGC 4621,NULL,NULL,"9,861.54"
"6,639.92","4,344.99",22.14,0.875,0.521,1.396,NGC 4621,NULL,NULL,"9,862.56"
"6,691.42","4,344.8",21.011,0.81,0.519,1.329,NGC 4621,NULL,NULL,"9,862.71"
"5,789.06","4,361.8",21.35,0.722,0.436,1.158,NGC 4621,NULL,NULL,"9,860.01"
"6,611.74","4,364.56",21.984,0.674,0.404,1.078,NGC 4621,NULL,NULL,"9,862.41"
"7,103.71","4,369.48",22.086,0.735,0.368,1.103,NGC 4621,NULL,NULL,"9,863.84"
"7,210.06","4,374.04",21.784,0.732,0.386,1.118,NGC 4621,NULL,NULL,"9,864.14"
"5,938.1","4,381.19",21.807,0.881,0.5,1.381,NGC 4621,NULL,NULL,"9,860.38"
"6,199.48","4,388.73",21.867,0.977,0.678,1.655,NGC 4621,NULL,NULL,"9,861.13"
"7,151.97","4,390.1",21.589,0.567,0.286,0.853,NGC 4621,NULL,NULL,"9,863.91"
"6,532.35","4,396.63",21.08,0.596,0.318,0.914,NGC 4621,NULL,NULL,"9,862.08"
"6,199.54","4,404.75",20.216,0.88,0.566,1.446,NGC 4621,NULL,NULL,"9,861.07"
"6,232.77","4,406.35",22.068,0.888,0.429,1.317,NGC 4621,NULL,NULL,"9,861.17"
"6,491.68","4,411.75",22.196,1.075,0.495,1.57,NGC 4621,NULL,NULL,"9,861.91"
"6,220.87","4,443.55",21.855,0.65,0.423,1.073,NGC 4621,NULL,NULL,"9,861.01"
"6,425.44","4,455.38",21.482,0.799,0.45,1.249,NGC 4621,NULL,NULL,"9,861.57"
"6,423.41","4,471.6",20.613,0.9,0.415,1.315,NGC 4621,NULL,NULL,"9,861.52"
"5,573.58","4,472.61",20.612,0.88,0.509,1.389,NGC 4621,NULL,NULL,"9,859.02"
"6,463.22","4,486.84",21.994,0.651,0.487,1.138,NGC 4621,NULL,NULL,"9,861.58"
"6,848.23","4,498.26",22.194,0.994,0.471,1.465,NGC 4621,NULL,NULL,"9,862.67"
"6,632.08","4,501.13",21.772,0.969,0.51,1.479,NGC 4621,NULL,NULL,"9,862.03"
"6,397.97","4,514.97",21.232,0.908,0.477,1.385,NGC 4621,NULL,NULL,"9,861.3"
"6,385.29","4,531.82",21.567,0.823,0.448,1.271,NGC 4621,NULL,NULL,"9,861.21"
"5,589.09","4,534.98",20.323,0.691,0.423,1.114,NGC 4621,NULL,NULL,"9,858.86"
"7,075.98","4,537.58",22.291,0.984,0.551,1.535,NGC 4621,NULL,NULL,"9,863.21"
"6,240.17","4,534.65",22.204,1.057,0.473,1.53,NGC 4621,NULL,NULL,"9,860.77"
"6,471.69","4,557.35",19.791,0.918,0.527,1.445,NGC 4621,NULL,NULL,"9,861.38"
"6,287.4","4,553.19",22.317,0.737,0.533,1.27,NGC 4621,NULL,NULL,"9,860.85"
"6,273.57","4,563.09",22.015,0.94,0.486,1.426,NGC 4621,NULL,NULL,"9,860.78"
"6,388.44","4,575.1",21.346,0.77,0.44,1.21,NGC 4621,NULL,NULL,"9,861.08"
"7,052.59","4,583.63",20.348,0.659,0.425,1.084,NGC 4621,NULL,NULL,9863
"6,554.01","4,587.09",22.094,0.801,0.415,1.216,NGC 4621,NULL,NULL,"9,861.53"
"6,526.94","4,602.47",21.711,0.637,0.422,1.059,NGC 4621,NULL,NULL,"9,861.4"
"7,053.62","4,607.55",21.88,0.676,0.429,1.105,NGC 4621,NULL,NULL,"9,862.92"
"6,735.91","4,607.68",22.015,0.972,0.524,1.496,NGC 4621,NULL,NULL,"9,861.99"
"6,122.27","4,608.56",22.049,0.736,0.415,1.151,NGC 4621,NULL,NULL,"9,860.19"
"6,349.48","4,628.19",21.201,0.979,0.518,1.497,NGC 4621,NULL,NULL,"9,860.79"
"6,587.45","4,638.49",22.085,0.819,0.58,1.399,NGC 4621,NULL,NULL,"9,861.46"
"6,214.28","4,663.89",22.135,0.949,0.51,1.459,NGC 4621,NULL,NULL,"9,860.28"
"6,315.68","4,668.91",21.241,0.642,0.468,1.11,NGC 4621,NULL,NULL,"9,860.56"
"5,942.32","4,677.6",21.875,0.882,0.537,1.419,NGC 4621,NULL,NULL,"9,859.44"
"6,935.48","4,683.32",21.411,0.987,0.5,1.487,NGC 4621,NULL,NULL,"9,862.33"
"5,981.34","4,700.13",21.995,0.682,0.418,1.1,NGC 4621,NULL,NULL,"9,859.48"
"6,054.27","4,709.26",21.705,0.924,0.515,1.439,NGC 4621,NULL,NULL,"9,859.67"
"6,539.8","4,710.51",22.188,0.647,0.427,1.074,NGC 4621,NULL,NULL,"9,861.09"
"6,622.27","4,710.37",22.112,0.842,0.446,1.288,NGC 4621,NULL,NULL,"9,861.33"
"6,654.8","4,723.47",22.005,0.877,0.518,1.395,NGC 4621,NULL,NULL,"9,861.38"
"6,451.41","4,735.25",22.184,1.084,0.534,1.618,NGC 4621,NULL,NULL,"9,860.75"
"6,448.05","4,762.61",21.353,0.842,0.566,1.408,NGC 4621,NULL,NULL,"9,860.65"
"6,732.48","4,790.44",22.036,0.932,0.508,1.44,NGC 4621,NULL,NULL,"9,861.39"
"5,470.56","4,808.88",21.884,0.871,0.416,1.287,NGC 4621,NULL,NULL,"9,857.63"
"5,602.96","4,809.39",20.943,0.896,0.511,1.407,NGC 4621,NULL,NULL,"9,858.02"
"6,696.78","4,837.36",20.943,0.879,0.425,1.304,NGC 4621,NULL,NULL,"9,861.14"
"6,264.77","4,877.12",20.94,0.777,0.473,1.25,NGC 4621,NULL,NULL,"9,859.74"
"7,088.02","4,890.4",21.068,0.784,0.47,1.254,NGC 4621,NULL,NULL,"9,862.11"
"6,527.57","4,895.16",22.117,0.984,0.524,1.508,NGC 4621,NULL,NULL,"9,860.45"
"5,752.29","4,904.45",21.38,0.754,0.537,1.291,NGC 4621,NULL,NULL,"9,858.15"
"5,360.28","4,906.12",21.12,0.673,0.392,1.065,NGC 4621,NULL,NULL,"9,856.99"
"6,927.47","4,921.33",21.437,0.893,0.518,1.411,NGC 4621,NULL,NULL,"9,861.54"
"7,345.3","4,933.37",20.174,0.553,0.371,0.924,NGC 4621,NULL,NULL,"9,862.72"
"6,427.63","4,935.15",22.073,0.739,0.415,1.154,NGC 4621,NULL,NULL,"9,860.03"
"6,219.56","4,952.96",21.473,0.745,0.429,1.174,NGC 4621,NULL,NULL,"9,859.37"
"6,112.96","4,969.81",20.301,0.93,0.555,1.485,NGC 4621,NULL,NULL,9859
"5,787.82","5,028.86",21.945,0.691,0.454,1.145,NGC 4621,NULL,NULL,"9,857.85"
"7,453.74",5118,20.38,0.628,0.402,1.03,NGC 4621,NULL,NULL,"9,862.44"
"7,369.49","5,141.65",22.062,0.695,0.369,1.064,NGC 4621,NULL,NULL,"9,862.12"
"5,344.61","5,142.96",22.057,0.904,0.515,1.419,NGC 4621,NULL,NULL,"9,856.18"
"7,163.79","5,158.16",20.759,0.848,0.487,1.335,NGC 4621,NULL,NULL,"9,861.46"
"6,269.93","5,162.37",21.691,0.892,0.483,1.375,NGC 4621,NULL,NULL,"9,858.84"
"5,575.94","5,187.28",22.05,0.936,0.517,1.453,NGC 4621,NULL,NULL,"9,856.72"
"7,255.77","5,211.06",20.634,0.914,0.539,1.453,NGC 4621,NULL,NULL,"9,861.56"
"6,249.19","5,284.8",22.115,1.019,0.554,1.573,NGC 4621,NULL,NULL,"9,858.38"
"6,191.84","5,290.81",21.205,0.809,0.489,1.298,NGC 4621,NULL,NULL,"9,858.19"
"6,295.01","5,291.51",22.066,0.986,0.456,1.442,NGC 4621,NULL,NULL,"9,858.49"
"6,131.72","5,302.13",21.253,0.746,0.432,1.178,NGC 4621,NULL,NULL,"9,857.98"
"5,729.45","5,303.97",22.203,0.673,0.447,1.12,NGC 4621,NULL,NULL,"9,856.8"
"5,431.63","5,342.69",21.671,0.542,0.338,0.88,NGC 4621,NULL,NULL,"9,855.8"
"6,725.22","5,370.23",19.972,0.712,0.455,1.167,NGC 4621,NULL,NULL,"9,859.5"
"6,027.23","5,375.46",21.596,0.696,0.384,1.08,NGC 4621,NULL,NULL,"9,857.44"
"6,848.46","5,467.32",21.453,0.776,0.46,1.236,NGC 4621,NULL,NULL,"9,859.54"
"7,040.43","5,538.48",22.217,0.795,0.551,1.346,NGC 4621,NULL,NULL,"9,859.87"
"7,230.61","5,589.95",22.09,0.588,0.342,0.93,NGC 4621,NULL,NULL,"9,860.26"
"6,898.26","5,606.03",21.415,0.714,0.426,1.14,NGC 4621,NULL,NULL,"9,859.24"
"6,610.78","5,663.35",21.489,0.601,0.341,0.942,NGC 4621,NULL,NULL,"9,858.21"
"7,410.48","5,757.99",22.029,0.824,0.403,1.227,NGC 4621,NULL,NULL,"9,860.24"
"6,724.77","5,800.56",21.971,0.795,0.364,1.159,NGC 4621,NULL,NULL,"9,858.1"
"6,609.99","5,867.63",21.804,0.743,0.39,1.133,NGC 4621,NULL,NULL,"9,857.55"
"6,360.53","6,020.57",22.165,0.797,0.534,1.331,NGC 4621,NULL,NULL,"9,856.33"
"5,317.33",6047,21.234,0.777,0.423,1.2,NGC 4621,NULL,NULL,"9,853.19"
"6,927.64","6,048.92",21.84,0.552,0.292,0.844,NGC 4621,NULL,NULL,"9,857.89"
"7,016.06","6,056.21",20.105,0.834,0.499,1.333,NGC 4621,NULL,NULL,"9,858.12"
7257,"6,060.79",20.174,0.819,0.52,1.339,NGC 4621,NULL,NULL,"9,858.81"
"4,672.63","6,130.37",21.065,0.593,0.43,1.023,NGC 4621,NULL,NULL,"9,851.03"
"5,515.26","6,142.59",21.733,0.706,0.386,1.092,NGC 4621,NULL,NULL,"9,853.46"
"4,650.35","6,214.05",22.226,0.857,0.533,1.39,NGC 4621,NULL,NULL,"9,850.7"
"7,383.91","6,261.45",20.633,0.78,0.46,1.24,NGC 4621,NULL,NULL,"9,858.53"
"6,026.76","6,338.87",22.297,0.624,0.499,1.123,NGC 4621,NULL,NULL,"9,854.32"
"4,482.63","6,418.07",20.772,0.54,0.368,0.908,NGC 4621,NULL,NULL,"9,849.55"
"6,037.54","6,548.08",21.434,1.019,0.613,1.632,NGC 4621,NULL,NULL,"9,853.68"
"6,003.1","6,666.38",22.332,0.858,0.617,1.475,NGC 4621,NULL,NULL,"9,853.19"
"7,024.49","6,685.26",21.046,0.725,0.465,1.19,NGC 4621,NULL,NULL,"9,856.1"
"6,387.77","6,814.7",21.398,0.617,0.385,1.002,NGC 4621,NULL,NULL,"9,853.83"
"6,331.77","6,875.15",22.025,0.936,0.48,1.416,NGC 4621,NULL,NULL,"9,853.47"
"6,662.04","6,922.34",21.886,0.705,0.393,1.098,NGC 4621,NULL,NULL,"9,854.28"
"7,329.15","6,956.44",20.274,0.918,0.582,1.5,NGC 4621,NULL,NULL,"9,856.11"
"6,671.13","6,979.45",22.133,0.713,0.455,1.168,NGC 4621,NULL,NULL,"9,854.12"
"4,421.72","6,987.59",20.327,0.94,0.595,1.535,NGC 4621,NULL,NULL,"9,847.53"
"6,667.08","6,998.65",21.568,0.755,0.433,1.188,NGC 4621,NULL,NULL,"9,854.05"
"4,877.3","7,030.27",21.55,0.911,0.576,1.487,NGC 4621,NULL,NULL,"9,848.73"
"6,884.56","7,048.68",20.163,0.571,0.371,0.942,NGC 4621,NULL,NULL,"9,854.52"
"6,466.85","7,052.03",21.756,0.776,0.368,1.144,NGC 4621,NULL,NULL,"9,853.29"
"6,430.06",29.14,20.756,0.573,0.345,0.918,NGC 4594,S0,11.8,20.8276
"6,278.94",34.8,19.303,0.689,0.488,1.177,NGC 4594,S0,11.8,20.5329
"5,425.54",45.69,19.076,0.715,0.512,1.227,NGC 4594,S0,11.8,19.2967
"2,787.3",63.98,21.043,0.536,0.443,0.979,NGC 4594,S0,11.8,19.9044
"5,393.41",92.08,21.676,0.729,0.433,1.162,NGC 4594,S0,11.8,19.0689
"4,374.13",97.98,21.554,0.77,0.53,1.3,NGC 4594,S0,11.8,18.5251
"6,869.84",177.18,21.622,0.558,0.418,0.976,NGC 4594,S0,11.8,21.159
207.48,195.46,20.08,0.658,0.506,1.164,NGC 4594,S0,11.8,25.5955
"5,121.62",196.85,21.305,0.707,0.496,1.203,NGC 4594,S0,11.8,18.3842
311.26,214.66,20.218,0.881,0.628,1.509,NGC 4594,S0,11.8,25.22
565.63,216.29,21.681,0.662,0.407,1.069,NGC 4594,S0,11.8,24.4553
"6,803.1",235.71,19.992,0.933,0.655,1.588,NGC 4594,S0,11.8,20.793
"3,633.34",299.2,22.087,0.66,0.483,1.143,NGC 4594,S0,11.8,17.9478
"5,073.43",311.75,21.633,0.627,0.354,0.981,NGC 4594,S0,11.8,17.8583
"7,855.28",411.94,21.99,0.642,0.373,1.015,NGC 4594,S0,11.8,22.8584
"5,149.9",415.67,19.538,0.713,0.43,1.143,NGC 4594,S0,11.8,17.4757
"2,190.96",434.52,19.559,0.591,0.409,1,NGC 4594,S0,11.8,19.5312
"7,456.1",467.62,19.889,0.853,0.584,1.437,NGC 4594,S0,11.8,21.5632
"2,124.36",489.37,22.051,0.649,0.373,1.022,NGC 4594,S0,11.8,19.4685
"4,445.68",526.06,21.4,0.59,0.359,0.949,NGC 4594,S0,11.8,16.6767
"3,206.71",563.18,20.877,0.977,0.663,1.64,NGC 4594,S0,11.8,17.2791
"1,333.45",565.31,22.62,0.854,0.529,1.383,NGC 4594,S0,11.8,21.1436
350.58,572.46,19.343,0.733,0.432,1.165,NGC 4594,S0,11.8,24.0204
"7,048.84",612.66,22.095,0.654,0.436,1.09,NGC 4594,S0,11.8,19.9989
"2,466.68",632.63,22.408,0.815,0.494,1.309,NGC 4594,S0,11.8,18.2139
848.16,636.64,21.817,0.653,0.466,1.119,NGC 4594,S0,11.8,22.2962
449.63,723.26,22.676,0.491,0.476,0.967,NGC 4594,S0,11.8,23.2636
"3,227.76",732.4,19.605,0.655,0.464,1.119,NGC 4594,S0,11.8,16.5545
"8,006.52",733.51,22.097,0.626,0.435,1.061,NGC 4594,S0,11.8,22.2869
"6,128.05",775.49,21.536,0.816,0.486,1.302,NGC 4594,S0,11.8,17.3436
"2,002.47",837.42,19.206,0.674,0.449,1.123,NGC 4594,S0,11.8,18.4774
"1,574.1",852.72,19.654,0.958,0.623,1.581,NGC 4594,S0,11.8,19.5249
"4,196.45",883.69,20.639,0.573,0.356,0.929,NGC 4594,S0,11.8,15.1488
"1,689.4",917.91,19.973,0.94,0.618,1.558,NGC 4594,S0,11.8,18.9946
"4,241.68",921.58,19.433,0.801,0.422,1.223,NGC 4594,S0,11.8,14.976
"4,112.98",929.33,19.266,0.676,0.427,1.103,NGC 4594,S0,11.8,14.9755
"5,566.42",933.68,20.917,0.547,0.42,0.967,NGC 4594,S0,11.8,15.7748
"8,181.72",939.11,20.618,0.83,0.578,1.408,NGC 4594,S0,11.8,22.2218
"1,218.18",951.46,20.871,0.607,0.392,0.999,NGC 4594,S0,11.8,20.21
"5,262.04","1,028.13",20.897,0.668,0.425,1.093,NGC 4594,S0,11.8,14.9988
"1,382.51","1,035.22",21.467,0.773,0.488,1.261,NGC 4594,S0,11.8,19.463
"4,590.68","1,054.56",21.886,0.676,0.418,1.094,NGC 4594,S0,11.8,14.4176
"2,282.19","1,073.51",21.928,0.558,0.442,1,NGC 4594,S0,11.8,16.9612
518.58,"1,084.41",21.42,0.831,0.618,1.449,NGC 4594,S0,11.8,22.0087
"3,567.74","1,118.89",21.49,0.566,0.361,0.927,NGC 4594,S0,11.8,14.546
"6,619.72","1,117.79",22.292,0.999,0.613,1.612,NGC 4594,S0,11.8,17.135
"7,597.45","1,130.71",22.073,0.569,0.33,0.899,NGC 4594,S0,11.8,19.8108
"6,218.83","1,135.81",20.186,0.725,0.43,1.155,NGC 4594,S0,11.8,16.1441
"5,186.66","1,143.05",22.047,0.775,0.511,1.286,NGC 4594,S0,11.8,14.4355
"6,306.35","1,148.43",22.585,0.673,0.525,1.198,NGC 4594,S0,11.8,16.288
"3,489.31","1,180.96",19.52,0.676,0.444,1.12,NGC 4594,S0,11.8,14.3741
"7,096.74","1,180.68",19.254,0.869,0.56,1.429,NGC 4594,S0,11.8,18.179
"6,172.98","1,187.67",21.057,0.681,0.404,1.085,NGC 4594,S0,11.8,15.8504
"4,802.96","1,220.52",22.242,0.779,0.519,1.298,NGC 4594,S0,11.8,13.7928
"4,315.39","1,282.76",19.695,0.577,0.393,0.97,NGC 4594,S0,11.8,13.4053
"4,575.72","1,309.72",21.179,0.678,0.433,1.111,NGC 4594,S0,11.8,13.312
"6,656.23","1,308.51",22.529,0.685,0.399,1.084,NGC 4594,S0,11.8,16.5537
"4,905.72","1,311.05",22.331,0.944,0.547,1.491,NGC 4594,S0,11.8,13.4726
"4,359.85","1,330.38",20.718,0.848,0.549,1.397,NGC 4594,S0,11.8,13.1966
"7,642.18","1,331.68",20.296,0.609,0.402,1.011,NGC 4594,S0,11.8,19.3421
"7,483.38","1,366.67",21.007,0.694,0.44,1.134,NGC 4594,S0,11.8,18.7377
"2,187.32","1,374.28",20.492,0.671,0.4,1.071,NGC 4594,S0,11.8,16.1233
"5,626.58","1,417.09",19.422,0.789,0.481,1.27,NGC 4594,S0,11.8,13.9109
"6,614.59","1,425.93",20.728,0.577,0.448,1.025,NGC 4594,S0,11.8,16.0374
"3,813.14","1,436.55",19.578,0.728,0.47,1.198,NGC 4594,S0,11.8,12.9752
"3,491.21","1,439.02",22.608,0.918,0.572,1.49,NGC 4594,S0,11.8,13.3022
"4,936.41","1,491.34",21.846,0.633,0.469,1.102,NGC 4594,S0,11.8,12.7285
"7,616.09","1,493.75",21.12,0.585,0.398,0.983,NGC 4594,S0,11.8,18.7836
"5,055.07","1,510.5",22.378,0.619,0.44,1.059,NGC 4594,S0,11.8,12.7548
333.05,"1,548.61",21.06,0.694,0.467,1.161,NGC 4594,S0,11.8,21.4287
264.94,"1,597.25",21.695,0.957,0.654,1.611,NGC 4594,S0,11.8,21.5545
"6,588.85","1,604.59",21.999,0.84,0.547,1.387,NGC 4594,S0,11.8,15.3563
"2,793.28","1,642.82",21.3,0.622,0.455,1.077,NGC 4594,S0,11.8,13.7109
"4,859.15","1,661.32",22.312,0.858,0.448,1.306,NGC 4594,S0,11.8,11.9443
695.71,"1,698.11",21.535,0.655,0.457,1.112,NGC 4594,S0,11.8,19.774
"1,466.54","1,723.49",22.382,1.047,0.514,1.561,NGC 4594,S0,11.8,17.1046
"3,112.49","1,732.96",19.043,0.575,0.391,0.966,NGC 4594,S0,11.8,12.7168
"8,224.34","1,735.64",21.249,0.734,0.433,1.167,NGC 4594,S0,11.8,20.215
"7,375.36","1,774.56",21.755,0.928,0.563,1.491,NGC 4594,S0,11.8,17.1924
"3,453.09","1,778.82",20.789,0.634,0.467,1.101,NGC 4594,S0,11.8,11.9617
"8,441.76","1,779.62",19.086,0.763,0.458,1.221,NGC 4594,S0,11.8,20.8957
"3,234.03","1,784.59",21.566,0.591,0.408,0.999,NGC 4594,S0,11.8,12.2929
"5,680.44","1,783.41",19.532,0.899,0.569,1.468,NGC 4594,S0,11.8,12.5653
"5,810.97","1,787.98",22.122,0.579,0.339,0.918,NGC 4594,S0,11.8,12.8114
"7,317.51","1,801.09",21.93,0.65,0.384,1.034,NGC 4594,S0,11.8,16.9273
"8,283.33","1,813.15",22.308,0.609,0.47,1.079,NGC 4594,S0,11.8,20.2392
"5,101.14","1,818.9",21.84,0.545,0.457,1.002,NGC 4594,S0,11.8,11.5112
"6,518.87","1,832.94",20.762,0.814,0.528,1.342,NGC 4594,S0,11.8,14.3964
"4,751.81","1,840.97",21.859,0.557,0.351,0.908,NGC 4594,S0,11.8,11.103
"2,753.46","1,853.7",21.148,0.556,0.454,1.01,NGC 4594,S0,11.8,13.027
"4,349.79","1,854.89",22.19,0.713,0.412,1.125,NGC 4594,S0,11.8,10.9293
332.23,"1,862.63",19.467,0.977,0.66,1.637,NGC 4594,S0,11.8,20.6915
"2,460.4","1,861.32",20.585,0.549,0.453,1.002,NGC 4594,S0,11.8,13.7339
341.29,"1,869.87",19.178,0.906,0.598,1.504,NGC 4594,S0,11.8,20.6417
"4,368.77","1,903.26",22.249,0.54,0.476,1.016,NGC 4594,S0,11.8,10.7193
"5,851.26","1,924.62",22.409,0.742,0.42,1.162,NGC 4594,S0,11.8,12.3847
"3,316.41","1,974.13",22.626,0.668,0.508,1.176,NGC 4594,S0,11.8,11.4006
"3,673.08","1,980.72",21.723,0.734,0.54,1.274,NGC 4594,S0,11.8,10.8354
"3,725.17","1,993.24",19.184,0.767,0.538,1.305,NGC 4594,S0,11.8,10.7209
"2,868.86","2,000.44",19.095,0.923,0.609,1.532,NGC 4594,S0,11.8,12.2242
"8,251.75","1,997.58",19.649,0.785,0.54,1.325,NGC 4594,S0,11.8,19.6922
"2,303.56","2,023.37",22.529,0.722,0.501,1.223,NGC 4594,S0,11.8,13.6286
234.48,"2,053.5",20.29,0.634,0.429,1.063,NGC 4594,S0,11.8,20.6421
"1,753.79","2,069.45",20.487,0.715,0.467,1.182,NGC 4594,S0,11.8,15.1844
"4,271.55","2,072.51",19.67,0.759,0.483,1.242,NGC 4594,S0,11.8,9.99971
"6,175.12","2,100.06",20.701,0.649,0.437,1.086,NGC 4594,S0,11.8,12.5549
"8,444.58","2,114.51",19.676,0.729,0.484,1.213,NGC 4594,S0,11.8,20.1568
"7,147.13","2,128.36",21.661,0.826,0.46,1.286,NGC 4594,S0,11.8,15.4433
"5,438.98","2,144.34",22.451,0.721,0.472,1.193,NGC 4594,S0,11.8,10.6998
"2,260.12","2,150.2",22.763,1.043,0.641,1.684,NGC 4594,S0,11.8,13.3548
"5,798.85","2,195.49",21.96,0.685,0.438,1.123,NGC 4594,S0,11.8,11.2669
"7,386.79",2194,22.489,0.78,0.464,1.244,NGC 4594,S0,11.8,16.0937
"6,675.92","2,203.35",20.639,0.607,0.427,1.034,NGC 4594,S0,11.8,13.6905
"8,124.35","2,214.15",21.247,0.744,0.483,1.227,NGC 4594,S0,11.8,18.7334
"2,905.24","2,222.69",20.654,0.548,0.404,0.952,NGC 4594,S0,11.8,11.3389
"1,237.53","2,227.88",21.187,0.932,0.601,1.533,NGC 4594,S0,11.8,16.5426
"6,368.93","2,223.34",19.29,0.74,0.443,1.183,NGC 4594,S0,11.8,12.6928
"3,204.88","2,230.49",21.415,0.85,0.512,1.362,NGC 4594,S0,11.8,10.6257
"2,551.65","2,232.13",19.441,0.664,0.511,1.175,NGC 4594,S0,11.8,12.2438
"4,052.56","2,243.82",22.48,0.73,0.572,1.302,NGC 4594,S0,11.8,9.36003
"2,777.59","2,247.11",20.456,0.559,0.426,0.985,NGC 4594,S0,11.8,11.5781
"5,699.68","2,245.41",19.382,0.562,0.38,0.942,NGC 4594,S0,11.8,10.8538
"5,597.09","2,255.38",21.813,0.915,0.59,1.505,NGC 4594,S0,11.8,10.5894
"8,099.38","2,260.89",22.465,0.574,0.389,0.963,NGC 4594,S0,11.8,18.5379
"5,205.53","2,267.79",20.37,0.732,0.484,1.216,NGC 4594,S0,11.8,9.80785
