"bx","by","V","BV","VR","BR","galaxy_name","host_galaxy_group_type","host_galaxy_mass","galcen_radius"
8115.22,6814.33,22.302,0.781,0.46,1.241,"NGC4594","S0",11.8,19.2084
7809.59,6818.69,19.192,0.971,0.642,1.613,"NGC4594","S0",11.8,18.1239
4945.62,6822.3,19.657,0.806,0.518,1.324,"NGC4594","S0",11.8,10.8027
7644.63,6821.89,21.814,0.795,0.442,1.237,"NGC4594","S0",11.8,17.5546
2194.74,6830.04,20.693,0.58,0.414,0.994,"NGC4594","S0",11.8,14.3043
3622.19,6827.97,22.639,0.922,0.529,1.451,"NGC4594","S0",11.8,11.1169
493.26,6840.34,19.428,0.833,0.547,1.38,"NGC4594","S0",11.8,20.0548
5731.59,6857.22,20.892,0.592,0.471,1.063,"NGC4594","S0",11.8,12.1385
2500.45,6887.67,21.766,0.852,0.542,1.394,"NGC4594","S0",11.8,13.6455
1594.44,6910.3,22.438,0.773,0.528,1.301,"NGC4594","S0",11.8,16.4026
2270.94,6912.5,20.624,0.999,0.66,1.659,"NGC4594","S0",11.8,14.3551
5418.4,6914.72,22.18,0.806,0.58,1.386,"NGC4594","S0",11.8,11.7895
3654,6922.24,22.169,0.615,0.453,1.068,"NGC4594","S0",11.8,11.4657
5683.71,6920.04,18.956,0.816,0.523,1.339,"NGC4594","S0",11.8,12.2833
3341.82,6924.01,21.623,0.649,0.482,1.131,"NGC4594","S0",11.8,11.9324
6783.53,6930.63,21.988,0.634,0.375,1.009,"NGC4594","S0",11.8,15.078
977.35,6942.8,19.891,0.613,0.421,1.034,"NGC4594","S0",11.8,18.5697
6099.01,6940.47,22.406,0.886,0.566,1.452,"NGC4594","S0",11.8,13.265
7339.65,6958.88,20.603,0.649,0.473,1.122,"NGC4594","S0",11.8,16.8979
3610.87,6966.19,21.12,0.654,0.508,1.162,"NGC4594","S0",11.8,11.7024
4178.53,6988.89,22.802,0.835,0.627,1.462,"NGC4594","S0",11.8,11.3172
7447.33,6987.79,22.337,0.666,0.385,1.051,"NGC4594","S0",11.8,17.3325
8441.27,6989.31,22.573,0.878,0.509,1.387,"NGC4594","S0",11.8,20.8039
1079.72,7006.14,21.345,0.727,0.492,1.219,"NGC4594","S0",11.8,18.3839
1423.54,7015.53,21.841,0.557,0.464,1.021,"NGC4594","S0",11.8,17.2614
2439.94,7014.4,22.208,1.005,0.636,1.641,"NGC4594","S0",11.8,14.2425
6427.86,7034.08,21.486,0.598,0.418,1.016,"NGC4594","S0",11.8,14.4213
8399.72,7044.49,22.202,0.853,0.439,1.292,"NGC4594","S0",11.8,20.7827
8237.28,7054.01,22.12,0.979,0.506,1.485,"NGC4594","S0",11.8,20.2228
5904.68,7059.25,20.082,0.91,0.565,1.475,"NGC4594","S0",11.8,13.2633
3631.94,7069.84,19.734,0.662,0.488,1.15,"NGC4594","S0",11.8,12.1058
3320.24,7086.6,22.673,0.553,0.511,1.064,"NGC4594","S0",11.8,12.6192
2189.34,7101.44,20.714,0.605,0.503,1.108,"NGC4594","S0",11.8,15.212
7960.68,7109.58,21.532,0.677,0.414,1.091,"NGC4594","S0",11.8,19.394
2155.68,7186.46,19.408,1.003,0.688,1.691,"NGC4594","S0",11.8,15.5905
5916.73,7188.49,21.748,0.783,0.52,1.303,"NGC4594","S0",11.8,13.777
6032.84,7196.64,22.43,0.611,0.445,1.056,"NGC4594","S0",11.8,14.0531
3204.38,7239.36,20.426,0.717,0.47,1.187,"NGC4594","S0",11.8,13.4235
3085.85,7243.57,21.619,0.62,0.403,1.023,"NGC4594","S0",11.8,13.6494
5741.13,7252.97,22.121,0.859,0.51,1.369,"NGC4594","S0",11.8,13.6847
1040.54,7264.2,19.866,0.664,0.448,1.112,"NGC4594","S0",11.8,19.2264
7549.27,7262.06,21.064,0.679,0.468,1.147,"NGC4594","S0",11.8,18.4452
5954.91,7266.54,22.329,0.779,0.492,1.271,"NGC4594","S0",11.8,14.1519
2345.19,7274.18,22.017,0.696,0.468,1.164,"NGC4594","S0",11.8,15.3948
5233.64,7277.56,22.605,0.763,0.571,1.334,"NGC4594","S0",11.8,13.0152
3057.16,7294.87,22.398,0.644,0.45,1.094,"NGC4594","S0",11.8,13.9036
4134.49,7294.31,21.898,0.667,0.39,1.057,"NGC4594","S0",11.8,12.6505
5719.9,7295.1,19.328,0.638,0.418,1.056,"NGC4594","S0",11.8,13.8117
4454.54,7320.23,21.224,0.797,0.591,1.388,"NGC4594","S0",11.8,12.7055
7610.6,7326.17,22.033,0.789,0.549,1.338,"NGC4594","S0",11.8,18.8276
3897.26,7329.6,21.634,0.656,0.394,1.05,"NGC4594","S0",11.8,12.9408
5455.19,7329.39,22.527,0.795,0.509,1.304,"NGC4594","S0",11.8,13.5208
6563.85,7359.87,20.995,0.564,0.387,0.951,"NGC4594","S0",11.8,15.8996
910.74,7368.08,22.368,0.653,0.517,1.17,"NGC4594","S0",11.8,19.9484
3803.96,7377.8,21.45,0.781,0.481,1.262,"NGC4594","S0",11.8,13.2215
5374.69,7426.31,22.777,0.906,0.615,1.521,"NGC4594","S0",11.8,13.8064
1592.88,7448.43,21.735,0.604,0.515,1.119,"NGC4594","S0",11.8,18.05
2354.1,7450.29,22.408,0.593,0.487,1.08,"NGC4594","S0",11.8,16.0001
2233.91,7457.42,22.448,0.767,0.576,1.343,"NGC4594","S0",11.8,16.3227
7522.51,7455.55,19.885,0.904,0.578,1.482,"NGC4594","S0",11.8,18.934
1191.59,7473.76,20.581,0.551,0.379,0.93,"NGC4594","S0",11.8,19.3502
5008,7475.45,22.425,0.803,0.546,1.349,"NGC4594","S0",11.8,13.6207
1486.56,7484.24,21.872,0.79,0.584,1.374,"NGC4594","S0",11.8,18.4789
3201.63,7481.94,22.783,0.926,0.613,1.539,"NGC4594","S0",11.8,14.4011
4989.78,7492.17,22.383,0.883,0.642,1.525,"NGC4594","S0",11.8,13.677
5005.04,7491.81,22.467,0.992,0.679,1.671,"NGC4594","S0",11.8,13.6877
3845.45,7518.77,21.443,0.685,0.489,1.174,"NGC4594","S0",11.8,13.7864
2080.79,7556.45,21.807,0.891,0.589,1.48,"NGC4594","S0",11.8,17.0608
5936.2,7558.07,22.682,0.727,0.478,1.205,"NGC4594","S0",11.8,15.2362
6955.84,7575.17,21.282,0.888,0.544,1.432,"NGC4594","S0",11.8,17.6681
602.73,7583.14,21.25,0.545,0.445,0.99,"NGC4594","S0",11.8,21.5736
5800.89,7594.38,20.728,0.708,0.42,1.128,"NGC4594","S0",11.8,15.1348
6593.63,7639.4,20.11,0.636,0.467,1.103,"NGC4594","S0",11.8,16.9614
5901.85,7671.4,22.033,0.666,0.524,1.19,"NGC4594","S0",11.8,15.6161
2491.14,7675.8,21.662,0.761,0.556,1.317,"NGC4594","S0",11.8,16.5115
7688.43,7672.61,22.275,0.73,0.435,1.165,"NGC4594","S0",11.8,20.1028
2416.32,7681.67,19.258,0.984,0.647,1.631,"NGC4594","S0",11.8,16.6999
5506.65,7683.34,20.758,0.556,0.356,0.912,"NGC4594","S0",11.8,15.0384
3933.34,7688.37,21.404,0.877,0.577,1.454,"NGC4594","S0",11.8,14.4489
539.3,7737.76,22.091,0.653,0.544,1.197,"NGC4594","S0",11.8,22.2189
8239.09,7776.96,21.883,0.736,0.454,1.19,"NGC4594","S0",11.8,22.1512
7883.9,7787.44,18.977,0.965,0.657,1.622,"NGC4594","S0",11.8,21.0531
8178.77,7799.23,22.617,1.059,0.547,1.606,"NGC4594","S0",11.8,22.0199
7724.58,7828.66,19.255,0.613,0.428,1.041,"NGC4594","S0",11.8,20.6919
7689.43,7852.68,22.49,0.945,0.649,1.594,"NGC4594","S0",11.8,20.6613
5474.07,7882.4,20.597,0.611,0.425,1.036,"NGC4594","S0",11.8,15.8148
4843.03,7904.95,22.247,0.658,0.431,1.089,"NGC4594","S0",11.8,15.3442
5815.42,7915,22.1,0.875,0.511,1.386,"NGC4594","S0",11.8,16.4368
654.34,7935.76,19.968,0.71,0.456,1.166,"NGC4594","S0",11.8,22.4243
5292.63,7944.09,22.489,0.894,0.509,1.403,"NGC4594","S0",11.8,15.8631
2847.94,7947.57,21.402,0.666,0.407,1.073,"NGC4594","S0",11.8,16.8549
6890.46,7964.85,22.012,0.611,0.382,0.993,"NGC4594","S0",11.8,18.8457
5378.94,7969.23,22.1,0.502,0.413,0.915,"NGC4594","S0",11.8,16.0617
4710.34,7973.53,22.235,0.688,0.514,1.202,"NGC4594","S0",11.8,15.581
2126.5,7994.92,20.375,0.651,0.392,1.043,"NGC4594","S0",11.8,18.5183
3451.36,7997.8,22.583,0.883,0.543,1.426,"NGC4594","S0",11.8,16.187
4335.05,8027.29,21.172,0.844,0.614,1.458,"NGC4594","S0",11.8,15.7657
7177.15,8030.54,19.707,0.887,0.61,1.497,"NGC4594","S0",11.8,19.8055
5041.67,8043.65,20.41,0.648,0.448,1.096,"NGC4594","S0",11.8,16.0619
956.37,8056.24,20.976,0.641,0.507,1.148,"NGC4594","S0",11.8,21.8659
2652.68,8074.63,22.72,0.699,0.55,1.249,"NGC4594","S0",11.8,17.7099
4490.55,8078.59,22.416,0.512,0.459,0.971,"NGC4594","S0",11.8,15.9865
7939.25,8095.5,21.504,0.562,0.357,0.919,"NGC4594","S0",11.8,22.1654
7122.96,8100.74,19.222,0.534,0.383,0.917,"NGC4594","S0",11.8,19.9076
4509.06,8112.5,22.108,1.042,0.585,1.627,"NGC4594","S0",11.8,16.1348
2123.63,8124.4,22.379,0.969,0.575,1.544,"NGC4594","S0",11.8,19.0011
4380.33,8125.41,20.982,0.6,0.463,1.063,"NGC4594","S0",11.8,16.1867
4247.1,8127.2,20.297,0.82,0.473,1.293,"NGC4594","S0",11.8,16.2107
4865.25,8128.37,20.982,0.912,0.548,1.46,"NGC4594","S0",11.8,16.3142
5994.58,8175.05,20.676,0.522,0.387,0.909,"NGC4594","S0",11.8,17.7692
2320.45,8179.09,21.864,0.872,0.612,1.484,"NGC4594","S0",11.8,18.7746
4741.12,8193.3,22.177,0.61,0.454,1.064,"NGC4594","S0",11.8,16.5386
7505.98,8191.54,22.248,0.791,0.541,1.332,"NGC4594","S0",11.8,21.2326
7067.4,8201.9,19.593,0.552,0.402,0.954,"NGC4594","S0",11.8,20.1225
1012.26,8208.37,22.68,0.683,0.491,1.174,"NGC4594","S0",11.8,22.1884
7970.59,8206,21.108,0.662,0.442,1.104,"NGC4594","S0",11.8,22.6047
6194.47,8214.06,21.602,0.751,0.458,1.209,"NGC4594","S0",11.8,18.2732
5991.68,8215.52,21.137,0.648,0.514,1.162,"NGC4594","S0",11.8,17.9257
1492.67,8227.58,21.892,0.664,0.447,1.111,"NGC4594","S0",11.8,20.9233
5515.99,8241.46,20.872,0.735,0.462,1.197,"NGC4594","S0",11.8,17.3533
8139.25,8239.22,22.198,0.934,0.557,1.491,"NGC4594","S0",11.8,23.2125
8143.55,8256.2,21.74,0.909,0.524,1.433,"NGC4594","S0",11.8,23.2779
640.81,8276.08,22.421,0.997,0.557,1.554,"NGC4594","S0",11.8,23.5035
5470.93,8272.75,22.365,0.614,0.495,1.109,"NGC4594","S0",11.8,17.431
7312.5,8279.83,20.251,0.637,0.436,1.073,"NGC4594","S0",11.8,21.0166
504.45,8294.85,20.794,0.739,0.487,1.226,"NGC4594","S0",11.8,23.9777
818.8,8322.51,22.009,0.631,0.467,1.098,"NGC4594","S0",11.8,23.1195
4314.3,4904.66,18.975,0.699,0.516,1.215,"NGC4594","S0",11.8,2.29068
4301.48,5009.75,22.508,0.609,0.468,1.077,"NGC4594","S0",11.8,2.7485
4360.36,5068.23,21.671,0.683,0.535,1.218,"NGC4594","S0",11.8,2.97208
4459.01,3580.58,21.608,0.6,0.51,1.11,"NGC4594","S0",11.8,3.47753
4300.62,3656.97,22.026,0.619,0.467,1.086,"NGC4594","S0",11.8,3.16253
4318.4,3674.62,21.379,0.671,0.507,1.178,"NGC4594","S0",11.8,3.07763
4473.69,3696.35,21.828,0.958,0.659,1.617,"NGC4594","S0",11.8,2.98518
4276.03,3745.45,22.563,0.687,0.364,1.051,"NGC4594","S0",11.8,2.80165
4301.1,3808.6,22.427,0.963,0.521,1.484,"NGC4594","S0",11.8,2.51404
4500.22,3832.7,21.833,0.886,0.583,1.469,"NGC4594","S0",11.8,2.41885
4337.03,3847.87,21.539,0.916,0.587,1.503,"NGC4594","S0",11.8,2.32456
4299.33,3872.91,22.029,0.683,0.53,1.213,"NGC4594","S0",11.8,2.24185
4516.83,3903.11,22.161,0.814,0.609,1.423,"NGC4594","S0",11.8,2.13671
4264.09,4035.43,21.572,0.975,0.601,1.576,"NGC4594","S0",11.8,1.60645
4722.44,4037.03,22.388,0.944,0.569,1.513,"NGC4594","S0",11.8,2.0551
4595.84,4038.24,22.013,0.67,0.483,1.153,"NGC4594","S0",11.8,1.71966
4703.71,4043.4,21.847,0.718,0.422,1.14,"NGC4594","S0",11.8,1.97952
4153.35,4047.7,20.713,0.642,0.45,1.092,"NGC4594","S0",11.8,1.79168
4559.87,4048.25,20.204,0.829,0.514,1.343,"NGC4594","S0",11.8,1.60775
4239.67,4050.63,21.052,0.718,0.417,1.135,"NGC4594","S0",11.8,1.58802
4277.56,4050.22,21.061,0.603,0.46,1.063,"NGC4594","S0",11.8,1.52622
4642.51,4061.71,21.546,0.934,0.566,1.5,"NGC4594","S0",11.8,1.74792
4582.27,4087.8,21.658,0.783,0.522,1.305,"NGC4594","S0",11.8,1.50521
4061.16,4132.52,21.512,0.607,0.498,1.105,"NGC4594","S0",11.8,1.81538
4088.49,4146.88,20.364,0.836,0.549,1.385,"NGC4594","S0",11.8,1.68348
4663.61,4156.31,21.256,0.983,0.633,1.616,"NGC4594","S0",11.8,1.51237
4708.72,4156.43,20.901,0.75,0.509,1.259,"NGC4594","S0",11.8,1.66635
4183.69,4178.52,21.244,0.673,0.52,1.193,"NGC4594","S0",11.8,1.27992
4234.67,4174.16,21.325,0.933,0.566,1.499,"NGC4594","S0",11.8,1.14437
4582.25,4179.52,22.55,0.796,0.544,1.34,"NGC4594","S0",11.8,1.1873
4246.76,4183.76,21.694,0.659,0.358,1.017,"NGC4594","S0",11.8,1.07955
4055.02,4189.98,21.708,0.951,0.576,1.527,"NGC4594","S0",11.8,1.7039
4160.64,4192.95,21.344,0.84,0.486,1.326,"NGC4594","S0",11.8,1.31479
4537.95,4198.6,19.454,1.012,0.588,1.6,"NGC4594","S0",11.8,1.00015
4725.15,4203.07,21.042,1.024,0.539,1.563,"NGC4594","S0",11.8,1.6181
4623.44,4223.58,21.389,0.658,0.488,1.146,"NGC4594","S0",11.8,1.19516
4644.35,4221.06,22.223,0.637,0.492,1.129,"NGC4594","S0",11.8,1.27652
4550.39,4221.75,21.962,0.983,0.68,1.663,"NGC4594","S0",11.8,0.958789
4112.57,4226.1,22.496,0.915,0.58,1.495,"NGC4594","S0",11.8,1.41047
4173.34,4229.66,22.685,0.988,0.683,1.671,"NGC4594","S0",11.8,1.177
4137.3,4239.09,21.305,0.82,0.587,1.407,"NGC4594","S0",11.8,1.28962
4599.5,4243,22.305,0.923,0.598,1.521,"NGC4594","S0",11.8,1.06156
4140.48,4257.35,21.448,0.628,0.513,1.141,"NGC4594","S0",11.8,1.24158
4710.35,4259.5,20.878,0.858,0.577,1.435,"NGC4594","S0",11.8,1.4553
4286.1,4265.31,20.603,0.747,0.524,1.271,"NGC4594","S0",11.8,0.701352
4521.89,4268.49,20.238,0.957,0.581,1.538,"NGC4594","S0",11.8,0.728094
4588.19,4269.18,21.949,0.825,0.582,1.407,"NGC4594","S0",11.8,0.958653
4140.85,4280.29,22.762,1.099,0.606,1.705,"NGC4594","S0",11.8,1.20077
4268.6,4283.33,21.327,0.931,0.455,1.386,"NGC4594","S0",11.8,0.706611
4252.42,4288.9,21.061,0.909,0.527,1.436,"NGC4594","S0",11.8,0.750598
4513.67,4311.57,20.122,0.716,0.501,1.217,"NGC4594","S0",11.8,0.586183
4045.65,4325.62,19.749,0.673,0.507,1.18,"NGC4594","S0",11.8,1.55063
4640.32,4324.68,21.903,0.838,0.551,1.389,"NGC4594","S0",11.8,1.07878
4278.96,4333.07,21.514,0.846,0.587,1.433,"NGC4594","S0",11.8,0.560604
4278.92,4333.04,21.514,0.841,0.587,1.428,"NGC4594","S0",11.8,0.560813
4523.69,4335.67,22.33,1.071,0.575,1.646,"NGC4594","S0",11.8,0.579335
4284.32,4345.56,21.255,0.853,0.433,1.286,"NGC4594","S0",11.8,0.520516
4511.95,4342.32,22.429,1.079,0.675,1.754,"NGC4594","S0",11.8,0.521507
4125.87,4354.54,20.814,0.864,0.6,1.464,"NGC4594","S0",11.8,1.18974
4679.57,4356.47,21.153,0.916,0.589,1.505,"NGC4594","S0",11.8,1.2244
4571.99,4358.28,21.834,0.94,0.526,1.466,"NGC4594","S0",11.8,0.759464
4195.65,4361.67,20.658,0.966,0.544,1.51,"NGC4594","S0",11.8,0.885488
4710.51,4362.16,21.058,0.926,0.59,1.516,"NGC4594","S0",11.8,1.35626
4641.15,4366.8,20.385,0.918,0.584,1.502,"NGC4594","S0",11.8,1.05446
4616.56,4369.1,20.989,0.871,0.542,1.413,"NGC4594","S0",11.8,0.947273
4151.23,4379.48,21.269,0.762,0.566,1.328,"NGC4594","S0",11.8,1.07429
4678.61,4384.35,22.132,0.838,0.578,1.416,"NGC4594","S0",11.8,1.21457
4298.57,4388.13,21.672,0.826,0.467,1.293,"NGC4594","S0",11.8,0.435713
4179.32,4397.09,21.821,0.84,0.603,1.443,"NGC4594","S0",11.8,0.954891
4195.08,4394.41,22.257,1.048,0.616,1.664,"NGC4594","S0",11.8,0.885831
4578.29,4393.8,22.746,1.097,0.55,1.647,"NGC4594","S0",11.8,0.780533
4032.85,4405.16,21.528,0.848,0.603,1.451,"NGC4594","S0",11.8,1.59169
4617.46,4407.25,21.808,0.922,0.609,1.531,"NGC4594","S0",11.8,0.954776
4694.33,4420.26,20.1,0.662,0.474,1.136,"NGC4594","S0",11.8,1.29246
4612.93,4422.82,21.336,0.836,0.561,1.397,"NGC4594","S0",11.8,0.945062
4752.62,4428.71,22.286,0.549,0.45,0.999,"NGC4594","S0",11.8,1.54784
4532.88,4439.98,21.789,0.816,0.547,1.363,"NGC4594","S0",11.8,0.632246
4108.31,4452.12,19.362,0.654,0.481,1.135,"NGC4594","S0",11.8,1.29788
4250.45,4470.71,21.033,0.701,0.48,1.181,"NGC4594","S0",11.8,0.750613
4665.8,4472.52,19.176,0.564,0.456,1.02,"NGC4594","S0",11.8,1.22106
4202.8,4486.5,21.478,0.996,0.603,1.599,"NGC4594","S0",11.8,0.96478
4296.68,4492.77,22.177,0.619,0.457,1.076,"NGC4594","S0",11.8,0.65356
4034.92,4493.09,22.156,0.923,0.524,1.447,"NGC4594","S0",11.8,1.65272
4228.92,4496.2,22.294,1.03,0.532,1.562,"NGC4594","S0",11.8,0.888937
4548.87,4496.38,21.893,0.832,0.608,1.44,"NGC4594","S0",11.8,0.815371
4611,4502.22,20.571,0.996,0.621,1.617,"NGC4594","S0",11.8,1.0549
4248.64,4507.43,21.77,0.802,0.539,1.341,"NGC4594","S0",11.8,0.849404
4229.78,4513.29,20.949,0.958,0.524,1.482,"NGC4594","S0",11.8,0.929301
4050.63,4511.36,21.731,0.898,0.541,1.439,"NGC4594","S0",11.8,1.61361
4634.64,4529.38,20.71,0.786,0.544,1.33,"NGC4594","S0",11.8,1.20259
4541.34,4529.62,20.435,0.776,0.511,1.287,"NGC4594","S0",11.8,0.886082
4178.35,4560.39,21.916,0.797,0.481,1.278,"NGC4594","S0",11.8,1.23151
4244.79,4559.79,21.569,0.914,0.565,1.479,"NGC4594","S0",11.8,1.02065
4061.6,4561.98,22.378,0.926,0.625,1.551,"NGC4594","S0",11.8,1.66062
4611.43,4565.18,21.662,0.854,0.47,1.324,"NGC4594","S0",11.8,1.21255
4541.44,4574.78,22.576,0.934,0.664,1.598,"NGC4594","S0",11.8,1.03513
4556.44,4584.72,21.988,0.81,0.497,1.307,"NGC4594","S0",11.8,1.10856
4520.48,4593.27,21.831,0.792,0.535,1.327,"NGC4594","S0",11.8,1.05215
4540.39,4599.05,21.854,0.843,0.491,1.334,"NGC4594","S0",11.8,1.1185
4569.76,4614.53,22.071,0.581,0.506,1.087,"NGC4594","S0",11.8,1.24588
4173.94,4625.54,20.295,0.7,0.495,1.195,"NGC4594","S0",11.8,1.43882
4084.57,4632.56,20.519,0.961,0.607,1.568,"NGC4594","S0",11.8,1.7456
4226.62,4636.52,20.139,0.752,0.464,1.216,"NGC4594","S0",11.8,1.33278
4183.88,4642.81,21.594,0.735,0.536,1.271,"NGC4594","S0",11.8,1.46658
4307.16,4657.18,21.038,1.024,0.624,1.648,"NGC4594","S0",11.8,1.25577
4093.76,4664.64,20.52,0.859,0.566,1.425,"NGC4594","S0",11.8,1.80583
4211.09,4666.21,21.015,0.801,0.47,1.271,"NGC4594","S0",11.8,1.47726
4056.59,4673.37,20.588,0.755,0.482,1.237,"NGC4594","S0",11.8,1.95204
4493.76,4673.1,21.981,0.664,0.426,1.09,"NGC4594","S0",11.8,1.32169
4214,4679.02,22.369,0.944,0.569,1.513,"NGC4594","S0",11.8,1.51701
4705.73,4680.07,21.33,0.779,0.498,1.277,"NGC4594","S0",11.8,1.8482
4498.37,4686.31,21.527,0.597,0.51,1.107,"NGC4594","S0",11.8,1.3821
4309.3,4688.46,20.892,0.757,0.523,1.28,"NGC4594","S0",11.8,1.38205
4065.99,4698.02,22.221,0.725,0.437,1.162,"NGC4594","S0",11.8,1.99294
4303.03,4702.75,22.032,0.751,0.521,1.272,"NGC4594","S0",11.8,1.44916
4697.64,4719.64,21.478,0.95,0.606,1.556,"NGC4594","S0",11.8,1.94723
4653.9,4721.71,22.48,0.661,0.525,1.186,"NGC4594","S0",11.8,1.8342
4055.34,4729.48,20.614,0.925,0.592,1.517,"NGC4594","S0",11.8,2.12141
4165.42,4739.82,22.035,0.898,0.583,1.481,"NGC4594","S0",11.8,1.853
4625.91,4739.96,21,0.958,0.617,1.575,"NGC4594","S0",11.8,1.83003
1469.35,394.42,22.822,0.663,0.397,1.06,"NGC4473","E",11.21,6.55848
2852.99,506.06,23.082,0.676,0.465,1.141,"NGC4473","E",11.21,6.40613
1251.12,529.42,21.373,0.71,0.406,1.116,"NGC4473","E",11.21,6.3845
1128.38,816.26,22.889,0.597,0.336,0.933,"NGC4473","E",11.21,5.84829
2689.27,824.94,22.715,0.609,0.366,0.975,"NGC4473","E",11.21,5.5806
2874.03,878.45,22.302,0.653,0.432,1.085,"NGC4473","E",11.21,5.58898
326.09,922.67,23.207,0.638,0.386,1.024,"NGC4473","E",11.21,6.58959
3227.1,969.12,21.324,0.704,0.458,1.162,"NGC4473","E",11.21,5.72889
794.19,1003.55,21.485,0.618,0.375,0.993,"NGC4473","E",11.21,5.8065
1792.36,1037.55,21.435,0.654,0.45,1.104,"NGC4473","E",11.21,4.93634
457.15,1061.7,22.346,0.722,0.404,1.126,"NGC4473","E",11.21,6.14291
1585.45,1128.6,23.177,0.771,0.427,1.198,"NGC4473","E",11.21,4.81617
1848.4,1232.4,22.755,0.65,0.463,1.113,"NGC4473","E",11.21,4.46546
1645.02,1267.71,23.15,0.785,0.599,1.384,"NGC4473","E",11.21,4.46578
1500.62,1307.37,23,0.913,0.546,1.459,"NGC4473","E",11.21,4.46498
3040.42,1322.61,21.625,0.602,0.493,1.095,"NGC4473","E",11.21,4.78998
2291.17,1430.41,21.773,0.585,0.426,1.011,"NGC4473","E",11.21,4.00083
3948.5,1435.59,23.381,0.938,0.654,1.592,"NGC4473","E",11.21,5.9097
1461.32,1451.84,22.965,0.686,0.469,1.155,"NGC4473","E",11.21,4.17326
275,1567.57,22.418,0.61,0.395,1.005,"NGC4473","E",11.21,5.5739
2731.11,1582.53,21.133,0.569,0.405,0.974,"NGC4473","E",11.21,3.92488
1733.3,1605.4,23.133,0.906,0.541,1.447,"NGC4473","E",11.21,3.646
439.18,1609.13,22.517,0.979,0.58,1.559,"NGC4473","E",11.21,5.22212
1573.9,1697.44,22.917,0.833,0.508,1.341,"NGC4473","E",11.21,3.54086
296.19,1713.25,23.044,0.678,0.42,1.098,"NGC4473","E",11.21,5.31722
307.01,1724.72,22.514,0.631,0.402,1.033,"NGC4473","E",11.21,5.28062
840.88,1757.52,22.741,0.595,0.391,0.986,"NGC4473","E",11.21,4.31182
1830.84,1811.25,21.729,0.64,0.451,1.091,"NGC4473","E",11.21,3.12604
864.3,1816.73,22.997,0.847,0.519,1.366,"NGC4473","E",11.21,4.17212
4002.33,1847.05,22.73,0.801,0.536,1.337,"NGC4473","E",11.21,5.41571
3162.59,1889.24,23.319,0.608,0.49,1.098,"NGC4473","E",11.21,3.85342
2993.18,1900.77,23.034,0.589,0.469,1.058,"NGC4473","E",11.21,3.58153
813.84,1941.22,22.996,0.693,0.491,1.184,"NGC4473","E",11.21,4.04793
1038.13,1946.22,22.876,0.571,0.33,0.901,"NGC4473","E",11.21,3.67327
2170.99,1954.5,22.181,0.601,0.461,1.062,"NGC4473","E",11.21,2.74604
2998.72,1956.4,21.995,0.885,0.575,1.46,"NGC4473","E",11.21,3.48594
1050.22,1962.27,22.064,0.645,0.473,1.118,"NGC4473","E",11.21,3.62625
653.02,1994.07,23.109,1.004,0.575,1.579,"NGC4473","E",11.21,4.25219
3564.59,2008.28,22.418,0.929,0.559,1.488,"NGC4473","E",11.21,4.35858
2632.28,2011.11,23.187,0.72,0.518,1.238,"NGC4473","E",11.21,2.91303
838.32,2126.17,21.28,0.725,0.505,1.23,"NGC4473","E",11.21,3.71927
3228.77,2135.61,22.943,0.866,0.516,1.382,"NGC4473","E",11.21,3.55684
747,2176.33,22.114,0.659,0.475,1.134,"NGC4473","E",11.21,3.81862
2102.87,2184.73,23.294,0.932,0.615,1.547,"NGC4473","E",11.21,2.19662
1290.88,2197.42,22.348,0.735,0.499,1.234,"NGC4473","E",11.21,2.8394
3579.18,2242.57,22.462,0.716,0.4,1.116,"NGC4473","E",11.21,4.08228
3187.84,2303.47,23.019,0.631,0.544,1.175,"NGC4473","E",11.21,3.23631
3012.2,2332.45,23.468,0.788,0.612,1.4,"NGC4473","E",11.21,2.87063
2696.1,2359.7,22.919,0.988,0.574,1.562,"NGC4473","E",11.21,2.3029
2670.9,2413.35,22.893,0.728,0.447,1.175,"NGC4473","E",11.21,2.16814
2856.3,2441.4,21.171,0.751,0.483,1.234,"NGC4473","E",11.21,2.42661
2051.16,2451.5,22.292,0.718,0.47,1.188,"NGC4473","E",11.21,1.5696
1436.53,2451.75,20.651,0.779,0.524,1.303,"NGC4473","E",11.21,2.16653
1482.71,2488.63,21.805,0.791,0.532,1.323,"NGC4473","E",11.21,2.02923
1809.9,2495.25,21.97,0.779,0.564,1.343,"NGC4473","E",11.21,1.59167
293.73,2524.6,23.195,0.789,0.452,1.241,"NGC4473","E",11.21,4.39986
1973.66,2528.31,21.267,0.737,0.534,1.271,"NGC4473","E",11.21,1.40814
3043.65,2558.69,22.534,0.802,0.492,1.294,"NGC4473","E",11.21,2.62418
935.61,2562.23,23.279,0.75,0.436,1.186,"NGC4473","E",11.21,2.97203
3536.63,2565.3,21.428,0.688,0.424,1.112,"NGC4473","E",11.21,3.66367
658.39,2590.38,20.655,0.987,0.645,1.632,"NGC4473","E",11.21,3.5429
1869.85,2588.2,22.769,0.864,0.494,1.358,"NGC4473","E",11.21,1.33648
672.66,2605.24,23.131,0.714,0.357,1.071,"NGC4473","E",11.21,3.49941
574.93,2627.6,23.018,0.711,0.518,1.229,"NGC4473","E",11.21,3.6984
1875.38,2650.23,21.789,0.678,0.484,1.162,"NGC4473","E",11.21,1.19645
1540.21,2663.93,22.88,0.927,0.601,1.528,"NGC4473","E",11.21,1.64665
