R -4.002 4.47 1
R -5.021 5.02 0
R -5.703 5.6 0
R -5.132 4.24 1
R -3.951 4.58 1
R -8.077 4.46 1
R -3.588 4.32 1
R -2.76 5.46 1
R -3.281 5.27 0
R -4.908 3.56 0
R -3.697 4.36 1
R -0.21 4.59 0
R -3.54 4.69 1
R -4.366 4.87 0
R -1.866 7.2 0
R -3.477 4.1 1
R -4.649 5.17 0
R -4.966 7.67 0
R -3.628 4.25 1
R -4.788 5.68 0
R -5.981 4.18 1
R -3.941 4.47 1
R -4.434 5.9 0
R -6.459 4.38 1
R -4.549 6.53 0
R -3.258 4.76 1
R -4.446 4.63 1
R -5.34 9.18 0
R -3.695 4.68 1
R -5.075 6.26 0
R -3.416 3.12 0
R -2.183 3.97 0
R -3.784 4.59 1
R -3.666 4.17 1
R -2.974 6.04 0
R -5.22 8.73 0
R -4.039 7.09 0
R -4.534 5.64 0
R -7.634 4.39 1
R -4.805 5.1 0
R -5.973 7.67 0
R -3.567 5.75 0
R -6.599 5.43 0
R -2.948 2.92 0
R -5.003 5.51 0
R -3.906 4.59 0
R -5.271 4.08 1
R -4.261 5.73 0
R -4.964 4.54 1
R -8.978 4.5 1
R -3.665 4.98 1
R -5.04 4.17 1
R -1.874 3.16 0
R -3.999 4.15 1
R -6.937 4.29 1
R -5.259 7.17 0
R -3.929 4.63 0
R -3.871 4.79 0
R -3.368 5.14 0
R -3.525 4.79 0
R -4.413 5.55 0
R -2.662 3.67 0
R -1.909 3.2 0
R -5.594 5.39 0
R -2.984 5.52 0
R -3.974 5.0 0
R -2.717 4.46 1
R -3.49 6.17 0
R -3.872 4.63 0
R -6.782 6.47 0
R -4.5 4.43 1
R -3.638 5.24 0
R -2.824 5.57 0
R -5.76 4.26 1
R -3.537 4.51 1
R -3.863 5.28 1
R -2.647 5.07 0
R -6.366 5.74 0
R -5.737 4.38 1
R -4.827 4.54 1
R -7.393 7.03 0
R -2.98 5.75 0
R -6.109 4.19 1
R -6.696 4.28 1
R -5.281 4.46 0
R -9.033 4.53 1
R -3.626 4.05 1
R -2.942 5.05 1
R -4.161 4.11 0
R -3.0 5.62 0
R -3.551 4.55 1
R -4.274 4.01 1
R -6.686 4.16 1
R -4.388 6.45 0
R -5.828 4.38 1
R -3.001 5.07 1
R -2.946 5.06 1
R -6.609 8.94 0
R -4.487 4.05 1
R -2.348 2.39 0
R -5.197 6.03 0
R -5.455 4.3 1
R -4.917 5.7 0
R -2.854 3.67 0
R -5.472 4.02 1
R -2.943 4.86 0
R -3.954 4.21 1
R -6.123 4.11 1
R -4.353 4.68 1
R -3.105 4.25 0
R -4.561 5.17 0
R -5.77 4.09 1
R -2.522 5.44 0
R -2.072 3.65 1
R -0.75 3.33 0
R -3.168 3.79 1
R -5.571 4.09 1
R -5.173 4.3 1
R -1.824 4.05 1
R -4.309 5.95 0
R -4.819 4.1 1
R -6.762 5.3 0
R -3.931 5.29 0
R -4.257 6.32 0
R -1.879 5.04 1
R -2.647 4.1 0
R -4.436 5.18 0
R -4.299 3.69 0
R -5.048 6.45 0
R -4.387 4.04 1
R -6.469 4.16 1
R -6.729 7.66 0
R -8.213 4.23 1
R -5.015 3.71 1
R -4.518 4.46 1
R -2.759 4.79 0
R -7.939 4.28 1
R -3.269 4.34 1
R -3.463 4.96 0
R -2.993 4.46 0
R -4.94 6.01 0
R -3.218 4.41 1
R -2.966 4.87 1
R -3.612 4.26 1
R -2.612 3.95 0
R -4.002 3.46 0
R -3.846 4.7 1
R -7.417 4.23 1
R -6.729 7.66 0
R -2.203 4.06 1
R -4.791 5.63 0
R -5.995 6.99 0
R -1.969 4.08 0
R -6.381 5.11 0
R -4.039 4.97 1
R -3.394 4.99 0
R -3.861 4.8 0
R -5.599 5.59 0
R -4.124 5.23 1
R -7.015 4.19 1
R -3.026 4.64 0
R -3.7 6.02 0
R -5.889 4.33 1
R -6.391 4.17 1
R -5.043 5.73 0
R -5.686 7.25 0
R -3.513 4.45 0
R -4.76 5.27 0
R -2.827 4.64 1
R -0.471 3.96 0
R -3.126 4.37 0
R -3.42 5.96 0
R -3.689 4.36 0
R -4.265 5.94 0
R -3.148 5.92 0
R -5.63 4.23 1
R -5.948 8.34 0
R -4.772 4.29 1
R -8.822 4.45 1
R -8.165 4.29 1
R -5.284 4.85 1
R -4.094 4.51 1
R -5.052 4.31 1
R -4.541 5.64 0
R -2.693 4.52 1
R -2.999 6.16 0
R -3.553 4.42 0
R -4.016 4.55 1
R -3.861 4.2 1
R -3.498 4.09 0
R -7.531 4.23 1
R -3.762 4.44 0
R -4.971 7.5 0
R -2.242 4.95 0
R -3.267 4.52 1
R -2.876 5.03 0
R -3.377 6.02 0
R -6.024 4.07 1
R -2.461 8.31 0
R -3.947 5.07 1
R -3.438 5.46 0
R -4.073 5.64 0
R -2.87 6.75 0
R -5.146 5.96 0
R -4.576 5.52 0
R -5.679 4.44 0
R -5.763 5.95 0
R -2.873 4.22 1
R -2.943 5.37 1
R -5.927 8.58 0
R -4.376 4.52 1
R -4.003 5.17 1
R -7.463 4.17 1
R -7.681 4.24 1
R -5.051 5.89 0
R -3.113 6.32 0
R -3.21 4.78 0
R -7.215 4.24 1
R -3.303 3.82 0
R -3.701 4.61 0
R -4.961 4.5 0
R -2.961 6.58 0
R -3.466 4.63 0
R -4.825 8.24 0
R -5.414 5.31 0
R -3.653 5.03 1
R -6.413 5.14 0
R -3.262 3.72 1
R -1.899 4.48 0
R -3.198 4.88 1
R -5.571 5.39 0
R -3.82 4.04 1
R -5.183 4.46 1
R -4.365 4.42 1
R -2.888 3.87 0
R -6.752 4.18 1
R -3.483 5.61 0
R -7.083 6.48 0
R -3.819 4.45 1
R -4.88 4.13 0
R -1.648 4.13 1
R -5.389 6.81 0
R -5.303 4.18 1
R -5.493 4.87 0
R -3.949 4.24 1
R -3.469 4.4 1
R -2.825 5.74 0
R -2.694 5.4 1
R -9.037 4.41 1
R -2.249 5.02 1
R -2.954 4.81 0
R -9.131 4.46 1
R -4.414 5.7 0
R -3.987 3.98 1
R -5.45 5.67 0
R -2.846 5.02 1
R -3.11 5.72 0
R -3.816 5.43 0
R -6.935 4.29 1
R -1.886 4.44 1
R -3.974 4.31 1
R -3.157 4.25 0
R -7.666 5.58 0
R -4.465 4.22 0
R -3.518 6.46 0
R -5.359 4.13 1
R -6.733 4.19 1
R -4.404 5.26 0
R -4.484 5.86 0
R -3.271 5.04 1
R -4.496 7.28 0
R -5.523 4.82 0
R -3.586 4.75 0
R -1.942 3.76 0
R -7.016 7.06 0
R -7.162 7.35 0
R -5.217 5.1 0
R -2.11 4.24 1
R -5.671 4.08 1
R -2.888 4.92 1
R -6.213 7.37 0
R -4.082 3.78 1
R -4.538 4.23 1
R -7.086 5.76 0
R -3.588 5.51 0
R -3.18 5.95 0
R -3.405 5.36 0
R -5.193 4.06 1
R -8.383 4.31 1
R -7.085 4.23 1
R -3.38 5.04 1
R -4.176 4.5 1
R -3.847 3.81 0
R -4.639 5.74 0
R -7.047 4.28 1
R -2.816 3.99 0
R -2.753 5.02 1
R -3.751 4.33 1
R -4.208 5.58 0
R -2.053 2.6 0
R -3.198 3.32 0
R -4.159 7.05 0
R -6.433 4.2 1
R -2.796 4.56 0
R -6.113 5.23 0
R -8.618 4.44 1
R -7.873 4.24 1
R -3.22 5.3 0
R -2.853 4.88 1
R -4.027 4.4 1
R -2.748 5.79 0
R -3.467 4.2 0
R -4.626 5.45 0
R -3.254 4.88 1
R -2.27 5.53 0
R -3.058 5.22 0
R -4.213 4.98 0
R -4.297 5.42 0
R -1.774 5.44 1
R -4.639 4.9 1
R -4.26 5.48 0
R -2.751 2.99 0
R -3.796 5.03 0
R -6.863 6.37 0
R -5.506 4.11 1
R -3.153 6.07 0
R -5.083 4.11 1
R -5.534 6.15 0
R -3.648 4.92 1
R -4.924 6.9 0
R -3.185 3.68 1
R -4.109 6.28 0
R -5.041 4.28 1
R -5.02 4.26 1
R -5.479 4.31 1
R -7.477 4.17 1
R -4.465 6.35 0
R -2.87 5.52 0
R -7.615 4.29 1
R -3.372 5.27 1
R -4.324 4.23 1
R -6.204 5.11 0
R -6.709 7.96 0
R -4.746 3.97 1
R -2.274 3.2 0
R -3.833 6.34 0
R -5.188 4.16 1
R -5.831 5.39 0
R -7.326 4.06 1
R -5.209 4.99 0
R -8.051 4.32 1
R -4.511 4.42 1
R -4.654 5.87 0
R -8.603 4.45 1
R -4.476 5.54 0
R -4.618 4.05 1
R -3.356 3.69 1
R -2.342 6.02 0
R -5.953 4.21 1
R -2.147 3.31 0
R -4.408 7.69 0
R -5.061 4.77 1
R -4.006 4.28 1
R -5.457 6.36 0
R -7.424 4.23 1
R -5.005 4.08 1
R -4.499 5.71 0
R -5.99 6.71 0
R -5.033 4.75 1
R -2.587 6.33 0
R -3.368 4.66 1
R -5.186 4.08 1
R -4.405 4.69 1
R -8.411 4.18 1
R -5.04 4.45 1
R -4.553 5.32 0
R -5.856 4.36 1
R -4.567 4.35 1
R -4.171 5.4 0
R -4.656 4.5 1
R -4.867 4.26 1
R -5.748 4.21 1
R -5.005 5.77 0
R -4.845 6.4 0
R -3.896 5.95 0
R -1.335 4.12 1
R -5.936 3.99 1
R -3.394 4.22 0
R -4.15 4.2 1
R -4.095 4.31 1
R -4.455 4.46 1
R -3.717 5.77 0
R -2.711 5.13 1
R -3.301 5.41 1
R -5.687 5.49 0
R -2.583 4.57 0
R -3.741 5.41 0
R -5.315 4.12 1
R -4.218 4.73 0
R -5.16 5.72 0
R -2.261 4.58 0
R -2.728 4.55 0
R -5.352 5.07 0
R -3.412 7.15 0
R -1.563 5.13 0
R -4.088 5.73 0
R -1.736 4.02 1
R -6.676 5.28 0
R -3.736 3.75 1
R -6.737 4.2 1
R -3.575 4.49 0
R -4.506 4.4 1
R -3.08 5.31 1
R -4.039 5.79 0
R -3.342 5.22 1
R -1.879 4.87 1
R -2.698 4.98 1
R -5.223 6.52 0
R -4.467 6.68 0
R -7.124 4.13 1
R -5.027 3.93 1
R -4.07 4.75 1
R -3.658 5.24 1
R -4.165 4.59 1
R -3.656 5.44 0
R -7.42 4.29 1
R 0.091 4.03 0
R -2.472 5.05 1
R -2.704 3.54 1
R -7.206 8.04 0
R -5.271 4.71 1
R -5.634 4.23 1
R -5.525 4.24 1
R -6.832 6.24 0
R -3.003 3.71 1
R -1.297 3.59 0
R -3.821 5.39 0
R -2.855 5.08 1
R -2.734 4.21 0
R -3.295 5.61 0
R -3.06 6.09 0
R -4.264 4.02 1
R -5.683 4.03 1
R -4.555 6.5 0
R -2.868 4.53 1
R -3.656 4.93 1
R -5.967 7.45 0
R -4.573 6.13 0
R -5.93 4.65 1
R -6.031 5.1 0
R -3.733 3.79 1
R -7.206 8.05 0
R -2.732 3.41 0
R -5.698 4.11 1
R -2.359 4.35 1
R -3.629 6.63 0
R -8.648 4.55 1
R -2.821 3.91 1
R -8.475 4.31 1
R -3.159 5.0 0
R -2.978 4.79 0
R -3.73 5.88 0
R -2.97 3.4 0
R -6.052 5.2 0
R -3.726 5.75 0
R -4.368 5.99 0
R -5.523 4.19 1
R -2.361 4.21 1
R -3.947 4.93 1
R -2.992 4.94 0
R -2.512 4.09 0
R -4.5 4.68 0
R -5.44 4.47 1
R -5.906 5.12 0
R -2.852 3.56 1
R -3.584 4.73 0
R -3.894 7.2 0
R -3.316 4.52 0
R -5.246 4.31 1
R -4.685 7.14 0
R -3.484 5.36 1
R -3.691 5.03 0
R -3.309 4.35 0
R 0.108 5.93 0
R -9.129 4.47 1
R -3.698 4.58 1
R -4.826 4.11 1
R -4.152 5.07 0
R -4.686 4.51 0
R -4.446 5.56 0
R -3.479 7.02 0
R -3.736 3.71 1
R -5.506 6.47 0
R -3.582 4.47 1
R -2.911 4.17 1
R -3.46 4.66 0
R -5.588 4.23 1
R -6.589 4.25 1
R -3.488 5.11 1
R -6.539 6.61 0
R -3.075 3.03 0
R -4.898 4.25 1
R -4.656 4.38 1
R -4.482 4.66 1
R -5.193 4.15 1
R -3.826 5.72 0
R -2.875 3.23 0
R -5.597 8.42 0
R -2.37 3.39 0
R -6.618 4.21 1
R -8.826 5.64 0
R -6.348 7.03 0
R -4.148 5.6 0
R -4.367 5.03 0
R -2.4 6.41 0
R -7.088 4.15 1
R -3.716 4.87 1
R -3.148 4.33 0
R -3.956 5.27 0
R -5.333 4.41 1
R -4.738 4.05 1
R -4.177 5.0 0
R -5.165 3.94 1
R -3.684 4.72 0
R -4.879 4.31 1
R -2.476 2.72 0
R -7.497 4.25 1
R -8.199 4.28 1
R -3.084 3.78 0
R -3.83 5.64 0
R -6.324 5.07 0
R -8.198 4.23 1
R -4.104 4.96 1
R -4.224 3.75 1
R -4.328 7.14 0
R -4.256 4.44 1
R -3.741 6.24 0
R -5.12 6.08 0
R -3.181 5.57 0
R -2.826 4.43 0
R -3.707 5.45 0
R -3.901 5.16 1
R -2.951 4.65 0
R -2.762 3.91 1
R -3.089 5.18 1
R -5.917 3.88 1
R -5.26 5.47 0
R -4.022 4.35 1
R -4.52 4.41 1
R -3.745 4.7 1
R -4.685 6.53 0
R -5.818 6.84 0
R -6.7 4.16 1
R -5.223 3.99 1
R -5.907 4.17 1
R -5.674 5.52 0
R -2.092 4.66 1
R -4.215 5.33 0
R -5.405 5.36 0
R -3.522 6.0 0
R -3.416 6.1 0
R -5.848 5.55 0
R -4.042 6.1 0
R -3.886 4.27 0
R -3.93 4.19 0
R -5.98 6.67 0
R -3.322 4.96 0
R -4.051 4.27 1
R -3.718 6.53 0
R -5.57 4.16 1
R -8.481 7.64 0
R -4.095 5.3 0
R -0.519 4.19 0
R -5.075 7.21 0
R -5.442 5.98 0
R -4.684 8.02 0
R -3.696 5.06 0
R -3.257 5.76 0
R -4.174 6.89 0
R -2.514 3.89 0
R -3.847 5.32 0
R -3.627 3.55 0
R -5.458 5.58 0
R -3.566 5.94 0
R -3.272 4.44 1
R -2.426 4.77 1
R -3.181 5.15 1
R -3.651 4.44 0
R -3.75 4.02 0
R -4.422 6.25 0
R 0.42 4.12 0
R -6.18 5.67 0
R -3.292 4.48 1
R -5.498 4.19 1
R -4.345 6.2 0
R -4.492 4.33 1
R -4.846 5.61 0
R -4.719 4.52 1
R -4.378 5.12 0
R -5.477 4.19 1
R -4.0 5.99 0
R -3.647 8.18 0
R -3.308 5.11 0
R -4.268 5.01 0
R -5.189 5.26 0
R -2.973 4.32 0
R -7.219 9.42 0
R -3.257 4.3 1
R -4.577 5.93 0
R -2.756 7.6 0
R -4.313 4.48 1
R -8.33 4.35 1
R -5.827 5.4 0
R -3.306 5.57 0
R -4.926 5.43 0
R -3.385 4.29 1
R -3.506 5.29 0
R -4.517 4.35 1
R -5.217 6.69 0
R -3.873 4.82 1
R -4.77 5.12 0
R -5.906 4.87 0
R -5.249 4.26 1
R -4.13 5.03 0
R -3.809 4.19 0
R -8.459 4.37 1
R -5.245 6.83 0
R -3.671 5.19 0
R -3.212 5.03 0
R -3.007 4.38 0
R -6.628 5.21 0
R -4.917 5.78 0
R -5.33 4.22 1
R -5.661 4.73 1
R -6.708 6.23 0
R -5.033 4.58 1
R -4.841 7.57 0
R -2.953 4.07 1
R -5.959 4.68 0
R -1.823 4.23 1
R -4.448 4.45 1
R -4.349 4.57 1
R -6.815 5.42 0
R -3.52 4.13 1
R -3.306 6.47 0
R -4.275 4.21 1
R -6.145 5.22 0
R -4.267 5.16 0
R -3.816 6.36 0
R -3.051 6.23 0
R -5.305 4.84 0
R -5.103 5.51 0
R -4.217 5.36 0
R -4.595 5.41 0
R -7.04 4.15 1
R -5.506 4.2 1
R -7.728 4.11 1
R -4.19 7.71 0
R -3.177 4.43 1
R -3.905 4.9 1
R -2.968 4.89 0
R -5.496 7.21 0
R -4.389 4.77 1
R -6.142 4.72 0
R -6.424 4.26 1
R -3.613 4.16 1
R -3.931 3.6 1
R -4.672 5.18 0
R -4.075 4.88 1
R -2.454 4.06 1
R -5.792 5.74 0
R -5.214 5.5 0
R -0.391 2.44 0
R -6.688 5.36 0
R -6.763 4.28 1
R -3.867 4.46 1
R -4.256 4.78 0
R -8.645 4.35 1
R -2.953 6.0 0
R -5.418 6.09 0
R -3.304 4.01 1
R -4.863 4.11 1
R -3.902 5.97 0
R -3.509 4.88 1
R -3.954 5.63 0
R -4.848 4.09 1
R -6.578 6.98 0
R -3.191 4.4 1
R -5.912 6.28 0
R -3.701 4.93 1
R -3.185 5.81 0
R -5.891 3.9 0
R -3.027 3.9 1
R -2.719 5.25 1
R -5.211 4.23 0
R -4.745 6.47 0
R -5.512 6.76 0
R -5.316 4.84 1
R -8.62 4.37 1
R -1.666 6.42 0
R -4.69 4.16 1
R -4.334 4.81 0
R -5.878 4.15 1
R -5.974 4.4 1
R -3.027 5.47 0
R -6.655 4.17 1
R -4.278 6.37 0
R -4.115 5.24 0
R -2.721 3.45 0
R -5.609 4.01 1
R -6.017 4.22 1
R -6.039 7.33 0
R -6.407 4.17 1
R -5.33 5.25 0
R -5.145 4.1 1
R -1.52 5.22 1
R -5.844 4.13 1
R -4.682 5.91 0
R -2.094 5.62 1
R -3.037 4.97 1
R -6.975 7.21 0
R -5.431 4.41 1
R -3.831 4.2 0
R -3.946 5.6 0
R -3.404 11.19 0
R -4.44 6.0 0
R -2.301 4.14 0
R -4.587 4.94 1
R -2.626 4.16 1
R -2.876 4.9 1
R -8.235 6.67 0
R -6.637 6.11 0
R -3.049 5.09 1
R -7.392 4.28 1
R -2.386 4.73 0
R -5.707 4.26 1
R -3.887 3.96 1
R -4.426 4.24 1
R -5.231 6.78 0
R -6.184 4.25 1
R -4.518 6.08 0
R -4.369 4.62 1
R -9.006 4.4 1
R -2.954 5.22 1
R -2.049 2.8 0
R -4.405 6.22 0
R -6.867 4.25 1
R -3.56 6.14 0
R -4.111 5.78 0
R -5.216 6.57 0
R -3.622 4.72 1
R -3.54 5.82 0
R -4.564 4.7 1
R -4.259 8.0 0
R -4.103 4.47 0
R -5.843 6.86 0
R -4.464 4.37 1
R -3.763 5.54 0
R -4.181 4.37 1
R -3.956 3.84 1
R -7.404 4.26 1
R -4.51 5.25 0
R -7.76 4.23 1
R -3.07 5.78 0
R -5.615 6.13 0
R -6.996 4.28 1
R -5.287 4.67 1
R -2.869 4.21 1
R -6.69 6.49 0
R -6.323 4.32 1
R -4.101 4.8 1
R -8.36 4.28 1
R -4.94 4.34 1
R -3.926 6.23 0
R -7.232 4.22 1
R -4.801 4.24 1
R -4.271 6.15 0
R -4.163 4.96 1
R -4.05 4.21 1
R -5.87 4.37 1
R -4.996 5.05 0
R -5.616 5.99 0
R -3.905 5.14 1
R -4.552 4.41 0
R -4.077 4.08 1
R -4.779 5.14 0
R -6.435 4.92 0
R -5.901 6.31 0
R -4.786 5.39 0
R -8.692 4.39 1
R -8.951 4.48 1
R -7.502 4.3 1
R -4.013 4.77 1
R -1.439 3.67 0
R -4.001 4.3 0
R -3.057 4.74 0
R -3.327 4.18 0
R -2.002 7.53 0
R -7.191 10.73 0
R -4.094 3.98 1
R -3.611 5.09 0
R -4.034 4.48 0
R -8.059 4.32 1
R -1.415 5.15 1
R -4.63 4.46 1
R -4.809 4.52 1
R -7.613 4.27 1
R -4.069 4.31 0
R -2.473 3.66 0
R -3.965 5.51 0
R -6.476 4.2 1
R -4.262 9.69 0
R -4.551 4.31 1
R -7.191 10.73 0
R -4.63 5.23 0
R -8.066 4.24 1
R -4.856 4.13 1
R -6.451 4.44 1
R -7.099 4.32 1
R -6.301 4.36 1
R -2.785 4.0 1
R -5.232 6.95 0
R -4.357 4.7 1
R -5.307 4.48 1
R -3.796 5.2 0
R -4.072 4.36 1
R -3.982 4.5 1
R -3.374 3.26 0
R -6.165 5.65 0
R -4.01 4.65 1
R -3.582 5.48 0
R -2.92 5.13 0
R -3.959 5.51 0
R -2.484 4.73 0
R -4.086 4.19 1
R -2.37 4.64 0
R -5.169 5.75 0
R -6.96 4.16 1
R -7.219 4.19 1
R -6.053 5.53 0
R -4.129 4.61 1
R -5.257 6.04 0
R -5.031 3.86 0
R -4.174 4.45 1
R -3.692 4.07 1
R -4.143 5.22 0
R -3.829 4.58 1
R -3.558 4.44 1
R -4.739 999.999 0
R -4.596 4.56 1
R -6.37 4.36 1
R -4.128 6.09 0
R -3.367 4.71 1
R -3.993 5.27 0
R -3.459 6.02 0
R -2.725 4.69 1
R -4.173 5.46 0
R -5.972 4.12 1
R -4.434 4.28 1
R -5.71 5.94 0
R -4.063 4.48 0
R -7.132 6.89 0
R -7.013 4.68 1
R -2.915 4.49 1
R -3.58 4.3 1
R -5.777 7.84 0
R -3.868 6.23 0
R -3.07 5.17 0
R -2.937 6.54 0
R -2.404 5.45 1
R -5.072 5.1 0
R -7.501 4.18 1
R -5.341 4.67 0
R -7.132 6.89 0
R -3.639 5.58 0
R -4.767 4.35 1
R -3.446 3.9 1
R -4.645 5.0 0
R -2.272 5.9 0
R -3.469 3.75 1
R -4.675 4.16 1
R -3.844 4.41 1
R -8.798 4.36 1
R -3.754 5.61 0
