#name/id         bx       by    am_b    b_i   err   vx       vy     am_v    v_i   err    rx      ry      am_r    r_i   err      V    B-V   V-R
#----------------------------------------------------------------------------------------------------------------------------------------------
2159          5422.22 3210.32 1.399  -2.905 0.028 5422.50 3210.59 1.202  -3.092 0.049 5422.58 3210.07 1.293  -3.513 0.056  23.045  0.083  0.168
2160          3852.34 3213.26 1.399  -2.657 0.044 3852.25 3213.24 1.202  -3.468 0.042 3852.38 3213.22 1.293  -4.189 0.036  22.667  0.796  0.435
2161          3879.67 3213.43 1.399  -3.215 0.027 3879.64 3213.21 1.202  -3.822 0.034 3879.69 3213.26 1.293  -4.611 0.025  22.314  0.563  0.495
2162          2759.13 3213.85 1.399  -3.546 0.017 2759.13 3214.14 1.202  -4.379 0.015 2759.04 3213.99 1.293  -5.199 0.013  21.756  0.821  0.523
2163          7001.23 3213.75 1.399  -1.601 0.097 7000.93 3213.33 1.202  -2.002 0.126 7000.38 3213.93 1.293   -2.93 0.095  24.134  0.328  0.619
2164          7492.01 3214.58 1.399  -3.039 0.025 7492.48 3214.26 1.202  -3.098 0.045 7492.31 3214.32 1.293    -3.8 0.042  23.039 -0.063  0.418
2165          3241.84 3214.88 1.399      -2 0.065 3242.17 3215.35 1.202  -3.035 0.050 3242.06 3214.98 1.293  -3.849 0.045  23.100  1.052  0.517
2166          3522.74 3214.98 1.399  -7.343 0.001 3522.90 3215.08 1.202   -7.86 0.001 3522.79 3215.08 1.293  -8.496 0.001  18.276  0.460  0.359
2167          3866.82 3214.95 1.399  -2.086 0.079 3866.63 3215.32 1.202  -2.985 0.073 3866.59 3215.57 1.293  -3.694 0.060  23.150  0.897  0.424
2168           219.55 3216.43 1.399  -2.576 0.038  218.98 3216.70 1.202  -2.886 0.054  219.29 3216.23 1.293  -3.635 0.048  23.251  0.224  0.460
2169          6911.50 3217.50 1.399  -3.111 0.025 6911.56 3217.09 1.202  -3.386 0.035 6911.64 3217.25 1.293  -4.132 0.032  22.751  0.184  0.457
2170          2256.67 3218.53 1.399  -4.318 0.009 2256.68 3218.79 1.202  -5.067 0.008 2256.73 3218.65 1.293  -5.767 0.008  21.069  0.725  0.416
2171          3862.40 3219.68 1.399  -1.858 0.098 3866.63 3215.32 1.202  -2.985 0.073 3866.59 3215.57 1.293  -3.694 0.060  23.150  1.157  0.424
2172          5529.62 3218.44 1.399  -1.791 0.081 5530.16 3219.10 1.202  -1.746 0.157 5529.23 3219.24 1.293  -2.415 0.150  24.391 -0.182  0.389
2173          4354.35 3219.85 1.399  -2.685 0.032 4354.41 3220.12 1.202  -4.265 0.016 4354.39 3220.02 1.293  -5.926 0.007  21.869  1.674  1.270
2174          1963.93 3222.37 1.399  -4.181 0.009 1964.03 3222.59 1.202  -4.686 0.011 1963.87 3222.41 1.293   -5.28 0.012  21.450  0.447  0.322
2175          3789.06 3221.82 1.399  -2.093 0.061 3788.90 3222.04 1.202  -2.773 0.065 3789.09 3221.89 1.293  -3.608 0.054  23.363  0.646  0.536
2176           168.28 3227.74 1.399  -5.791 0.003  168.39 3228.04 1.202  -6.351 0.003  168.34 3227.83 1.293  -6.973 0.003  19.785  0.509  0.347
2177          7163.22 3226.45 1.399  -5.465 0.004 7163.39 3226.34 1.202  -6.593 0.002 7163.35 3226.52 1.293   -7.73 0.002  19.542  1.158  0.804
2178          4510.51 3227.02 1.399  -3.306 0.020 4510.63 3227.12 1.202  -4.007 0.019 4510.69 3227.19 1.293  -4.694 0.019  22.129  0.670  0.405
2179          2469.41 3230.06 1.399  -2.204 0.055 2469.83 3230.16 1.202   -2.97 0.058 2469.40 3230.08 1.293  -3.972 0.041  23.166  0.745  0.684
2180          6791.50 3234.55 1.399  -1.793 0.077 6791.34 3233.70 1.202  -2.124 0.111 6791.26 3234.39 1.293  -2.623 0.122  24.012  0.248  0.238
2181          6455.94 3234.94 1.399  -2.134 0.053 6456.35 3234.87 1.202  -3.115 0.044 6455.98 3234.82 1.293  -3.981 0.036  23.020  0.990  0.564
2182          3210.11 3235.30 1.399  -1.824 0.085 3210.07 3235.74 1.202  -2.762 0.067 3209.70 3235.61 1.293    -3.7 0.055  23.373  0.941  0.628
2183          2752.62 3236.91 1.399  -2.104 0.065 2752.87 3237.69 1.202  -3.172 0.045 2752.76 3237.72 1.293   -3.97 0.042  22.963  1.090  0.503
2184          4709.03 3239.58 1.399  -6.647 0.002 4709.26 3239.57 1.202  -7.238 0.002 4709.28 3239.48 1.293  -7.914 0.001  18.898  0.545  0.395
2185          5492.74 3239.16 1.399  -2.291 0.049 5492.65 3238.93 1.202  -3.115 0.043 5492.67 3239.16 1.293  -3.807 0.041  23.020  0.811  0.409
2186          5149.32 3240.51 1.399  -6.292 0.002 5149.52 3240.43 1.202  -6.812 0.002 5149.58 3240.44 1.293  -7.414 0.002  19.324  0.464  0.329
2187          6272.70 3241.07 1.399  -8.164 0.001 6272.89 3240.86 1.202  -8.629 0.001 6272.99 3241.03 1.293  -9.196 0.001  17.507  0.401  0.298
2188          5387.86 3243.21 1.399  -2.495 0.042 5388.13 3243.51 1.202  -3.098 0.049 5387.87 3243.20 1.293  -4.127 0.030  23.038  0.559  0.708
2189          4219.89 3244.54 1.399  -2.069 0.061 4219.92 3244.52 1.202  -2.855 0.059 4220.07 3244.41 1.293  -3.832 0.044  23.281  0.768  0.662
2190          2670.06 3254.55 1.399  -2.094 0.063 2669.91 3254.34 1.202  -2.914 0.058 2669.93 3254.53 1.293  -3.816 0.045  23.221  0.806  0.596
2191          5739.81 3255.44 1.399  -2.078 0.058 5739.98 3255.22 1.202  -2.885 0.051 5740.07 3255.03 1.293  -3.686 0.044  23.250  0.792  0.506
2192          4389.73 3257.38 1.399  -1.056 0.153 4390.34 3257.57 1.202  -2.111 0.111 4390.79 3257.11 1.293  -2.424 0.156  24.024  1.075  0.073
2193           213.64 3256.61 1.399  -2.029 0.066  214.10 3257.03 1.202  -2.781 0.060  213.78 3256.87 1.293  -3.647 0.049  23.355  0.729  0.564
2194          7115.49 3259.55 1.399  -2.153 0.061 7115.68 3259.51 1.202  -3.555 0.033 7115.75 3259.52 1.293   -5.09 0.014  22.579  1.471  1.158
2195          3217.53 3261.26 1.399  -2.716 0.036 3217.84 3261.48 1.202  -3.958 0.021 3217.79 3261.43 1.293  -5.251 0.013  22.177  1.288  0.943
2196          6072.24 3260.65 1.399  -4.655 0.007 6072.44 3260.59 1.202  -5.442 0.006 6072.41 3260.66 1.293  -6.238 0.005  20.694  0.769  0.501
2197          4106.22 3262.79 1.399  -2.954 0.029 4106.12 3262.59 1.202  -3.546 0.034 4106.04 3262.35 1.293  -4.215 0.035  22.590  0.546  0.389
2198          6528.86 3261.27 1.399  -1.511 0.099 6529.00 3261.39 1.202  -2.898 0.057 6529.04 3261.80 1.293  -4.324 0.028  23.236  1.454  1.061
2199          5669.28 3262.79 1.399  -2.221 0.052 5668.98 3262.39 1.202   -2.51 0.079 5669.21 3262.46 1.293   -3.54 0.052  23.627  0.200  0.709
2200          4795.37 3267.29 1.399  -4.294 0.009 4795.51 3267.35 1.202  -5.613 0.005 4795.56 3267.26 1.293  -6.983 0.003  20.521  1.376  1.011
2201          4282.69 3269.84 1.399  -2.093 0.061 4282.82 3269.50 1.202  -2.532 0.083 4282.63 3268.83 1.293  -3.636 0.054  23.604  0.371  0.775
2202          6031.60 3268.89 1.399  -8.307 0.001 6031.75 3268.69 1.202  -8.752 0.001 6031.85 3268.81 1.293  -9.298 0.001  17.384  0.378  0.279
2203            46.38 3271.68 1.399  -6.767 0.002   46.45 3272.13 1.202  -7.755 0.001   46.42 3271.90 1.293  -8.663 0.001  18.380  0.998  0.601
2204          1918.69 3272.11 1.399  -2.052 0.061 1918.86 3272.33 1.202  -2.824 0.063 1918.18 3272.24 1.293  -3.494 0.061  23.312  0.752  0.390
2205          3020.71 3272.55 1.399  -2.939 0.031 3020.66 3272.65 1.202  -3.698 0.030 3020.51 3272.57 1.293  -4.504 0.026  22.438  0.737  0.510
2206           180.72 3274.20 1.399  -4.476 0.008  180.76 3274.48 1.202  -5.879 0.004  180.74 3274.36 1.293  -7.162 0.002  20.255  1.472  0.934
2207            99.33 3275.76 1.399  -1.504 0.107   99.45 3275.39 1.202  -2.454 0.091   99.50 3275.52 1.293  -3.347 0.068  23.681  0.955  0.588
2208          5229.92 3275.51 1.399  -0.905 0.170 5230.06 3276.48 1.202  -2.027 0.129 5230.14 3275.56 1.293  -2.954 0.091  24.108  1.151  0.618
2209          3543.66 3277.61 1.399  -3.405 0.021 3543.83 3277.53 1.202  -3.938 0.027 3543.89 3277.54 1.293  -4.604 0.026  22.198  0.479  0.386
2210          6491.18 3281.25 1.399  -4.287 0.009 6491.32 3281.15 1.202  -5.456 0.006 6491.35 3281.24 1.293  -6.595 0.004  20.679  1.205  0.806
2211          7468.53 3283.43 1.399  -1.652 0.094 7468.40 3283.23 1.202  -2.608 0.078 7468.59 3283.60 1.293  -3.444 0.062  23.527  0.962  0.537
2212           149.81 3288.04 1.399  -4.219 0.010  149.84 3288.30 1.202  -4.402 0.016  149.86 3288.20 1.293  -4.831 0.020  21.735  0.079  0.176
2213          1909.65 3287.65 1.399  -2.619 0.038 1909.60 3288.09 1.202   -4.12 0.021 1909.61 3287.94 1.293  -5.702 0.009  22.014  1.584  1.199
2214          7367.38 3293.06 1.399  -4.554 0.008 7367.47 3292.72 1.202  -5.598 0.006 7367.43 3293.04 1.293   -6.56 0.004  20.537  1.062  0.649
2215          1548.23 3294.12 1.399  -2.022 0.068 1547.86 3294.75 1.202  -3.137 0.046 1547.83 3294.35 1.293  -3.924 0.042  22.998  1.143  0.493
2216          1678.37 3293.58 1.399  -3.267 0.023 1678.53 3294.00 1.202  -4.104 0.020 1678.43 3293.84 1.293  -4.937 0.017  22.031  0.826  0.534
2217          4245.71 3294.04 1.399  -2.858 0.031 4245.64 3294.35 1.202  -3.764 0.028 4245.90 3293.97 1.293  -4.568 0.024  22.371  0.905  0.509
2218          3463.77 3295.26 1.399  -1.822 0.099 3463.45 3294.96 1.202  -2.208 0.127 3463.88 3295.43 1.293  -2.566 0.147  23.928  0.311  0.112
2219          6908.89 3295.56 1.399  -2.495 0.045 6908.68 3295.30 1.202  -3.086 0.053 6909.28 3295.81 1.293  -3.547 0.062  23.050  0.545  0.204
2220          2210.22 3297.57 1.399   -1.51 0.110 2210.32 3295.70 1.202  -1.597 0.188 2209.85 3297.26 1.293  -2.445 0.166  24.540 -0.031  0.548
2221          2682.62 3296.98 1.399  -2.464 0.046 2682.81 3297.14 1.202  -3.225 0.045 2682.87 3297.14 1.293  -3.939 0.044  22.911  0.739  0.429
2222          2117.32 3302.76 1.399  -1.938 0.076 2117.64 3302.78 1.202  -2.674 0.071 2117.39 3302.58 1.293  -3.644 0.054  23.462  0.710  0.656
2223          2700.31 3302.30 1.399  -2.825 0.034 2700.48 3302.30 1.202  -3.542 0.036 2700.54 3302.28 1.293  -4.387 0.030  22.594  0.689  0.545
2224          5926.93 3301.90 1.399  -2.103 0.059 5926.51 3302.08 1.202  -2.912 0.057 5927.28 3302.29 1.293  -3.864 0.042  23.223  0.794  0.640
2225          6862.43 3302.34 1.399  -4.556 0.008 6862.53 3302.16 1.202  -5.679 0.006 6862.55 3302.31 1.293  -6.779 0.004  20.456  1.152  0.771
2226           359.62 3304.24 1.399  -4.614 0.007  359.68 3304.47 1.202  -5.369 0.006  359.73 3304.38 1.293  -6.106 0.006  20.767  0.732  0.449
2227          5523.56 3304.66 1.399  -2.437 0.048 5524.19 3304.53 1.202  -2.467 0.085 5523.63 3305.00 1.293  -3.056 0.090  23.670 -0.096  0.318
2228          3866.26 3306.87 1.399  -3.138 0.026 3866.32 3306.86 1.202  -3.827 0.034 3866.39 3306.66 1.293  -4.646 0.026  22.309  0.657  0.522
2229          3701.23 3309.63 1.399  -8.107 0.001 3701.36 3309.69 1.202  -8.795 0.001 3701.13 3309.74 1.293  -9.286 0.001  17.341  0.656  0.231
2230          5411.55 3309.97 1.399  -2.682 0.036 5411.87 3309.57 1.202   -3.11 0.050 5412.20 3309.86 1.293  -3.797 0.043  23.026  0.359  0.405
2231          3743.39 3310.69 1.399  -6.103 0.003 3743.52 3310.76 1.202  -7.016 0.002 3743.49 3310.69 1.293  -7.926 0.002  19.119  0.913  0.603
2232          5998.55 3311.32 1.399  -2.925 0.028 5998.68 3311.25 1.202  -3.646 0.030 5998.70 3311.28 1.293  -4.263 0.030  22.490  0.693  0.342
2233          2766.24 3311.45 1.399  -2.547 0.045 2766.34 3311.52 1.202  -3.091 0.056 2766.18 3311.26 1.293  -3.934 0.046  23.045  0.491  0.543
2234          5688.78 3312.78 1.399  -2.024 0.065 5688.74 3312.92 1.202  -3.042 0.051 5688.92 3312.80 1.293  -3.873 0.041  23.093  1.033  0.532
2235          6439.92 3314.39 1.399  -2.139 0.057 6440.54 3314.26 1.202  -2.837 0.060 6440.43 3314.42 1.293  -3.618 0.054  23.299  0.667  0.488
2236            62.51 3316.23 1.399  -2.056 0.065   63.05 3316.81 1.202  -2.471 0.087   62.85 3316.93 1.293  -2.906 0.105  23.665  0.344  0.181
2237          5200.70 3316.50 1.399  -3.118 0.024 5200.87 3316.49 1.202  -3.792 0.026 5200.87 3316.60 1.293  -4.557 0.023  22.344  0.640  0.474
2238          5926.44 3316.32 1.399  -2.683 0.036 5926.42 3316.46 1.202  -2.999 0.056 5926.56 3316.55 1.293  -3.519 0.059  23.138  0.231  0.256
2239          3178.78 3317.43 1.399  -3.178 0.027 3178.80 3317.61 1.202  -3.971 0.024 3178.92 3317.61 1.293   -4.77 0.022  22.165  0.776  0.504
2240          4354.20 3317.11 1.399  -2.689 0.036 4354.42 3317.08 1.202  -3.563 0.034 4354.30 3317.10 1.293  -4.461 0.028  22.572  0.868  0.592
2241          6900.48 3317.35 1.399  -3.077 0.026 6900.60 3316.97 1.202  -3.827 0.026 6900.50 3317.39 1.293  -4.603 0.024  22.309  0.726  0.484
2242          2894.44 3318.18 1.399   -2.43 0.051 2894.46 3318.42 1.202  -3.108 0.056 2894.50 3318.66 1.293  -3.937 0.048  23.028  0.644  0.531
2243          5085.84 3322.41 1.399  -2.691 0.037 5085.89 3322.49 1.202  -4.167 0.019 5086.02 3322.41 1.293  -5.943 0.007  21.967  1.556  1.372
2244          6841.95 3323.59 1.399  -2.207 0.056 6842.13 3322.87 1.202  -2.995 0.056 6842.31 3323.11 1.293  -3.736 0.055  23.141  0.770  0.453
2245          4270.82 3325.51 1.399  -2.165 0.057 4271.09 3325.35 1.202  -2.489 0.100 4270.85 3325.47 1.293  -3.251 0.089  23.647  0.240  0.471
2246          2475.82 3325.57 1.399  -3.261 0.021 2476.26 3325.98 1.202  -4.042 0.024 2476.02 3326.09 1.293  -4.792 0.021  22.094  0.762  0.461
2247          6467.02 3326.12 1.399  -2.174 0.056 6466.77 3326.19 1.202  -2.417 0.093 6467.65 3326.57 1.293  -3.054 0.091  23.720  0.147  0.360
2248          3792.14 3328.16 1.399  -2.179 0.061 3792.47 3328.55 1.202  -3.028 0.061 3792.20 3328.23 1.293  -3.782 0.056  23.107  0.839  0.464
2249          5336.75 3335.60 1.399  -2.059 0.061 5336.88 3335.65 1.202  -2.949 0.057 5336.61 3335.51 1.293  -3.607 0.053  23.186  0.886  0.379
2250          5048.78 3337.02 1.399  -4.729 0.006 5049.08 3337.02 1.202  -5.648 0.006 5049.11 3336.98 1.293  -6.546 0.004  20.487  0.919  0.592
2251          4540.68 3339.47 1.399  -2.374 0.048 4541.12 3339.32 1.202   -3.73 0.031 4541.07 3339.44 1.293  -5.014 0.017  22.404  1.419  0.935
2252          1843.96 3341.12 1.399  -1.728 0.086 1844.34 3341.74 1.202  -2.624 0.082 1844.15 3341.26 1.293  -3.469 0.069  23.511  0.893  0.545
2253          2831.54 3342.22 1.399  -2.943 0.033 2831.79 3342.40 1.202  -3.759 0.033 2831.66 3342.37 1.293  -4.578 0.028  22.376  0.802  0.522
2254          3800.18 3345.78 1.399  -5.301 0.004 3800.26 3345.88 1.202  -6.513 0.003 3800.23 3345.78 1.293  -7.704 0.002  19.622  1.254  0.852
2255          3837.88 3350.84 1.399   -3.16 0.028 3837.98 3350.78 1.202   -3.49 0.049 3837.91 3350.91 1.293  -4.033 0.048  22.646  0.247  0.277
2256          3146.51 3352.64 1.399  -4.471 0.009 3146.52 3352.84 1.202  -5.579 0.006 3146.61 3352.76 1.293  -6.608 0.004  20.556  1.135  0.708
2257          6778.79 3352.84 1.399  -1.424 0.114 6778.48 3352.99 1.202  -2.883 0.061 6778.61 3353.14 1.293  -4.462 0.027  23.251  1.536  1.197
2258          4901.09 3354.78 1.399  -1.761 0.082 4901.52 3354.59 1.202  -1.987 0.155 4901.99 3354.86 1.293  -3.187 0.078  24.150  0.128  0.860
2259          7412.85 3354.80 1.399  -2.345 0.051 7412.78 3354.84 1.202   -2.88 0.066 7412.59 3355.26 1.293  -3.454 0.070  23.256  0.481  0.304
2260          6081.36 3356.47 1.399  -6.598 0.002 6081.56 3356.35 1.202  -7.216 0.002 6081.61 3356.40 1.293  -7.826 0.001  18.920  0.576  0.336
2261          6728.53 3356.34 1.399  -2.277 0.051 6728.38 3355.51 1.202  -2.403 0.093 6728.98 3355.60 1.293  -3.328 0.075  23.734  0.014  0.616
2262           203.55 3360.82 1.399  -2.049 0.064  203.57 3361.20 1.202  -3.401 0.038  203.58 3360.93 1.293  -5.003 0.016  22.733  1.414  1.217
2263          5282.15 3361.20 1.399  -1.631 0.091 5281.86 3360.98 1.202  -1.929 0.153 5281.75 3361.57 1.293  -2.893 0.114  24.208  0.210  0.651
2264          4681.00 3361.32 1.399  -2.198 0.059 4681.08 3361.70 1.202  -2.568 0.082 4681.14 3361.71 1.293   -3.09 0.095  23.568  0.292  0.258
2265          3362.70 3363.28 1.399  -1.291 0.146 3362.44 3363.53 1.202  -2.729 0.074 3362.56 3363.24 1.293  -4.467 0.028  23.405  1.512  1.338
2266          5561.63 3364.43 1.399  -2.228 0.053 5561.74 3364.57 1.202  -2.907 0.057 5561.93 3364.48 1.293  -3.661 0.050  23.229  0.645  0.464
2267          6690.60 3364.44 1.399  -1.661 0.092 6691.09 3364.42 1.202  -1.726 0.183 6690.90 3364.20 1.293  -2.331 0.177  24.411 -0.056  0.332
2268          4187.39 3370.44 1.399  -1.412 0.113 4188.43 3369.98 1.202  -1.941 0.158 4188.18 3370.50 1.293   -3.09 0.095  24.195  0.474  0.815
2269          4326.84 3370.40 1.399  -1.033 0.163 4327.29 3371.32 1.202  -1.896 0.164 4327.36 3370.43 1.293  -2.486 0.171  24.239  0.855  0.318
2270          2674.69 3370.33 1.399  -2.613 0.041 2674.99 3370.54 1.202  -3.541 0.035 2674.79 3370.42 1.293  -4.496 0.028  22.594  0.930  0.643
2271          5834.69 3373.11 1.399  -3.297 0.020 5834.89 3372.88 1.202  -3.707 0.029 5835.07 3373.05 1.293  -4.191 0.031  22.429  0.338  0.224
2272          3560.15 3373.42 1.399  -6.997 0.001 3560.18 3373.47 1.202  -7.921 0.001 3560.25 3373.50 1.293  -8.784 0.001  18.214  0.925  0.561
2273          1680.39 3375.03 1.399   -4.41 0.009 1680.50 3375.32 1.202  -5.598 0.006 1680.42 3375.23 1.293  -6.748 0.004  20.537  1.227  0.816
2274          5911.53 3375.68 1.399  -6.454 0.002 5911.68 3375.58 1.202  -7.651 0.001 5911.73 3375.65 1.293  -8.891 0.001  18.484  1.237  0.896
2275          2117.66 3376.89 1.399  -2.071 0.065 2118.10 3376.67 1.202  -2.077 0.126 2117.16 3377.22 1.293  -2.254 0.186  24.060 -0.123 -0.048
2276          5784.73 3376.20 1.399  -1.912 0.070 5785.02 3376.94 1.202  -2.042 0.133 5785.52 3376.37 1.293  -2.568 0.136  24.095  0.018  0.262
2277          5313.47 3378.20 1.399  -2.089 0.060 5313.56 3378.32 1.202  -2.711 0.070 5313.94 3378.25 1.293  -3.523 0.059  23.425  0.580  0.516
2278          6379.14 3377.75 1.399  -4.379 0.008 6379.34 3377.65 1.202  -5.232 0.007 6379.35 3377.71 1.293   -6.06 0.006  20.903  0.844  0.530
2279          6111.03 3381.32 1.399  -6.103 0.002 6111.29 3381.24 1.202  -6.796 0.002 6111.33 3381.28 1.293  -7.512 0.002  19.340  0.661  0.430
2280          3374.77 3381.60 1.399  -5.318 0.004 3374.80 3381.62 1.202  -5.976 0.004 3374.88 3381.64 1.293  -6.656 0.004  20.160  0.621  0.398
2281          2409.16 3385.06 1.399  -1.268 0.125 2408.94 3384.34 1.202  -1.384 0.256 2408.68 3384.93 1.293  -2.752 0.124  24.753  0.002  1.009
2282          3113.18 3384.63 1.399   -1.94 0.089 3113.56 3384.19 1.202  -2.747 0.079 3113.34 3384.36 1.293  -3.971 0.051  23.388  0.792  0.881
2283          3524.66 3385.84 1.399  -3.584 0.019 3525.02 3386.09 1.202  -4.392 0.020 3524.72 3386.02 1.293  -5.267 0.015  21.743  0.793  0.572
2284          4375.75 3386.39 1.399   -1.36 0.121 4375.09 3387.53 1.202  -2.692 0.074 4375.49 3387.31 1.293  -4.461 0.026  23.442  1.391  1.365
2285          4106.52 3388.64 1.399  -2.299 0.051 4106.15 3388.53 1.202  -3.041 0.061 4106.18 3388.70 1.293  -4.351 0.035  23.095  0.717  0.958
2286          5307.62 3387.84 1.399   -4.83 0.006 5307.79 3387.84 1.202  -5.951 0.004 5307.85 3387.90 1.293  -7.113 0.002  20.184  1.150  0.826
2287           126.93 3393.80 1.399   -2.98 0.026  126.80 3394.20 1.202  -4.367 0.015  126.85 3393.93 1.293  -5.713 0.008  21.767  1.454  0.990
2288          3474.02 3393.51 1.399  -2.367 0.056 3474.12 3393.88 1.202  -3.217 0.050 3474.24 3393.94 1.293  -4.075 0.038  22.918  0.841  0.556
2289          4570.85 3394.93 1.399  -1.267 0.128 4570.58 3395.32 1.202  -2.191 0.116 4570.91 3394.67 1.293  -2.846 0.114  23.944  0.925  0.376
2290          2475.43 3396.54 1.399  -2.915 0.029 2475.56 3396.72 1.202  -3.426 0.040 2475.36 3396.34 1.293  -4.031 0.040  22.710  0.453  0.332
2291          4137.56 3399.04 1.399  -1.624 0.096 4137.54 3399.54 1.202  -2.252 0.117 4137.66 3398.63 1.293  -3.108 0.095  23.884  0.587  0.555
2292          2416.48 3398.06 1.399   -1.44 0.102 2416.34 3398.14 1.202  -2.295 0.106 2416.53 3398.23 1.293  -3.044 0.092  23.840  0.846  0.460
2293          6477.64 3400.05 1.399  -7.425 0.001 6477.77 3399.85 1.202  -8.201 0.001 6477.83 3400.03 1.293  -9.014 0.001  17.935  0.756  0.517
2294          5866.18 3401.33 1.399  -3.767 0.014 5866.35 3401.29 1.202  -4.817 0.010 5866.37 3401.37 1.293  -5.855 0.007  21.318  1.069  0.716
2295          3171.38 3403.39 1.399  -1.822 0.089 3171.53 3403.55 1.202  -2.713 0.074 3171.33 3403.39 1.293   -3.53 0.067  23.422  0.887  0.520
2296          4004.03 3404.05 1.399  -1.632 0.102 4003.34 3403.47 1.202  -3.539 0.041 4003.39 3403.45 1.293  -5.128 0.015  22.594  2.048  1.206
2297          4723.35 3403.03 1.399  -2.164 0.058 4722.77 3403.43 1.202  -3.092 0.048 4723.41 3403.28 1.293  -3.952 0.038  23.043  0.930  0.558
2298          1713.22 3403.51 1.399  -8.003 0.001 1713.34 3403.69 1.202   -8.61 0.001 1713.28 3403.57 1.293  -9.246 0.001  17.526  0.563  0.359
2299          3275.70 3406.43 1.399   -3.34 0.023 3275.67 3406.57 1.202  -4.192 0.020 3275.74 3406.38 1.293  -5.041 0.018  21.943  0.843  0.548
2300          3575.52 3405.66 1.399   -5.38 0.005 3575.54 3405.67 1.202  -6.485 0.003 3575.63 3405.74 1.293  -7.541 0.002  19.650  1.132  0.732
2301          4286.59 3406.06 1.399  -3.324 0.020 4286.81 3406.22 1.202  -4.084 0.020 4286.68 3405.84 1.293  -4.803 0.019  22.052  0.738  0.433
2302          4022.87 3406.63 1.399  -2.501 0.044 4022.91 3406.36 1.202  -3.159 0.060 4023.02 3406.35 1.293  -3.951 0.044  22.977  0.621  0.498
2303          1613.16 3409.53 1.399  -1.805 0.080 1612.71 3410.37 1.202  -2.784 0.066 1612.93 3410.00 1.293   -3.68 0.048  23.351  0.988  0.590
2304          4832.63 3414.69 1.399  -4.649 0.007 4832.80 3414.63 1.202  -5.139 0.008 4832.91 3414.54 1.293  -5.683 0.008  20.997  0.429  0.278
2305          5376.64 3414.52 1.399  -2.808 0.031 5376.78 3414.62 1.202  -3.602 0.030 5376.85 3414.33 1.293  -4.462 0.024  22.534  0.777  0.558
2306          5881.90 3415.12 1.399  -3.097 0.023 5881.94 3414.89 1.202  -3.852 0.024 5881.99 3415.24 1.293  -4.733 0.019  22.284  0.732  0.577
2307          6479.41 3415.61 1.399  -3.806 0.013 6479.69 3415.28 1.202  -4.206 0.018 6479.55 3415.64 1.293  -4.599 0.021  21.930  0.327  0.144
2308          2903.47 3420.17 1.399  -3.238 0.023 2903.49 3420.30 1.202  -4.061 0.022 2903.52 3420.31 1.293  -4.876 0.019  22.074  0.810  0.518
2309          3313.41 3419.65 1.399  -3.476 0.021 3313.42 3420.03 1.202  -4.498 0.015 3313.34 3419.93 1.293  -5.406 0.013  21.637  1.037  0.601
2310          3233.82 3420.87 1.399  -2.124 0.067 3233.93 3421.13 1.202  -3.184 0.049 3234.07 3420.92 1.293  -4.121 0.040  22.951  1.081  0.627
2311          6044.53 3421.33 1.399  -7.964 0.001 6044.71 3421.18 1.202  -8.458 0.001 6044.76 3421.26 1.293  -9.065 0.001  17.678  0.434  0.334
2312          3436.16 3421.00 1.399  -2.429 0.052 3436.06 3420.84 1.202  -2.972 0.059 3435.95 3421.26 1.293  -3.737 0.053  23.164  0.490  0.474
2313          2819.99 3423.14 1.399  -1.345 0.129 2820.42 3423.21 1.202    -2.5 0.096 2820.28 3423.24 1.293  -3.355 0.079  23.635  1.189  0.554
2314          3421.25 3427.52 1.399  -2.407 0.053 3421.45 3427.77 1.202   -3.94 0.024 3421.38 3427.64 1.293  -5.553 0.010  22.194  1.621  1.227
2315          3052.15 3431.56 1.399   -2.22 0.063 3052.33 3432.14 1.202   -2.74 0.073 3052.40 3431.72 1.293  -3.228 0.092  23.396  0.464  0.228
2316          4341.68 3431.01 1.399  -2.617 0.038 4341.56 3431.22 1.202   -3.83 0.026 4341.70 3431.14 1.293  -4.963 0.017  22.305  1.255  0.801
2317          2820.10 3432.62 1.399  -2.784 0.036 2820.28 3432.68 1.202  -4.172 0.020 2820.29 3432.54 1.293  -5.454 0.011  21.962  1.455  0.933
2318          4904.44 3433.21 1.399  -4.688 0.006 4904.56 3433.22 1.202  -5.841 0.004 4904.62 3433.16 1.293  -6.966 0.003  20.294  1.187  0.794
2319            56.56 3435.63 1.399  -3.144 0.023   56.67 3436.10 1.202  -4.504 0.013   56.73 3435.85 1.293  -5.807 0.007  21.630  1.423  0.952
2320          4212.23 3438.23 1.399  -2.507 0.040 4212.44 3438.50 1.202  -3.379 0.039 4212.55 3438.35 1.293  -4.156 0.034  22.756  0.866  0.485
2321          4341.68 3431.01 1.399  -2.617 0.038 4341.56 3431.22 1.202   -3.83 0.026 4341.70 3431.14 1.293  -4.963 0.017  22.305  1.255  0.801
2322          2522.23 3438.71 1.399  -6.081 0.002 2522.30 3438.87 1.202  -6.565 0.003 2522.30 3438.77 1.293  -7.148 0.003  19.571  0.423  0.312
2323          6552.36 3439.62 1.399  -3.518 0.017 6552.61 3439.45 1.202  -4.295 0.016 6552.52 3439.52 1.293  -4.973 0.015  21.841  0.757  0.397
