#name/id         bx       by    am_b    b_i   err   vx       vy     am_v    v_i   err    rx      ry      am_r    r_i   err      V    B-V   V-R
#----------------------------------------------------------------------------------------------------------------------------------------------
394            391.51  545.45 1.399  -0.948 0.165  391.67  545.23 1.202  -1.829 0.151  392.03  545.45 1.293  -2.769 0.112  24.306  0.876  0.629
395           2617.83  547.27 1.399  -3.536 0.017 2618.14  547.30 1.202  -4.242 0.016 2617.80  547.30 1.293  -4.974 0.015  21.894  0.676  0.445
396           5139.39  547.55 1.399  -1.848 0.072 5139.63  546.89 1.202  -3.239 0.039 5139.42  547.19 1.293  -4.806 0.017  22.895  1.459  1.186
397           6062.30  548.07 1.399   -2.79 0.031 6062.10  547.51 1.202  -3.629 0.027 6062.28  547.95 1.293  -4.468 0.023  22.506  0.828  0.540
398           6606.93  548.37 1.399  -2.234 0.049 6607.16  547.75 1.202   -3.61 0.028 6607.09  548.12 1.293  -5.215 0.011  22.524  1.441  1.220
399           5628.43  549.25 1.399  -2.085 0.056 5628.93  548.79 1.202  -2.451 0.075 5628.15  548.92 1.293  -2.919 0.091  23.685  0.288  0.210
400           1761.60  551.90 1.399  -2.011 0.067 1761.70  551.82 1.202  -2.211 0.113 1760.76  551.26 1.293  -2.911 0.108  23.926  0.098  0.416
401           6882.11  553.20 1.399  -5.114 0.005 6882.38  552.74 1.202  -5.853 0.004 6882.12  553.11 1.293  -6.652 0.004  20.283  0.714  0.504
402           3505.07  558.57 1.399   -4.06 0.011 3505.28  558.58 1.202  -5.485 0.006 3505.01  558.58 1.293  -7.121 0.003  20.649  1.497  1.247
403           7488.63  562.69 1.399   -2.87 0.028 7488.71  562.22 1.202  -3.305 0.036 7488.29  562.66 1.293  -3.785 0.041  22.831  0.367  0.221
404           5481.81  562.89 1.399  -2.815 0.029 5482.22  562.43 1.202  -4.142 0.017 5482.01  562.68 1.293  -5.378 0.009  21.992  1.386  0.892
405           3067.83  564.23 1.399  -2.034 0.061 3068.29  564.47 1.202  -3.378 0.036 3067.77  564.44 1.293  -4.788 0.018  22.756  1.405  1.047
406           3287.28  567.16 1.399  -1.403 0.108 3287.30  566.84 1.202  -3.244 0.042 3287.15  566.70 1.293  -5.193 0.013  22.889  1.973  1.525
407           4888.14  568.28 1.399  -3.504 0.016 4888.52  568.00 1.202   -4.26 0.016 4888.36  568.22 1.293  -4.998 0.014  21.876  0.733  0.450
408           4236.59  569.34 1.399   -4.91 0.005 4236.84  569.28 1.202  -6.189 0.003 4236.69  569.33 1.293  -7.534 0.002  19.946  1.331  0.989
409           5530.96  569.18 1.399  -7.198 0.001 5531.34  568.66 1.202   -7.65 0.001 5531.19  568.93 1.293  -8.222 0.001  18.486  0.386  0.303
410           1010.41  573.19 1.399  -6.109 0.002 1010.66  573.32 1.202  -7.175 0.002 1010.35  573.18 1.293  -8.223 0.001  18.960  1.087  0.725
411           3812.17  574.32 1.399  -3.057 0.026 3812.42  574.29 1.202    -3.5 0.034 3812.31  574.39 1.293  -4.129 0.032  22.636  0.376  0.353
412           4957.05  573.96 1.399  -1.707 0.085 4957.56  573.48 1.202  -2.891 0.057 4957.70  573.47 1.293  -4.361 0.026  23.244  1.222  1.100
413           4972.02  575.72 1.399  -1.613 0.088 4972.19  575.04 1.202  -3.016 0.048 4971.97  575.15 1.293  -4.336 0.026  23.118  1.472  0.967
414           2888.12  580.34 1.399  -2.093 0.057 2888.31  580.79 1.202  -2.606 0.073 2888.58  580.55 1.293  -3.668 0.050  23.530  0.456  0.738
415           1509.52  581.96 1.399  -1.781 0.078 1509.34  581.87 1.202  -2.554 0.076 1509.06  581.62 1.293  -3.744 0.044  23.582  0.753  0.851
416           4833.23  582.69 1.399  -1.725 0.079 4833.83  582.68 1.202  -2.182 0.103 4833.68  582.95 1.293  -2.921 0.090  23.954  0.392  0.451
417           4167.28  584.62 1.399  -1.367 0.112 4167.48  583.69 1.202  -2.195 0.100 4167.06  584.69 1.293  -3.022 0.083  23.940  0.816  0.529
418           6518.96  585.40 1.399  -3.219 0.021 6519.31  585.08 1.202  -4.589 0.012 6519.04  585.25 1.293  -5.965 0.006  21.545  1.435  1.016
419           2224.11  587.58 1.399  -2.567 0.039 2224.34  587.43 1.202  -3.241 0.040 2224.24  587.49 1.293  -4.068 0.036  22.895  0.640  0.529
420           2654.37  586.70 1.399  -3.487 0.017 2654.69  586.68 1.202  -4.064 0.019 2654.38  586.78 1.293  -4.665 0.020  22.072  0.529  0.328
421           6912.06  587.31 1.399  -2.106 0.057 6912.18  587.50 1.202  -2.717 0.063 6911.68  587.48 1.293  -3.748 0.043  23.419  0.568  0.710
422           2208.69  589.26 1.399   -5.13 0.005 2208.94  589.30 1.202  -5.927 0.004 2208.61  589.27 1.293  -6.729 0.003  20.209  0.780  0.507
423           2449.89  588.97 1.399  -3.955 0.012 2450.28  588.91 1.202  -4.582 0.013 2449.86  588.91 1.293  -5.262 0.012  21.554  0.586  0.398
424           4041.51  589.41 1.399  -4.753 0.006 4041.70  589.35 1.202  -5.248 0.007 4041.52  589.30 1.293  -5.923 0.007  20.888  0.435  0.394
425           1784.98  590.22 1.399  -1.473 0.103 1784.77  590.00 1.202  -1.741 0.158 1785.56  589.86 1.293  -2.904 0.101  24.396  0.176  0.827
426           4948.34  592.92 1.399   -1.73 0.079 4948.67  592.59 1.202  -2.344 0.086 4948.59  592.87 1.293  -3.392 0.060  23.792  0.571  0.725
427           5295.52  597.19 1.399  -1.486 0.098 5295.72  596.45 1.202   -2.88 0.052 5295.44  596.53 1.293  -4.158 0.028  23.254  1.462  0.929
428           5571.76  597.50 1.399  -2.599 0.034 5571.71  597.17 1.202  -4.008 0.019 5571.72  597.46 1.293  -5.598 0.008  22.126  1.479  1.206
429           7186.57  598.50 1.399  -2.323 0.045 7186.68  598.55 1.202  -3.251 0.038 7186.03  598.72 1.293  -4.114 0.031  22.884  0.930  0.561
430           5099.28  605.28 1.399  -2.002 0.061 5099.48  604.83 1.202  -2.934 0.052 5099.09  605.54 1.293  -3.774 0.041  23.201  0.934  0.540
431            885.08  606.07 1.399  -1.894 0.067  885.94  605.74 1.202  -2.897 0.053  885.47  605.80 1.293  -3.745 0.043  23.238  1.015  0.548
432           7413.39  605.90 1.399  -2.647 0.034 7413.44  605.76 1.202   -2.78 0.057 7413.58  605.61 1.293  -3.252 0.067  23.357  0.022  0.214
433           2398.36  606.86 1.399  -2.087 0.056 2398.76  606.40 1.202  -2.467 0.081 2398.62  606.92 1.293   -3.26 0.071  23.669  0.304  0.499
434           4754.88  610.60 1.399  -1.168 0.136 4755.50  610.01 1.202  -2.271 0.097 4755.27  610.23 1.293  -3.383 0.061  23.864  1.130  0.782
435           2583.80  617.87 1.399  -1.614 0.086 2584.55  617.63 1.202   -2.46 0.085 2583.47  617.51 1.293  -3.287 0.068  23.675  0.836  0.529
436            301.22  619.43 1.399  -4.316 0.009  301.52  619.49 1.202  -4.765 0.011  301.29  619.34 1.293  -5.354 0.010  21.371  0.383  0.318
437            844.07  620.28 1.399  -2.192 0.054  844.74  620.46 1.202  -3.275 0.040  844.29  620.36 1.293  -4.485 0.023  22.860  1.107  0.869
438           6427.11  621.54 1.399  -2.168 0.051 6427.04  621.32 1.202  -3.457 0.032 6426.83  621.87 1.293  -4.714 0.018  22.678  1.342  0.911
439           5936.55  625.51 1.399  -2.727 0.030 5936.66  625.23 1.202  -3.236 0.037 5936.50  625.49 1.293  -4.294 0.026  22.900  0.451  0.734
440            292.55  626.20 1.399  -4.006 0.011  292.77  626.13 1.202  -4.615 0.011  292.54  626.10 1.293  -5.298 0.011  21.521  0.565  0.401
441           1870.49  626.67 1.399  -1.429 0.102 1871.19  627.46 1.202  -2.992 0.051 1870.89  627.96 1.293  -4.017 0.035  23.142  1.655  0.705
442           1399.56  628.41 1.399  -2.614 0.037 1399.85  628.11 1.202  -2.842 0.059 1399.34  628.08 1.293  -3.578 0.053  23.295  0.130  0.448
443           3415.03  628.14 1.399  -2.222 0.052 3415.37  627.75 1.202  -3.012 0.051 3414.90  627.91 1.293   -4.29 0.029  23.124  0.772  0.929
444           2403.19  628.94 1.399  -2.355 0.048 2403.39  629.02 1.202  -3.608 0.030 2403.30  628.74 1.293  -5.145 0.013  22.527  1.301  1.159
445            208.59  630.12 1.399  -1.582 0.092  209.15  630.63 1.202   -2.58 0.074  209.01  630.31 1.293  -3.406 0.058  23.555  1.010  0.528
446           3498.43  631.36 1.399  -1.281 0.147 3498.90  632.41 1.202  -2.816 0.070 3498.65  632.00 1.293  -4.495 0.026  23.318  1.623  1.285
447           3284.71  632.54 1.399  -6.676 0.002 3284.86  632.55 1.202  -7.502 0.001 3284.72  632.60 1.293  -8.356 0.001  18.633  0.813  0.553
448           5886.75  636.83 1.399  -2.549 0.035 5887.06  636.84 1.202  -2.564 0.068 5886.91  637.10 1.293  -3.354 0.058  23.573 -0.113  0.496
449           6846.10  638.68 1.399  -2.502 0.044 6846.63  637.83 1.202  -2.985 0.052 6846.47  638.42 1.293  -3.591 0.055  23.151  0.421  0.333
450           4130.81  638.95 1.399  -3.113 0.023 4131.36  638.67 1.202  -3.788 0.024 4130.78  638.86 1.293  -4.593 0.021  22.348  0.641  0.509
451           7049.50  638.68 1.399  -2.459 0.042 7049.76  638.48 1.202  -3.209 0.039 7049.43  638.56 1.293   -3.98 0.036  22.927  0.726  0.479
452           2522.77  640.02 1.399  -1.946 0.068 2522.68  640.10 1.202  -3.283 0.042 2522.60  640.15 1.293  -4.809 0.018  22.851  1.397  1.150
453           3936.04  641.15 1.399  -4.452 0.008 3936.32  641.03 1.202  -4.699 0.011 3936.14  641.16 1.293  -5.323 0.011  21.438  0.152  0.349
454           2009.50  642.58 1.399  -2.817 0.030 2009.95  642.81 1.202  -3.289 0.038 2009.63  642.52 1.293   -4.15 0.031  22.847  0.409  0.559
455           6641.86  642.16 1.399  -1.779 0.074 6642.08  641.79 1.202  -2.651 0.065 6642.01  641.99 1.293  -3.741 0.043  23.484  0.866  0.762
456            761.80  644.42 1.399  -6.275 0.002  762.18  644.57 1.202   -7.37 0.001  761.76  644.40 1.293  -8.479 0.001  18.765  1.120  0.779
457           1388.34  647.61 1.399  -2.727 0.034 1388.59  647.49 1.202  -3.024 0.051 1388.10  647.62 1.293   -3.74 0.045  23.113  0.209  0.430
458           1414.83  653.91 1.399  -1.838 0.073 1414.97  654.07 1.202  -3.548 0.031 1414.70  654.09 1.293  -4.981 0.014  22.586  1.823  1.067
459           2449.81  654.01 1.399  -2.418 0.049 2449.97  653.90 1.202  -3.764 0.030 2449.69  654.08 1.293  -5.252 0.014  22.370  1.407  1.116
460           3777.17  654.66 1.399  -3.293 0.021 3777.40  654.38 1.202  -4.026 0.021 3777.14  654.50 1.293  -5.112 0.014  22.110  0.707  0.759
461           7292.69  655.45 1.399  -1.974 0.067 7292.81  654.97 1.202  -2.357 0.089 7292.60  655.35 1.293  -3.132 0.080  23.779  0.307  0.483
462           3625.46  659.27 1.399  -3.068 0.027 3625.55  659.46 1.202  -3.853 0.026 3625.44  659.44 1.293  -4.569 0.023  22.283  0.766  0.430
463           6229.52  659.22 1.399  -3.301 0.020 6229.81  658.58 1.202  -3.703 0.025 6229.76  658.93 1.293  -4.206 0.029  22.433  0.329  0.241
464           7016.58  659.66 1.399  -2.354 0.046 7016.98  659.41 1.202  -2.881 0.053 7016.51  659.86 1.293  -3.516 0.057  23.255  0.472  0.358
465           3822.37  661.05 1.399  -2.216 0.055 3822.66  661.32 1.202  -3.382 0.037 3822.53  661.19 1.293  -4.215 0.029  22.753  1.202  0.534
466           3942.03  665.12 1.399  -2.537 0.041 3942.40  664.84 1.202  -3.888 0.024 3942.13  665.11 1.293  -5.309 0.012  22.246  1.413  1.056
467           5650.44  668.11 1.399  -4.059 0.010 5650.68  667.74 1.202  -5.526 0.005 5650.58  667.94 1.293  -7.074 0.002  20.608  1.545  1.169
468           3455.85  668.62 1.399  -2.619 0.043 3455.64  668.47 1.202  -4.085 0.021 3455.53  668.52 1.293  -5.537 0.010  22.049  1.544  1.084
469           3308.66  669.70 1.399  -5.362 0.004 3308.77  669.73 1.202  -6.565 0.003 3308.69  669.76 1.293  -7.748 0.002  19.570  1.244  0.845
470           4517.54  671.51 1.399  -2.447 0.042 4518.18  671.45 1.202  -2.798 0.060 4517.77  671.61 1.293  -3.237 0.076  23.338  0.271  0.184
471           6695.29  672.26 1.399  -2.918 0.027 6695.75  671.53 1.202  -3.448 0.032 6695.35  672.22 1.293  -3.942 0.035  22.688  0.475  0.233
472           2055.25  675.09 1.399  -2.118 0.057 2055.51  675.25 1.202  -3.409 0.034 2055.24  675.28 1.293  -4.533 0.022  22.726  1.344  0.793
473           2467.45  675.20 1.399  -3.059 0.028 2467.58  675.40 1.202  -4.513 0.015 2467.33  675.36 1.293  -6.012 0.007  21.621  1.531  1.126
474           6577.54  674.66 1.399   -4.09 0.010 6577.76  674.37 1.202  -5.246 0.007 6577.62  674.58 1.293  -6.458 0.004  20.889  1.190  0.871
475            943.79  675.78 1.399  -2.458 0.040  944.21  675.95 1.202  -3.237 0.038  943.87  675.82 1.293  -3.946 0.035  22.899  0.760  0.424
476           4968.37  677.74 1.399  -2.274 0.047 4968.68  677.48 1.202  -3.163 0.041 4968.41  677.56 1.293  -4.019 0.034  22.972  0.885  0.555
477           7415.73  676.75 1.399  -2.077 0.059 7415.14  676.67 1.202  -3.519 0.031 7415.22  676.80 1.293  -5.126 0.013  22.615  1.517  1.222
478           5339.31  680.63 1.399  -5.389 0.004 5339.58  680.36 1.202   -6.08 0.003 5339.45  680.51 1.293  -6.785 0.003  20.056  0.659  0.421
479           2495.99  681.89 1.399  -2.774 0.033 2496.50  681.86 1.202  -3.243 0.043 2496.36  681.62 1.293  -3.846 0.045  22.893  0.405  0.330
480           5201.41  683.65 1.399  -2.843 0.028 5201.52  683.41 1.202  -3.585 0.026 5201.22  683.45 1.293  -4.275 0.026  22.551  0.717  0.407
481           6304.58  683.38 1.399  -6.486 0.002 6304.75  683.03 1.202  -7.563 0.001 6304.65  683.32 1.293  -8.669 0.001  18.572  1.100  0.777
482           1630.42  684.72 1.399  -2.174 0.054 1630.48  684.71 1.202  -3.517 0.032 1630.21  684.65 1.293  -4.936 0.016  22.617  1.404  1.055
483           4574.73  685.61 1.399   -1.85 0.072 4575.42  684.91 1.202  -2.511 0.076 4574.56  685.35 1.293  -3.602 0.049  23.625  0.625  0.763
484           5455.35  686.86 1.399   -3.78 0.013 5455.70  686.35 1.202  -4.327 0.014 5455.60  686.57 1.293  -4.952 0.014  21.809  0.495  0.350
485           2238.17  686.04 1.399  -1.167 0.138 2238.34  687.84 1.202  -2.237 0.103 2237.82  687.92 1.293  -3.545 0.055  23.898  1.092  0.956
486           5647.23  689.82 1.399  -2.381 0.042 5647.41  689.43 1.202  -2.845 0.056 5647.38  689.80 1.293  -3.841 0.041  23.291  0.400  0.679
487           2715.96  690.23 1.399  -2.413 0.046 2716.31  690.26 1.202    -3.9 0.024 2716.03  690.18 1.293  -5.277 0.012  22.234  1.568  1.017
488           2862.28  690.70 1.399  -1.707 0.083 2862.88  690.67 1.202  -2.259 0.101 2862.17  690.69 1.293  -2.923 0.100  23.877  0.500  0.384
489           5104.27  695.29 1.399  -4.315 0.008 5104.58  694.87 1.202  -4.701 0.010 5104.44  695.12 1.293   -5.34 0.010  21.435  0.311  0.362
490           5648.52  708.33 1.399  -6.693 0.002 5648.73  708.06 1.202  -7.673 0.001 5648.64  708.30 1.293   -8.65 0.001  18.462  0.989  0.662
491           2138.16  698.42 1.399  -3.175 0.023 2138.45  698.55 1.202  -4.546 0.013 2138.08  698.48 1.293   -5.95 0.007  21.588  1.436  1.041
492           2711.22  697.50 1.399  -3.807 0.014 2711.48  697.50 1.202  -4.791 0.011 2711.24  697.59 1.293  -5.706 0.008  21.344  0.994  0.607
493           1356.69  699.70 1.399  -4.021 0.011 1357.13  699.86 1.202  -5.322 0.006 1356.74  699.73 1.293  -6.689 0.003  20.812  1.356  1.008
494           4867.45  704.17 1.399  -1.832 0.067 4867.68  703.67 1.202  -2.213 0.093 4867.26  703.72 1.293   -2.95 0.088  23.923  0.305  0.449
495            304.40  705.54 1.399   -3.22 0.021  304.38  705.96 1.202  -4.455 0.014  304.20  705.73 1.293  -5.661 0.008  21.680  1.280  0.865
496           5079.25  705.61 1.399  -3.289 0.019 5079.57  705.50 1.202  -4.634 0.011 5079.47  705.54 1.293  -6.062 0.006  21.500  1.406  1.063
497           3584.59  707.04 1.399  -3.849 0.014 3584.81  707.12 1.202    -5.2 0.007 3584.59  707.10 1.293  -6.454 0.004  20.934  1.413  0.908
498           6021.43  708.06 1.399   -3.73 0.013 6021.67  707.57 1.202  -4.066 0.018 6021.55  707.79 1.293  -4.765 0.016  22.070  0.254  0.415
499           1068.29  709.51 1.399  -1.565 0.092 1068.32  709.83 1.202  -1.866 0.140 1068.08  708.95 1.293  -2.707 0.111  24.271  0.214  0.541
500           3485.33  708.81 1.399  -2.879 0.034 3485.39  709.03 1.202  -4.367 0.016 3485.35  708.94 1.293  -5.896 0.007  21.767  1.569  1.152
501           2132.26  711.37 1.399   -1.98 0.068 2133.69  710.46 1.202  -2.307 0.102 2132.37  711.33 1.293  -2.713 0.126  23.829  0.243  0.155
502           3212.47  712.21 1.399  -2.438 0.043 3212.55  712.11 1.202  -3.922 0.023 3212.37  712.27 1.293  -5.498 0.009  22.212  1.565  1.194
503           1636.61  715.37 1.399  -1.942 0.070 1637.11  714.76 1.202  -2.464 0.081 1636.74  715.47 1.293  -3.285 0.069  23.672  0.466  0.524
504           6299.53  714.32 1.399  -2.061 0.059 6299.59  715.05 1.202  -2.771 0.061 6299.55  714.37 1.293  -3.917 0.039  23.365  0.681  0.812
505           5628.55  719.67 1.399  -2.822 0.030 5628.81  719.44 1.202  -3.517 0.031 5628.61  719.55 1.293  -4.663 0.020  22.619  0.664  0.812
506            349.88  721.64 1.399  -1.346 0.116  349.87  720.87 1.202  -1.674 0.169  350.11  721.29 1.293  -2.911 0.092  24.462  0.244  0.893
507           2879.90  724.33 1.399  -0.905 0.178 2881.01  725.03 1.202  -1.396 0.248 2880.05  724.17 1.293  -2.435 0.159  24.740  0.431  0.717
508           4221.86  724.67 1.399  -5.018 0.005 4222.26  724.65 1.202  -6.207 0.003 4221.97  724.69 1.293   -7.43 0.002  19.928  1.228  0.881
509           2961.47  725.21 1.399  -2.279 0.049 2961.57  724.77 1.202  -2.312 0.095 2962.07  725.20 1.293  -2.756 0.114  23.825 -0.093  0.189
510           5498.75  726.14 1.399  -3.023 0.025 5498.99  725.84 1.202  -4.435 0.013 5498.88  726.15 1.293  -5.749 0.007  21.699  1.483  0.961
511           3953.23  727.42 1.399  -2.135 0.057 3954.05  727.40 1.202  -2.598 0.076 3952.83  727.34 1.293  -3.325 0.070  23.538  0.399  0.440
512            763.55  729.03 1.399   -1.82 0.072  763.83  729.32 1.202  -3.155 0.042  763.55  728.86 1.293  -4.443 0.024  22.979  1.395  0.938
513           4801.16  732.48 1.399  -3.729 0.013 4801.47  732.41 1.202  -4.979 0.008 4801.31  732.43 1.293  -6.222 0.005  21.156  1.298  0.898
514           3160.91  733.27 1.399  -3.134 0.023 3161.14  733.25 1.202  -3.813 0.025 3160.76  733.25 1.293  -4.423 0.025  22.323  0.645  0.336
515           4247.52  734.28 1.399   -7.52 0.001 4247.82  734.24 1.202  -8.259 0.001 4247.65  734.27 1.293  -9.031 0.001  17.877  0.714  0.480
516           5292.21  734.10 1.399  -1.764 0.070 5293.84  733.09 1.202  -2.395 0.083 5292.88  733.46 1.293  -3.139 0.073  23.741  0.590  0.455
517           5591.39  733.83 1.399  -1.778 0.075 5590.91  732.27 1.202  -2.054 0.120 5591.29  734.06 1.293  -2.408 0.146  24.083  0.185  0.109
518           1285.21  736.41 1.399  -5.361 0.004 1285.49  736.53 1.202  -6.126 0.004 1285.17  736.37 1.293  -6.913 0.003  20.010  0.744  0.493
519            313.11  740.89 1.399  -2.343 0.048  313.38  741.11 1.202  -3.421 0.035  313.18  741.16 1.293  -4.573 0.022  22.714  1.101  0.818
520           2850.47  740.88 1.399  -2.569 0.039 2850.28  740.95 1.202  -3.353 0.040 2850.26  740.60 1.293  -4.137 0.033  22.783  0.765  0.491
521           5717.90  741.15 1.399  -1.756 0.074 5718.26  741.60 1.202  -3.093 0.043 5718.27  741.58 1.293   -4.52 0.022  23.041  1.397  1.062
522           6338.25  742.77 1.399  -2.107 0.056 6338.66  742.69 1.202  -3.219 0.040 6338.53  742.92 1.293  -4.259 0.027  22.916  1.140  0.718
523           3022.78  743.78 1.399  -3.058 0.026 3023.07  743.84 1.202  -3.483 0.037 3022.84  744.05 1.293   -4.07 0.036  22.653  0.355  0.316
524           7186.66  743.92 1.399  -4.605 0.006 7186.85  743.60 1.202  -5.914 0.004 7186.66  743.94 1.293  -7.442 0.002  20.220  1.365  1.151
525           2683.40  746.13 1.399  -6.002 0.003 2683.61  746.12 1.202  -6.752 0.002 2683.42  746.10 1.293  -7.543 0.002  19.384  0.726  0.497
526           6137.04  745.62 1.399  -3.949 0.010 6137.31  745.41 1.202  -5.481 0.005 6137.14  745.67 1.293  -7.032 0.002  20.653  1.620  1.172
527           2203.62  746.81 1.399  -2.443 0.046 2203.78  747.13 1.202   -3.82 0.025 2203.46  746.98 1.293  -5.382 0.011  22.314  1.443  1.182
528           4416.51  747.14 1.399   -1.82 0.079 4417.46  746.22 1.202  -2.236 0.104 4416.87  747.14 1.293  -3.078 0.083  23.900  0.345  0.542
529           2783.35  749.88 1.399  -3.476 0.018 2783.59  750.04 1.202  -4.811 0.010 2783.35  749.87 1.293  -6.376 0.005  21.323  1.395  1.184
530           3623.44  750.97 1.399   -2.21 0.059 3623.47  750.73 1.202  -3.021 0.052 3623.48  750.54 1.293  -3.842 0.042  23.114  0.796  0.524
531           2694.56  751.48 1.399  -5.417 0.004 2694.74  751.57 1.202   -6.85 0.002 2694.53  751.50 1.293  -8.337 0.001  19.284  1.507  1.115
532           1037.77  752.87 1.399  -3.011 0.026 1038.21  753.15 1.202  -3.993 0.021 1037.81  752.93 1.293  -4.925 0.015  22.142  0.991  0.622
533           2554.20  753.71 1.399  -5.317 0.004 2554.44  753.74 1.202  -6.279 0.003 2554.13  753.76 1.293  -7.262 0.002  19.856  0.969  0.667
534           3056.39  754.15 1.399  -2.179 0.055 3056.45  754.09 1.202  -3.532 0.032 3056.32  754.33 1.293  -4.889 0.017  22.602  1.415  1.000
535           6297.33  754.49 1.399  -2.282 0.047 6297.35  754.24 1.202  -3.211 0.038 6297.11  754.36 1.293   -4.15 0.029  22.924  0.931  0.628
536           1555.96  756.14 1.399  -1.187 0.137 1556.09  757.06 1.202  -2.687 0.067 1555.94  756.75 1.293  -4.077 0.035  23.447  1.583  1.029
537           7275.63  757.24 1.399  -3.266 0.020 7275.93  756.83 1.202  -4.577 0.011 7275.63  757.26 1.293  -5.949 0.006  21.557  1.367  1.013
538           4286.84  758.85 1.399  -2.079 0.057 4287.31  758.39 1.202  -2.481 0.076 4286.93  758.99 1.293  -3.295 0.068  23.655  0.329  0.517
539           1181.22  762.27 1.399  -1.654 0.087 1181.47  762.58 1.202  -2.837 0.059 1181.38  762.60 1.293  -4.149 0.033  23.298  1.221  0.960
540           3296.16  764.37 1.399  -7.485 0.001 3296.30  764.36 1.202  -8.089 0.001 3296.20  764.36 1.293  -8.708 0.001  18.047  0.560  0.344
541           5015.47  763.60 1.399  -7.163 0.001 5015.71  763.44 1.202  -8.056 0.001 5015.62  763.56 1.293  -8.976 0.001  18.079  0.890  0.612
542           5967.64  764.88 1.399  -5.317 0.004 5967.85  764.58 1.202  -6.405 0.003 5967.77  764.85 1.293  -7.521 0.002  19.730  1.112  0.786
543           2135.50  766.06 1.399  -2.244 0.051 2135.45  765.94 1.202  -2.804 0.065 2135.53  766.18 1.293  -4.054 0.037  23.332  0.509  0.905
544           6254.33  769.33 1.399  -3.225 0.021 6254.60  768.75 1.202  -3.645 0.026 6254.49  769.03 1.293  -4.208 0.029  22.491  0.349  0.295
545           2777.88  770.37 1.399  -2.278 0.053 2778.57  770.51 1.202  -2.817 0.061 2777.82  770.80 1.293  -3.898 0.043  23.319  0.485  0.754
546           6617.98  770.86 1.399  -6.304 0.002 6618.21  770.54 1.202  -7.181 0.002 6618.03  770.82 1.293   -8.08 0.001  18.954  0.871  0.593
547           2963.64  772.40 1.399  -1.594 0.095 2963.69  772.47 1.202  -1.786 0.159 2963.55  772.26 1.293   -2.21 0.184  24.351  0.089  0.171
548           5389.13  772.49 1.399  -1.492 0.097 5389.53  772.18 1.202  -3.117 0.042 5389.36  772.54 1.293   -4.69 0.017  23.017  1.726  1.191
549           5509.14  772.50 1.399   -2.19 0.054 5509.34  772.32 1.202  -3.576 0.029 5509.25  772.57 1.293  -4.904 0.015  22.558  1.453  0.974
550           7288.23  772.31 1.399   -5.57 0.003 7288.43  771.99 1.202  -6.575 0.002 7288.20  772.35 1.293  -7.647 0.002  19.560  1.018  0.746
551           4616.95  774.78 1.399  -2.181 0.053 4616.58  774.53 1.202  -2.959 0.048 4616.79  774.29 1.293  -3.926 0.037  23.177  0.758  0.653
552           4731.21  774.34 1.399  -5.268 0.004 4731.51  774.12 1.202  -5.842 0.004 4731.40  774.27 1.293  -6.497 0.004  20.294  0.525  0.376
553           1060.42  776.25 1.399  -2.973 0.027 1060.56  776.40 1.202  -3.819 0.025 1060.29  776.33 1.293  -4.596 0.022  22.316  0.836  0.485
554           4117.26  777.15 1.399  -5.909 0.003 4117.54  777.11 1.202  -6.988 0.002 4117.38  777.18 1.293  -8.093 0.001  19.147  1.102  0.776
555           4643.40  777.33 1.399  -1.918 0.064 4643.74  777.05 1.202  -3.313 0.035 4643.67  777.13 1.293  -4.913 0.015  22.821  1.463  1.215
556             20.18  777.98 1.399  -4.491 0.008   20.42  778.33 1.202  -5.515 0.006   20.04  777.98 1.293  -6.477 0.004  20.620  1.039  0.649
557           6399.67  779.46 1.399  -5.774 0.003 6399.88  779.18 1.202  -6.422 0.003 6399.77  779.39 1.293  -7.126 0.002  19.714  0.610  0.420
558            490.76  780.27 1.399  -5.368 0.004  491.08  780.33 1.202  -5.791 0.004  490.75  780.20 1.293  -6.338 0.004  20.345  0.353  0.280
559           5538.20  780.34 1.399  -1.856 0.073 5538.03  780.28 1.202  -2.404 0.084 5538.35  780.57 1.293  -2.947 0.088  23.732  0.496  0.277
560           1933.46  782.27 1.399  -2.361 0.044 1933.68  781.98 1.202  -3.079 0.046 1933.33  782.22 1.293  -4.467 0.023  23.057  0.690  1.027
561           2899.73  781.69 1.399  -3.762 0.014 2899.84  781.66 1.202  -4.574 0.013 2899.71  781.67 1.293  -5.333 0.011  21.561  0.797  0.469
562           2775.53  782.21 1.399  -1.867 0.077 2775.68  782.77 1.202  -3.025 0.050 2775.44  782.57 1.293  -4.122 0.036  23.110  1.192  0.769
563           4426.33  784.36 1.399   -1.38 0.114 4426.59  783.84 1.202  -2.792 0.060 4426.51  783.91 1.293  -4.054 0.035  23.342  1.483  0.915
564           6229.35  784.29 1.399  -1.854 0.069 6229.50  783.68 1.202  -2.567 0.069 6229.11  784.01 1.293  -3.364 0.063  23.569  0.684  0.502
565           4942.64  785.36 1.399  -2.526 0.038 4942.50  785.26 1.202  -2.871 0.052 4942.52  785.36 1.293  -3.962 0.038  23.265  0.264  0.763
566           5748.55  785.28 1.399  -2.409 0.044 5749.21  784.48 1.202  -3.195 0.040 5748.47  784.95 1.293  -3.964 0.039  22.941  0.768  0.477
567           6955.79  788.12 1.399  -4.389 0.008 6955.98  787.81 1.202  -5.671 0.005 6955.83  788.19 1.293  -6.992 0.003  20.464  1.334  0.968
