# File generated by CMD 2.8 (http://stev.oapd.inaf.it/cmd) on Sat May 14 21:01:41 CEST 2016
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# Warning: you choose not to include the TP-AGB phase!
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.00150	Y = 0.25117	[M/H] = -1.013	eta_R = 0.200	Age = 	1.0000e+10 yr
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	int_IMF	stage
Z	age 	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	int_IMF	stage
	0.001500	10.0000	0.09000000	0.0900	-3.2378	3.4446	5.3604	12.865	21.327	18.556	16.537	14.477	12.461	10.818	10.452	10.282	1.46765435	1
	0.001500	10.0000	0.09844202	0.0984	-3.0337	3.4734	5.3107	12.354	19.484	17.135	15.204	13.537	11.836	10.401	9.947	9.762	1.55505097	1
	0.001500	10.0000	0.10000000	0.1000	-2.9980	3.4785	5.3019	12.265	19.177	16.897	14.982	13.375	11.730	10.328	9.861	9.673	1.57040203	1
	0.001500	10.0000	0.12000000	0.1200	-2.7165	3.5118	5.2328	11.561	17.132	15.315	13.534	12.235	10.948	9.733	9.203	8.997	1.74782515	1
	0.001500	10.0000	0.14000000	0.1400	-2.5323	3.5295	5.1862	11.101	16.067	14.461	12.777	11.586	10.461	9.327	8.777	8.567	1.89584959	1
	0.001500	10.0000	0.16000000	0.1600	-2.3921	3.5406	5.1488	10.750	15.379	13.889	12.272	11.135	10.097	9.010	8.452	8.239	2.02115250	1
	0.001500	10.0000	0.20000000	0.2000	-2.1735	3.5553	5.0858	10.204	14.429	13.077	11.547	10.474	9.538	8.508	7.939	7.725	2.22178221	1
	0.001500	10.0000	0.25000000	0.2500	-1.9679	3.5669	5.0233	9.690	13.622	12.371	10.908	9.881	9.018	8.029	7.453	7.238	2.40809011	1
	0.001500	10.0000	0.30000001	0.3000	-1.8083	3.5756	4.9779	9.291	13.024	11.839	10.425	9.431	8.615	7.655	7.074	6.862	2.54750419	1
	0.001500	10.0000	0.34999999	0.3500	-1.6767	3.5829	4.9422	8.962	12.539	11.406	10.031	9.065	8.283	7.347	6.762	6.553	2.65552020	1
