# File generated by CMD 2.8 (http://stev.oapd.inaf.it/cmd) on Sat May 14 18:06:18 CEST 2016
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# Warning: you choose not to include the TP-AGB phase!
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.00750	Y = 0.26210	[M/H] = -0.304	eta_R = 0.200	Age = 	2.7339e+09 yr
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	int_IMF	stage
Z	age	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	int_IMF	stage
	0.007500	9.4368	0.09000000	0.0900	-3.3644	3.3891	5.2651	13.181	24.180	20.915	18.875	16.210	13.693	11.011	10.516	10.264	1.46765435	1
	0.007500	9.4368	0.09286498	0.0929	-3.3045	3.3978	5.2537	13.031	23.514	20.419	18.415	15.880	13.445	10.887	10.384	10.124	1.49815178	1
	0.007500	9.4368	0.10000000	0.1000	-3.1626	3.4185	5.2266	12.676	21.944	19.249	17.327	15.097	12.858	10.594	10.069	9.793	1.57040203	1
	0.007500	9.4368	0.11561374	0.1156	-2.9530	3.4441	5.1824	12.152	20.054	17.774	15.966	14.081	12.067	10.141	9.594	9.305	1.71173370	1
	0.007500	9.4368	0.12000000	0.1200	-2.8992	3.4507	5.1711	12.018	19.608	17.415	15.636	13.829	11.871	10.024	9.471	9.182	1.74782515	1
	0.007500	9.4368	0.14000000	0.1400	-2.7150	3.4702	5.1320	11.557	18.261	16.322	14.610	13.024	11.256	9.617	9.052	8.765	1.89584959	1
	0.007500	9.4368	0.16000000	0.1600	-2.5728	3.4837	5.1016	11.202	17.355	15.569	13.897	12.446	10.813	9.299	8.727	8.445	2.02115250	1
	0.007500	9.4368	0.20000000	0.2000	-2.3574	3.5017	5.0554	10.663	16.168	14.559	12.942	11.637	10.180	8.809	8.231	7.959	2.22178221	1
	0.007500	9.4368	0.25000000	0.2500	-2.1568	3.5167	5.0115	10.162	15.222	13.728	12.155	10.945	9.622	8.348	7.763	7.501	2.40809011	1
	0.007500	9.4368	0.30000001	0.3000	-1.9983	3.5272	4.9743	9.766	14.563	13.131	11.592	10.435	9.193	7.979	7.388	7.135	2.54750419	1
	0.007500	9.4368	0.31320295	0.3132	-1.9531	3.5301	4.9591	9.653	14.382	12.966	11.437	10.293	9.072	7.873	7.280	7.030	2.57863307	1
	0.007500	9.4368	0.38878301	0.3888	-1.7246	3.5443	4.8816	9.082	13.520	12.164	10.682	9.595	8.470	7.339	6.735	6.497	2.72363710	1
	0.007500	9.4368	0.43878299	0.4388	-1.5680	3.5573	4.8294	8.690	12.905	11.584	10.137	9.093	8.057	6.984	6.369	6.141	2.79654646	1
	0.007500	9.4368	0.48878300	0.4888	-1.4016	3.5737	4.7756	8.274	12.243	10.952	9.541	8.545	7.620	6.615	5.987	5.774	2.85646057	1
	0.007500	9.4368	0.52362365	0.5236	-1.2780	3.5886	4.7412	7.965	11.729	10.462	9.090	8.133	7.298	6.348	5.706	5.512	2.89227843	1
	0.007500	9.4368	0.53878301	0.5388	-1.2271	3.5947	4.7272	7.838	11.524	10.265	8.912	7.971	7.167	6.236	5.589	5.403	2.90654349	1
	0.007500	9.4368	0.58731389	0.5873	-1.0579	3.6197	4.6955	7.415	10.785	9.557	8.296	7.423	6.733	5.873	5.205	5.064	2.94765759	1
	0.007500	9.4368	0.58878303	0.5888	-1.0530	3.6204	4.6946	7.403	10.763	9.536	8.279	7.407	6.720	5.862	5.195	5.054	2.94880533	1
	0.007500	9.4368	0.61300808	0.6130	-0.9687	3.6348	4.6855	7.192	10.341	9.145	7.956	7.131	6.504	5.685	5.023	4.905	2.96700382	1
	0.007500	9.4368	0.63878298	0.6388	-0.8822	3.6497	4.6762	6.976	9.849	8.727	7.619	6.849	6.283	5.508	4.865	4.766	2.98497248	1
	0.007500	9.4368	0.67260015	0.6726	-0.7716	3.6693	4.6666	6.699	9.131	8.193	7.187	6.502	6.000	5.290	4.698	4.614	3.00654387	1
	0.007500	9.4368	0.68878299	0.6887	-0.7204	3.6784	4.6620	6.571	8.799	7.958	6.996	6.348	5.869	5.191	4.627	4.549	3.01613951	1
	0.007500	9.4368	0.73878300	0.7387	-0.5694	3.7042	4.6448	6.194	7.906	7.326	6.471	5.920	5.493	4.902	4.416	4.350	3.04320765	1
	0.007500	9.4368	0.74645472	0.7464	-0.5472	3.7077	4.6411	6.138	7.785	7.240	6.399	5.859	5.439	4.859	4.384	4.319	3.04704952	1
	0.007500	9.4368	0.78878301	0.7887	-0.4274	3.7265	4.6203	5.838	7.162	6.793	6.024	5.540	5.153	4.632	4.207	4.150	3.06694245	1
	0.007500	9.4368	0.82565635	0.8256	-0.3268	3.7411	4.5978	5.587	6.687	6.441	5.727	5.281	4.917	4.440	4.052	4.000	3.08262944	1
	0.007500	9.4368	0.83878303	0.8387	-0.2917	3.7461	4.5896	5.499	6.529	6.322	5.627	5.192	4.837	4.373	3.998	3.948	3.08787322	1
	0.007500	9.4368	0.88106954	0.8810	-0.1811	3.7605	4.5581	5.223	6.071	5.961	5.320	4.917	4.582	4.158	3.817	3.772	3.10367846	1
	0.007500	9.4368	0.88878298	0.8887	-0.1613	3.7631	4.5523	5.173	5.994	5.898	5.266	4.868	4.537	4.120	3.784	3.740	3.10639524	1
	0.007500	9.4368	0.90328610	0.9032	-0.1243	3.7674	4.5397	5.081	5.853	5.781	5.165	4.777	4.453	4.047	3.720	3.678	3.11137486	1
	0.007500	9.4368	0.93878299	0.9386	-0.0347	3.7777	4.5079	4.857	5.519	5.501	4.926	4.561	4.253	3.873	3.567	3.530	3.12289834	1
	0.007500	9.4368	0.95570785	0.9555	0.0078	3.7820	4.4906	4.750	5.365	5.371	4.814	4.461	4.160	3.791	3.493	3.459	3.12808394	1
