Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	int_IMF	stage
	0.000152	10.0000	0.09395929	0.0940	-3.0372	3.5155	5.4620	12.363	18.174	15.990	14.111	12.780	11.603	10.503	10.218	10.140	1.50956631	1
	0.000152	10.0000	0.09424452	0.0942	-3.0295	3.5165	5.4597	12.344	18.114	15.951	14.077	12.754	11.585	10.487	10.197	10.117	1.51252091	1
	0.000152	10.0000	0.10791858	0.1079	-2.6849	3.5621	5.3564	11.482	15.597	14.201	12.678	11.608	10.767	9.787	9.334	9.201	1.64477885	1
	0.000152	10.0000	0.12791857	0.1279	-2.4342	3.5863	5.2761	10.855	14.252	13.168	11.832	10.884	10.151	9.242	8.736	8.585	1.80957520	1
	0.000152	10.0000	0.14791857	0.1479	-2.2674	3.5986	5.2217	10.438	13.514	12.568	11.315	10.430	9.736	8.865	8.342	8.181	1.94781661	1
	0.000152	10.0000	0.17583714	0.1758	-2.0939	3.6091	5.1654	10.005	12.831	11.990	10.802	9.968	9.303	8.463	7.933	7.766	2.10752535	1
	0.000152	10.0000	0.21979643	0.2198	-1.8818	3.6206	5.0963	9.474	12.047	11.313	10.190	9.407	8.772	7.967	7.434	7.266	2.30255175	1
	0.000152	10.0000	0.26979643	0.2698	-1.6986	3.6307	5.0423	9.017	11.381	10.736	9.663	8.924	8.314	7.538	7.009	6.844	2.46790242	1
	0.000152	10.0000	0.34999999	0.3500	-1.4774	3.6443	4.9885	8.464	10.568	10.035	9.025	8.338	7.760	7.024	6.506	6.352	2.65552020	1
	0.000152	10.0000	0.40000001	0.4000	-1.3556	3.6529	4.9592	8.159	10.107	9.643	8.671	8.014	7.456	6.744	6.236	6.089	2.74133730	1
	0.000152	10.0000	0.44999999	0.4500	-1.2052	3.6672	4.9171	7.783	9.476	9.131	8.219	7.611	7.083	6.412	5.923	5.789	2.81098008	1
	0.000152	10.0000	0.50000000	0.4999	-1.0382	3.6838	4.8623	7.366	8.780	8.569	7.726	7.168	6.674	6.049	5.585	5.467	2.86847806	1
	0.000152	10.0000	0.55000001	0.5499	-0.8426	3.7031	4.7854	6.877	7.998	7.931	7.167	6.661	6.203	5.631	5.198	5.096	2.91663504	1
	0.000152	10.0000	0.60000002	0.5999	-0.6438	3.7271	4.7203	6.380	7.200	7.277	6.608	6.156	5.741	5.231	4.837	4.754	2.95739889	1
	0.000152	10.0000	0.61244315	0.6123	-0.5921	3.7340	4.7052	6.250	6.997	7.108	6.465	6.027	5.624	5.131	4.748	4.670	2.96659446	1
	0.000152	10.0000	0.62712693	0.6270	-0.5310	3.7422	4.6871	6.097	6.765	6.912	6.298	5.877	5.487	5.014	4.643	4.571	2.97701597	1
	0.000152	10.0000	0.64023674	0.6401	-0.4761	3.7495	4.6704	5.960	6.564	6.739	6.151	5.743	5.365	4.909	4.549	4.483	2.98594522	1
	0.000152	10.0000	0.64999998	0.6498	-0.4350	3.7549	4.6573	5.857	6.417	6.610	6.041	5.644	5.275	4.831	4.480	4.417	2.99236870	1
	0.000152	10.0000	0.65813369	0.6579	-0.4004	3.7592	4.6453	5.771	6.296	6.504	5.949	5.560	5.199	4.765	4.420	4.360	2.99757910	1
	0.000152	10.0000	0.67065650	0.6704	-0.3466	3.7657	4.6259	5.637	6.117	6.342	5.808	5.432	5.080	4.661	4.325	4.270	3.00536132	1
