9906    4.3408  18
9907    4.26016 18
9908    3.91818 18
9909    3.68589 18
9910    4.62899 18
9911    3.51087 18
9912    4.31797 18
9913    3.01932 18
9914    2.57559 18
9915    2.52947 18
9916    3.96392 18
9917    2.68915 18
9918    2.97576 18
9919    2.20484 18
9920    2.24815 18
9921    1.78473 18
9922    3.54273 18
9923    4.84335 18
9924    5.84481 18
9925    4.04799 18
9926    7.6276  18
9927    1.14394 18
9928    1.49282 18
9929    1.98121 18
9930    3.46382 18
9931    1.26202 18
9932    1.83401 18
9933    1.30083 18
9934    1.02162 18
9935    1.40909 18
9936    2.29143 18
9937    1.51173 18
9938    1.62416 18
9939    1.17717 18
9940    1.58267 18
9941    1.87753 18
9942    2.45689 18
9943    2.19306 18
9944    2.40555 18
9945    1.97875 18
9946    2.51632 18
9947    8.0518  18
9948    2.36316 18
9949    6.93772 18
9950    3.95266 18
9951    2.78278 18
9952    3.13264 18
9953    3.63434 18
9954    3.87946 18
9955    4.51342 18
15353   20.8276 8
15354   20.5329 8
15355   21.0443 8
15356   19.2967 8
15357   19.9044 8
15358   19.6609 8
15359   19.0689 8
15360   18.5251 8
15361   18.4524 8
15362   18.5409 8
15363   19.4193 8
15364   21.159  8
15365   24.0331 8
15366   25.5955 8
15367   18.3842 8
15368   25.22   8
15369   24.4553 8
15370   25.3663 8
15371   20.793  8
15372   17.8927 8
15373   18.1742 8
15374   17.9478 8
15375   17.8583 8
15376   18.2022 8
15377   21.1744 8
15378   20.7683 8
15379   18.4738 8
15380   22.8006 8
15381   18.2984 8
15382   22.8584 8
15383   17.4757 8
15384   19.5312 8
15385   18.6269 8
15386   17.7615 8
15387   21.5632 8
15388   19.4685 8
15389   16.6767 8
15390   17.9016 8
15391   17.2791 8
15392   21.1436 8
15393   24.0204 8
15394   18.6766 8
15395   19.9989 8
15396   16.7934 8
15397   18.2139 8
15398   22.2962 8
15399   16.5506 8
15400   18.4539 8
15401   23.2636 8
15402   16.5545 8
15403   22.2869 8
15404   17.3436 8
15405   18.1696 8
15406   18.4774 8
15407   19.5249 8
15408   15.1488 8
15409   23.3338 8
15410   15.4892 8
15411   18.9946 8
15412   19.573  8
15413   14.976  8
15414   14.9755 8
15415   15.7748 8
15416   22.2218 8
15417   20.21   8
15418   22.6823 8
15419   16.528  8
15420   16.1923 8
15421   16.9181 8
15422   15.4746 8
15423   18.1811 8
15424   14.9988 8
15425   19.463  8
15426   15.2185 8
15427   14.4176 8
15428   16.9612 8
15429   22.0087 8
15430   14.2723 8
15431   14.546  8
15432   17.135  8
15433   19.8108 8
15434   16.1441 8
15435   14.4355 8
15436   16.288  8
15437   14.7151 8
15438   17.9857 8
15439   13.9391 8
15440   14.3741 8
15441   18.179  8
15442   15.8504 8
15443   13.7928 8
15444   21.4955 8
15445   13.6667 8
15446   13.6411 8
15447   13.4053 8
15448   13.312  8
15449   16.5537 8
15450   13.4726 8
15451   18.5457 8
15452   13.1966 8
15453   19.3421 8
