VCC  zmag   gmag    pGC    
1226 23.346 24.908  0.99
1226 22.383 23.313  1.00
1226 22.570 23.747  1.00
1226 23.805 25.439  0.99
1226 21.161 22.142  1.00
1226 22.837 24.075  1.00
1226 22.209 23.134  1.00
1226 22.668 24.255  1.00
1226 24.848 25.611  0.91
1226 22.454 24.174  1.00
1226 24.339 25.436  0.96
1226 22.168 23.078  1.00
1226 24.330 25.513  0.97
1226 20.758 22.256  1.00
1226 24.263 25.828  0.87
1226 24.083 24.842  0.96
1226 21.984 22.940  1.00
1226 21.752 22.813  1.00
1226 21.615 22.656  0.99
1226 22.643 24.100  0.84
1226 24.065 25.381  0.96
1226 23.724 25.231  0.99
1226 22.394 23.369  1.00
1226 20.153 21.748  1.00
1226 22.498 24.232  0.70
1226 21.981 23.236  1.00
1226 23.906 25.022  0.92
1226 21.227 22.125  1.00
1226 22.183 23.713  1.00
1226 19.460 20.681  1.00
1226 23.015 24.555  0.98
1226 22.617 23.574  1.00
1226 23.840 25.517  0.98
1226 21.248 22.113  1.00
1226 23.491 24.949  0.99
1226 23.505 24.743  0.92
1226 22.486 24.218  1.00
1226 22.025 23.044  1.00
1226 22.415 23.955  1.00
1226 23.548 24.187  0.99
1226 22.725 24.354  1.00
1226 23.784 25.150  0.84
1226 23.300 24.120  0.98
1226 21.583 22.566  1.00
1226 23.346 24.654  0.90
1226 22.698 24.122  1.00
1226 22.567 23.795  1.00
1226 23.270 24.390  0.99
1226 23.147 24.009  0.98
1226 23.098 24.563  1.00
1226 21.869 23.392  0.96
1226 21.192 22.449  1.00
1226 22.279 23.374  1.00
1226 24.775 25.570  0.74
1226 23.589 25.246  0.85
1226 24.709 25.922  0.96
1226 22.502 24.092  1.00
1226 21.651 22.836  1.00
1226 24.520 25.660  0.96
1226 21.183 22.597  1.00
1226 22.383 23.901  1.00
1226 23.234 24.680  0.99
1226 24.327 25.667  0.87
1226 24.377 25.613  0.97
1226 23.859 25.249  0.95
1226 21.093 22.350  0.97
1226 20.771 21.767  1.00
1226 23.428 24.645  0.99
1226 21.891 23.183  1.00
1226 20.371 21.865  1.00
1226 24.303 25.533  0.97
1226 20.504 21.490  1.00
1226 20.684 21.822  1.00
1226 22.651 23.688  1.00
1226 19.567 20.996  1.00
1226 24.006 25.163  0.98
1226 19.805 21.281  1.00
1226 24.615 25.864  0.91
1226 22.195 23.635  1.00
1226 21.753 23.430  1.00
1226 22.221 23.895  0.97
1226 22.112 23.454  1.00
1226 22.205 23.511  1.00
1226 23.078 24.164  1.00
1226 21.340 22.246  1.00
1226 20.448 21.496  1.00
1226 21.539 22.544  1.00
1226 22.975 24.122  1.00
1226 22.697 24.536  0.99
1226 24.072 25.365  0.98
1226 22.110 23.884  0.88
1226 22.095 23.149  1.00
1226 24.376 25.346  0.98
1226 20.947 22.106  1.00
1226 21.517 22.487  1.00
1226 22.622 23.457  1.00
1226 23.390 24.840  0.99
1226 21.857 23.400  1.00
1226 23.961 25.660  0.97
1226 23.517 24.809  0.99
1226 21.489 22.515  1.00
1226 21.567 22.533  1.00
1226 22.839 24.010  1.00
1226 21.681 23.193  1.00
1226 20.952 22.366  1.00
1226 22.799 24.300  1.00
1226 22.791 23.712  1.00
1226 18.917 19.953  1.00
1226 22.402 23.441  1.00
1226 22.696 23.990  1.00
1226 22.396 23.813  1.00
1226 21.067 22.314  1.00
1226 22.977 24.440  1.00
1226 22.263 23.269  1.00
1226 21.819 22.804  1.00
1226 23.368 24.352  0.94
1226 24.243 25.634  0.55
1226 21.965 23.346  1.00
1226 22.734 23.858  1.00
1226 21.061 22.648  1.00
1226 22.242 23.701  1.00
1226 19.838 20.850  1.00
1226 20.898 22.262  1.00
1226 23.516 24.817  0.95
1226 22.068 23.334  1.00
1226 20.980 22.081  1.00
1226 22.468 23.661  1.00
1226 23.400 24.916  0.82
1226 23.973 24.949  0.96
1226 22.584 24.028  1.00
1226 21.346 22.316  1.00
1226 22.301 23.308  1.00
1226 23.497 24.281  0.99
1226 24.264 25.330  0.96
1226 19.364 20.803  1.00
1226 23.113 24.295  1.00
1226 20.566 21.934  1.00
1226 24.662 25.513  0.96
1226 22.572 23.667  1.00
1226 22.525 23.845  0.98
1226 22.819 23.976  1.00
1226 23.167 24.464  0.81
1226 23.253 24.918  0.83
1226 23.061 24.159  0.99
1226 23.932 25.182  0.99
1226 22.128 23.491  1.00
1226 23.993 24.953  0.94
1226 20.845 22.271  1.00
1226 22.553 23.943  1.00
1226 22.400 23.893  1.00
1226 22.882 24.702  0.87
1226 19.839 21.507  1.00
1226 23.141 23.707  0.96
1226 21.303 22.821  1.00
1226 21.332 22.737  1.00
1226 22.401 23.928  1.00
1226 21.158 22.505  1.00
1226 22.315 23.825  1.00
1226 22.789 23.830  0.94
1226 21.883 23.242  1.00
1226 24.055 25.190  0.78
1226 24.403 25.831  0.97
1226 21.727 22.655  0.98
1226 23.411 24.292  0.98
1226 23.565 25.203  0.99
1226 22.979 24.499  1.00
1226 21.966 22.734  1.00
1226 24.619 25.991  0.93
1226 22.390 23.849  1.00
1226 22.450 23.394  1.00
1226 21.621 23.217  1.00
1226 21.842 23.376  1.00
1226 21.407 22.893  1.00
1226 21.265 22.619  1.00
1226 22.587 23.773  1.00
1226 20.835 22.438  1.00
1226 21.243 22.211  1.00
1226 21.023 21.951  1.00
1226 22.758 23.958  1.00
1226 22.796 24.215  1.00
1226 22.819 24.490  1.00
1226 22.879 23.792  0.98
1226 22.946 23.792  1.00
1226 23.154 24.648  0.93
1226 24.547 25.262  0.96
1226 24.423 25.069  0.93
1226 22.485 23.895  1.00
1226 24.154 25.084  0.98
1226 21.830 23.167  1.00
1226 24.131 25.987  0.97
1226 21.644 23.069  1.00
1226 24.384 25.540  0.56
1226 20.245 21.607  1.00
1226 21.471 22.474  1.00
1226 22.214 23.605  0.95
1226 23.972 25.380  0.99
1226 22.831 24.138  1.00
1226 23.034 24.044  1.00
1226 23.488 24.762  0.99
1226 23.362 24.668  0.99
1226 23.886 25.113  0.97
1226 24.402 26.157  0.54
1226 23.373 24.311  0.98
1226 22.715 23.842  1.00
1226 22.442 23.820  1.00
1226 23.313 24.698  0.99
1226 22.122 23.530  1.00
1226 22.211 23.065  0.82
1226 23.949 25.614  0.71
1226 24.069 25.222  0.89
1226 23.757 25.498  0.58
1226 21.199 22.698  1.00
1226 22.811 24.008  1.00
1226 24.204 25.395  0.92
1226 20.748 22.036  1.00
1226 23.892 25.762  0.98
1226 23.917 25.082  0.99
1226 21.338 22.288  1.00
1226 23.119 23.900  0.98
1226 22.040 23.611  1.00
1226 23.422 24.686  0.97
1226 21.752 23.266  1.00
1226 20.840 21.811  1.00
1226 23.166 24.476  1.00
1226 20.561 21.689  1.00
1226 19.547 20.749  1.00
1226 24.218 25.709  0.99
1226 23.125 24.372  1.00
1226 24.134 25.117  0.82
1226 23.957 25.009  0.94
1226 22.678 23.667  1.00
1226 23.224 24.238  0.99
1226 21.121 22.778  1.00
1226 23.829 24.570  0.99
1226 23.651 25.007  0.94
1226 23.741 25.213  0.99
1226 22.313 23.323  1.00
1226 22.915 24.483  1.00
1226 22.877 23.992  1.00
1226 21.171 22.083  1.00
1226 23.986 25.472  0.98
1226 22.401 23.411  1.00
1226 23.480 24.678  0.99
1226 20.897 22.292  1.00
1226 22.631 24.198  1.00
1226 23.012 24.449  0.98
1226 24.053 25.094  0.98
1226 22.693 23.489  0.99
1226 23.529 25.102  0.93
1226 21.156 22.028  1.00
1226 23.728 25.094  0.98
1226 23.167 24.700  1.00
1226 23.703 25.276  0.76
1226 23.924 25.131  0.88
1226 22.546 23.959  1.00
1226 21.356 22.856  1.00
1226 22.963 24.385  1.00
1226 23.440 24.790  0.98
1226 23.036 24.179  0.99
1226 24.180 25.661  0.98
1226 21.648 22.566  1.00
1226 20.615 22.051  1.00
1226 23.399 24.982  0.99
1226 22.314 23.211  1.00
1226 20.665 22.118  1.00
1226 23.487 24.633  0.98
1226 20.588 22.245  1.00
1226 21.227 22.406  1.00
1226 23.829 25.198  0.99
1226 24.409 25.207  0.51
1226 23.469 24.507  0.99
1226 20.407 21.698  1.00
1226 22.533 23.481  1.00
1226 24.045 24.916  0.98
1226 24.622 25.729  0.92
1226 24.059 25.805  0.94
1226 22.652 23.960  1.00
1226 20.949 22.048  1.00
1226 21.977 22.804  0.93
1226 21.875 22.824  1.00
1226 23.396 24.242  0.99
1226 22.675 24.082  1.00
1226 21.777 23.196  1.00
1226 22.281 23.353  1.00
1226 21.427 23.017  1.00
1226 22.338 23.302  1.00
1226 22.008 22.940  1.00
1226 21.299 22.334  1.00
1226 22.835 24.454  1.00
1226 23.780 25.463  0.99
1226 21.296 22.643  1.00
1226 22.591 23.826  1.00
1226 22.687 24.334  1.00
1226 24.692 26.235  0.93
1226 24.472 25.748  0.95
1226 23.309 24.791  0.99
1226 24.066 25.225  0.75
1226 21.544 22.778  1.00
1226 23.198 24.811  1.00
1226 22.082 23.490  1.00
1226 23.566 24.521  0.99
1226 21.728 22.990  1.00
1226 22.816 23.896  1.00
1226 24.308 24.829  0.98
1226 22.061 23.362  1.00
1226 24.243 25.691  0.59
1226 23.362 25.242  0.81
1226 23.907 25.460  0.96
1226 23.021 24.325  0.99
1226 23.863 25.674  0.59
1226 23.373 24.357  0.99
1226 21.028 22.085  1.00
1226 22.281 23.738  1.00
1226 21.970 23.357  1.00
1226 22.966 24.429  1.00
1226 21.787 22.916  1.00
1226 21.701 22.760  1.00
1226 21.555 22.420  1.00
1226 22.236 23.251  1.00
1226 22.715 23.981  1.00
1226 23.530 24.775  0.99
1226 20.361 21.721  1.00
1226 24.472 25.878  0.59
1226 22.515 24.001  1.00
1226 24.600 25.639  0.98
1226 22.630 23.579  1.00
1226 22.582 24.019  1.00
1226 22.903 24.450  1.00
1226 24.876 25.731  0.64
1226 22.714 24.210  1.00
1226 24.038 24.855  0.99
1226 22.731 23.568  1.00
1226 23.671 25.092  0.97
1226 22.719 24.163  1.00
1226 23.072 24.495  1.00
1226 24.511 26.084  0.65
1226 22.187 23.738  1.00
1226 24.063 25.736  0.98
1226 23.162 24.359  0.98
1226 21.953 23.355  0.98
1226 22.273 23.311  1.00
1226 22.548 23.550  1.00
1226 23.112 24.644  0.99
1226 22.171 23.543  1.00
1226 22.733 23.725  1.00
1226 21.060 22.561  1.00
1226 22.009 23.315  1.00
1226 23.239 24.834  0.92
1226 19.923 21.229  1.00
1226 24.664 25.580  0.89
1226 24.049 25.276  0.91
1226 23.622 25.394  0.99
1226 21.507 22.894  1.00
1226 23.887 24.950  0.99
1226 22.515 24.020  1.00
1226 24.808 26.290  0.98
1226 22.855 24.068  0.98
1226 19.075 20.544  1.00
1226 23.416 24.885  0.99
1226 23.486 24.883  0.96
1226 21.757 23.186  1.00
1226 24.295 25.632  0.81
1226 22.546 23.758  1.00
1226 22.538 24.279  0.97
1226 23.360 24.861  0.99
1226 21.891 22.816  1.00
1226 22.075 23.608  1.00
1226 23.903 24.996  0.95
1226 21.499 22.357  1.00
1226 23.955 25.076  0.95
1226 21.946 22.860  1.00
1226 20.816 21.923  1.00
1226 22.545 23.400  1.00
1226 22.609 23.478  1.00
1226 23.527 24.271  0.99
1226 22.910 24.175  1.00
1226 23.505 24.683  0.99
1226 22.726 23.583  1.00
1226 23.089 23.759  0.97
1226 20.819 21.703  1.00
1226 20.431 21.398  1.00
1226 20.436 22.056  1.00
1226 22.039 23.705  1.00
1226 21.951 22.933  1.00
1226 24.132 24.859  0.99
1226 23.383 24.629  0.98
1226 22.503 24.022  1.00
1226 22.913 24.517  1.00
1226 25.107 25.759  0.77
1226 23.172 23.984  0.99
1226 23.271 23.945  0.98
1226 24.138 25.615  0.97
1226 22.715 23.612  1.00
1226 21.031 21.962  1.00
1226 23.607 24.475  0.99
1226 22.797 24.113  0.96
1226 24.897 25.855  0.96
1226 23.484 24.821  0.79
1226 22.895 24.100  1.00
1226 23.282 24.260  1.00
1226 22.472 24.058  0.88
1226 21.684 22.571  1.00
1226 22.628 23.870  1.00
1226 22.720 23.847  0.98
1226 24.384 25.563  0.91
1226 20.488 21.980  1.00
1226 24.306 25.749  0.86
1226 22.325 23.193  1.00
1226 22.853 24.319  1.00
1226 22.079 23.257  0.97
1226 20.503 21.698  1.00
1226 23.209 24.910  1.00
1226 21.987 23.559  1.00
1226 22.406 23.481  0.97
1226 22.077 23.616  1.00
1226 23.048 24.283  0.99
1226 21.607 22.550  1.00
1226 23.886 25.476  0.98
1226 21.427 22.609  1.00
1226 22.318 23.526  1.00
1226 23.171 24.863  0.99
1226 23.451 24.656  0.99
1226 22.647 23.584  1.00
1226 20.307 21.276  1.00
1226 22.944 24.244  1.00
1226 22.754 23.906  1.00
1226 24.562 25.681  0.97
1226 22.989 24.484  1.00
1226 22.508 23.966  1.00
1226 22.140 23.273  1.00
1226 23.117 24.376  0.99
1226 23.269 24.486  0.98
1226 22.788 24.165  1.00
1226 22.175 23.434  1.00
1226 19.382 20.624  1.00
1226 22.430 23.731  1.00
1226 21.611 23.046  1.00
1226 24.095 25.528  0.92
1226 22.482 23.892  1.00
1226 24.722 25.947  0.98
1226 23.046 24.004  0.91
1226 22.885 23.845  1.00
1226 22.791 24.347  0.62
1226 23.233 24.707  0.99
1226 24.370 25.565  0.73
1226 22.332 23.780  1.00
1226 22.815 24.202  1.00
1226 22.077 23.103  1.00
1226 20.803 21.673  1.00
1226 22.064 23.688  1.00
1226 21.616 23.013  1.00
1226 23.305 25.005  0.92
1226 21.959 23.486  1.00
1226 21.770 22.741  1.00
1226 23.615 24.840  0.96
1226 23.895 25.303  0.99
1226 23.983 24.862  0.98
1226 19.905 21.285  1.00
1226 23.010 23.886  0.99
1226 21.286 22.310  1.00
1226 21.716 23.097  1.00
1226 22.079 22.960  1.00
1226 22.911 23.961  1.00
1226 25.004 26.308  0.98
1226 21.012 22.381  1.00
1226 23.421 24.739  0.96
1226 22.699 23.732  1.00
1226 22.437 23.858  1.00
1226 21.677 23.201  1.00
1226 22.525 24.033  1.00
1226 22.498 23.456  1.00
1226 24.205 24.948  0.91
1226 23.415 25.085  0.98
1226 21.531 22.909  1.00
1226 24.208 25.643  0.96
1226 21.392 22.828  1.00
1226 21.224 22.622  1.00
1226 23.479 24.991  0.99
1226 22.589 23.997  1.00
1226 21.826 23.263  1.00
1226 21.654 22.781  1.00
1226 22.308 23.578  1.00
1226 21.134 22.592  1.00
1226 22.869 23.772  1.00
1226 21.416 22.348  1.00
1226 21.081 22.244  1.00
1226 22.419 23.249  0.99
1226 24.255 25.444  0.51
1226 23.536 24.375  0.96
1226 22.065 23.275  1.00
1226 20.885 21.964  1.00
1226 23.714 25.118  0.98
1226 21.110 21.995  1.00
1226 22.370 23.677  1.00
1226 24.556 26.076  0.97
1226 22.774 23.733  1.00
1226 21.985 22.967  1.00
1226 25.089 26.040  0.72
1226 24.681 25.330  0.98
1226 23.281 24.133  0.79
1226 23.740 25.507  0.87
1226 20.806 21.687  1.00
1316 22.730 23.238  1.00
1316 22.620 23.565  1.00
1316 20.776 22.151  1.00
1316 22.442 24.090  1.00
1316 22.098 23.785  1.00
1316 21.590 23.050  1.00
1316 21.984 23.339  1.00
1316 20.500 21.862  0.97
1316 19.790 21.216  1.00
1316 22.636 24.095  1.00
1316 21.748 22.811  1.00
1316 22.678 23.653  1.00
1316 21.734 23.214  1.00
1316 23.275 24.465  0.99
1316 22.802 24.354  1.00
1316 20.290 21.627  1.00
1316 21.738 22.891  1.00
1316 21.677 22.755  1.00
1316 21.207 22.526  1.00
1316 23.016 24.465  1.00
1316 21.167 22.331  1.00
1316 20.494 21.669  1.00
1316 20.724 21.905  1.00
1316 23.391 25.002  1.00
1316 22.337 23.565  1.00
1316 22.303 23.746  1.00
1316 21.593 23.007  1.00
1316 21.391 22.327  1.00
1316 22.170 23.338  1.00
1316 23.131 23.975  1.00
1316 22.663 24.307  1.00
1316 22.170 23.456  1.00
1316 22.559 23.879  1.00
1316 23.677 25.020  1.00
1316 22.919 24.197  1.00
1316 22.094 23.448  0.99
1316 22.407 23.823  1.00
1316 20.650 21.969  1.00
1316 22.657 23.502  0.99
1316 22.211 23.320  0.97
1316 22.385 23.816  1.00
1316 22.247 23.599  1.00
1316 22.070 23.263  1.00
1316 22.725 23.622  1.00
1316 23.667 24.328  1.00
1316 21.709 23.307  0.96
1316 22.617 24.474  1.00
1316 22.608 23.440  1.00
1316 22.447 24.009  1.00
1316 19.916 21.472  1.00
1316 22.560 23.561  1.00
1316 22.009 23.677  1.00
1316 21.390 22.539  1.00
1316 21.607 22.628  1.00
1316 21.977 23.331  1.00
1316 22.250 23.509  1.00
1316 22.076 23.058  0.99
1316 21.169 22.491  0.99
1316 23.262 24.213  0.99
1316 22.414 23.507  1.00
1316 20.871 22.420  1.00
1316 21.711 23.058  1.00
1316 22.425 23.402  1.00
1316 20.477 21.573  1.00
1316 20.603 21.957  1.00
1316 19.829 21.296  1.00
1316 22.371 23.176  1.00
1316 22.594 23.965  1.00
1316 21.568 22.737  1.00
1316 21.038 22.573  1.00
1316 22.815 24.247  1.00
1316 23.365 25.098  0.97
1316 21.768 23.080  1.00
1316 21.815 23.019  1.00
1316 23.901 25.355  0.77
1316 22.543 24.008  1.00
1316 22.707 23.706  1.00
1316 22.832 24.296  0.97
1316 22.832 24.073  1.00
1316 22.196 23.688  1.00
1316 21.165 22.604  1.00
1316 23.142 24.594  1.00
1316 22.668 23.800  1.00
1316 22.360 23.705  1.00
1316 22.702 24.207  1.00
1316 22.068 23.073  1.00
1316 22.633 23.629  1.00
1316 22.551 23.713  1.00
1316 21.132 22.183  1.00
1316 21.417 22.463  1.00
1316 23.513 24.099  0.91
1316 21.452 22.488  1.00
1316 23.914 25.488  0.88
1316 22.015 22.873  0.94
1316 23.395 24.186  1.00
1316 22.860 24.165  1.00
1316 23.476 24.339  0.99
1316 19.636 20.747  1.00
1316 22.093 23.158  1.00
1316 23.746 24.727  1.00
1316 21.705 23.232  1.00
1316 20.526 21.547  1.00
1316 23.182 24.764  0.99
1316 22.415 23.804  1.00
1316 22.533 23.981  1.00
1316 21.560 22.489  1.00
1316 21.072 22.436  1.00
1316 21.939 23.352  1.00
1316 23.986 25.145  0.98
1316 21.277 22.831  1.00
1316 21.567 22.999  1.00
1316 22.679 23.864  1.00
1316 22.439 23.867  1.00
1316 22.394 23.581  1.00
1316 22.922 24.427  1.00
1316 23.110 24.555  1.00
1316 23.725 24.837  0.99
1316 22.733 23.682  1.00
1316 22.714 23.535  1.00
1316 23.246 24.388  1.00
1316 22.528 24.035  1.00
1316 23.805 25.371  0.99
1316 21.940 23.361  1.00
1316 23.214 25.037  1.00
1316 22.582 24.009  1.00
1316 21.169 22.138  1.00
1316 22.562 24.125  1.00
1316 23.467 24.172  0.99
1316 22.150 23.427  1.00
1316 22.899 24.405  1.00
1316 20.595 22.218  1.00
1316 22.384 23.697  1.00
1316 20.811 22.073  1.00
1316 21.794 23.226  1.00
1316 22.642 23.701  1.00
1316 20.492 21.599  1.00
1316 21.866 23.346  1.00
1316 22.624 23.769  1.00
1316 23.054 24.452  1.00
1316 22.072 23.346  1.00
1316 21.389 22.867  1.00
1316 23.146 24.590  0.98
1316 20.635 21.929  1.00
1316 20.128 21.379  1.00
1316 20.990 22.178  1.00
1316 22.301 23.156  1.00
1316 20.615 22.238  1.00
1316 22.823 24.072  1.00
1316 22.094 23.568  1.00
1316 22.242 23.454  1.00
1316 21.232 22.536  1.00
1316 22.430 23.557  1.00
1316 23.041 24.347  1.00
1316 20.855 21.952  1.00
1316 21.798 23.176  1.00
1316 23.245 24.938  1.00
1316 23.248 24.901  1.00
1316 23.850 24.704  0.97
1316 23.388 24.838  1.00
1316 19.027 20.207  1.00
1316 23.268 24.611  0.99
1316 22.462 23.835  1.00
1316 21.625 23.086  1.00
1316 23.117 24.599  0.99
1316 21.125 22.567  0.90
